Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_even/i_trace_sys/traceOut_event_data[63:0],i_app/dcs_even/i_trace_sys/traceOut_event_size[4:0],i_app/dcs_even/i_trace_sys/traceOut_event_vc[4:0],i_app/dcs_even/i_trace_sys/traceOut_src[2:0],i_app/dcs_even/i_trace_sys/traceOut_ts[63:0],i_app/dcs_even/i_trace_sys/dump_1,i_app/dcs_even/i_trace_sys/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000000000000,00,00,0,0000000000000000,0,0
1,1,0,0000000000000000,00,00,0,0000000000000000,0,0
2,2,0,0000000000000000,00,00,0,0000000000000000,0,0
3,3,0,0000000000000000,00,00,0,0000000000000000,0,0
4,4,0,0000000000000000,00,00,0,0000000000000000,0,0
5,5,0,0000000000000000,00,00,0,0000000000000000,0,0
6,6,0,0000000000000000,00,00,0,0000000000000000,0,0
7,7,0,0000000000000000,00,00,0,0000000000000000,0,0
8,8,0,0000000000000000,00,00,0,0000000000000000,0,0
9,9,0,0000000000000000,00,00,0,0000000000000000,0,0
10,10,0,0000000000000000,00,00,0,0000000000000000,0,0
11,11,0,0000000000000000,00,00,0,0000000000000000,0,0
12,12,0,0000000000000000,00,00,0,0000000000000000,0,0
13,13,0,0000000000000000,00,00,0,0000000000000000,0,0
14,14,0,0000000000000000,00,00,0,0000000000000000,0,0
15,15,0,0000000000000000,00,00,0,0000000000000000,0,0
16,16,1,0000000000000000,00,00,0,0000000000000000,1,0
17,17,0,2804300000008180,01,06,0,0000000ebfe84bc8,1,0
18,18,0,2804300000008280,01,06,0,0000000ebfe84bcb,1,0
19,19,0,2804300000008380,01,06,0,0000000ebfe84bce,1,0
20,20,0,2840300000008480,01,06,0,0000000ebfe84bd1,1,0
21,21,0,2840300000008580,01,06,0,0000000ebfe84bd4,1,0
22,22,0,2847f00000008680,01,06,0,0000000ebfe84bd7,1,0
23,23,0,5007c00000008180,11,04,4,0000000ebfe84c87,1,0
24,24,0,5007c00000008280,11,04,4,0000000ebfe84caa,1,0
25,25,0,5007c00000008380,11,04,4,0000000ebfe84ccd,1,0
26,26,0,0007e00000008180,11,04,2,0000000ebfe84cd9,1,0
27,27,0,5043c00000008480,11,04,4,0000000ebfe84cf1,1,0
28,28,0,0007e00000008280,11,04,2,0000000ebfe84cfc,1,0
29,29,0,5043c00000008580,11,04,4,0000000ebfe84d14,1,0
30,30,0,0007e00000008380,11,04,2,0000000ebfe84d1c,1,0
31,31,0,5047c00000008680,11,04,4,0000000ebfe84d38,1,0
32,32,0,0007e00000008480,11,04,2,0000000ebfe84d42,1,0
33,33,0,0007e00000008580,11,04,2,0000000ebfe84d66,1,0
34,34,0,0007e00000008680,11,04,2,0000000ebfe84d8c,1,0
35,35,0,0003e00000008080,01,06,0,0000000ebfe84d8f,1,0
36,36,0,4803c00000008080,11,04,4,0000000ebfe84fd9,1,0
37,37,0,7007e40000000080,01,08,5,0000000ebfe8512f,1,0
38,38,0,2004200000000080,01,0a,1,0000000ebfe85173,1,0
39,39,0,3807e00000008080,01,06,0,0000000ebfe853be,1,0
40,40,0,2800300000008180,01,06,0,0000000ebfe853d3,1,0
41,41,0,2800300000008280,01,06,0,0000000ebfe853d6,1,0
42,42,0,2800300000008380,01,06,0,0000000ebfe853d9,1,0
43,43,0,2844300000008480,01,06,0,0000000ebfe853dc,1,0
44,44,0,2840300000008580,01,06,0,0000000ebfe853df,1,0
45,45,0,2847f00000008680,01,06,0,0000000ebfe853e2,1,0
46,46,0,5004000000008080,01,0a,3,0000000ebfe85410,1,0
47,47,0,5003c00000008180,11,04,4,0000000ebfe85495,1,0
48,48,0,5003c00000008280,11,04,4,0000000ebfe854b8,1,0
49,49,0,5003c00000008380,11,04,4,0000000ebfe854dc,1,0
50,50,0,0007e00000008180,11,04,2,0000000ebfe854e6,1,0
51,51,0,5047c00000008480,11,04,4,0000000ebfe854ff,1,0
52,52,0,0007e00000008280,11,04,2,0000000ebfe8550a,1,0
53,53,0,5043c00000008580,11,04,4,0000000ebfe85523,1,0
54,54,0,0007e00000008380,11,04,2,0000000ebfe8552e,1,0
55,55,0,5047c00000008680,11,04,4,0000000ebfe85546,1,0
56,56,0,0007e00000008480,11,04,2,0000000ebfe8554e,1,0
57,57,0,0007e00000008580,11,04,2,0000000ebfe85574,1,0
58,58,0,0007e00000008680,11,04,2,0000000ebfe85599,1,0
59,59,0,5807e40000008080,01,08,5,0000000ebfe85634,1,0
60,60,0,1807e00000008080,11,04,2,0000000ebfe85682,1,0
61,61,0,0003e00000000080,01,06,0,0000000ebfe85864,1,0
62,62,0,4803c00000000080,11,04,4,0000000ebfe85a2c,1,0
63,63,0,2804300000008180,01,06,0,0000000ebfe85bc8,1,0
64,64,0,2800300000008280,01,06,0,0000000ebfe85bcb,1,0
65,65,0,2800300000008380,01,06,0,0000000ebfe85bce,1,0
66,66,0,2840300000008480,01,06,0,0000000ebfe85bd1,1,0
67,67,0,2840300000008580,01,06,0,0000000ebfe85bd4,1,0
68,68,0,2847f00000008680,01,06,0,0000000ebfe85bd7,1,0
69,69,0,5007c00000008180,11,04,4,0000000ebfe85c87,1,0
70,70,0,5003c00000008280,11,04,4,0000000ebfe85caa,1,0
71,71,0,5003c00000008380,11,04,4,0000000ebfe85ccd,1,0
72,72,0,0007e00000008180,11,04,2,0000000ebfe85cd8,1,0
73,73,0,5043c00000008480,11,04,4,0000000ebfe85cf1,1,0
74,74,0,0007e00000008280,11,04,2,0000000ebfe85cfa,1,0
75,75,0,5043c00000008580,11,04,4,0000000ebfe85d14,1,0
76,76,0,0007e00000008380,11,04,2,0000000ebfe85d1f,1,0
77,77,0,5047c00000008680,11,04,4,0000000ebfe85d38,1,0
78,78,0,0007e00000008480,11,04,2,0000000ebfe85d42,1,0
79,79,0,0007e00000008580,11,04,2,0000000ebfe85d66,1,0
80,80,0,0007e00000008080,01,06,0,0000000ebfe85d8a,1,0
81,81,0,0007e00000008680,11,04,2,0000000ebfe85d8c,1,0
82,82,0,4807c00000008080,11,04,4,0000000ebfe85fd6,1,0
83,83,0,7007e40000000080,01,08,5,0000000ebfe86362,1,0
84,84,0,2004200000000080,01,0a,1,0000000ebfe863a8,1,0
85,85,0,0007e00000000080,01,06,0,0000000ebfe8667d,1,0
86,86,0,4807c00000000080,11,04,4,0000000ebfe86847,1,0
87,87,0,7007e40000000080,01,08,5,0000000ebfe877d7,1,0
88,88,0,0007e00000008280,11,04,2,0000000ebfe7a0fb,1,0
89,89,0,5047c00000008580,11,04,4,0000000ebfe7a114,1,0
90,90,0,0007e00000008380,11,04,2,0000000ebfe7a11e,1,0
91,91,0,5043c00000008680,11,04,4,0000000ebfe7a137,1,0
92,92,0,0007e00000008480,11,04,2,0000000ebfe7a140,1,0
93,93,0,0007e00000008580,11,04,2,0000000ebfe7a166,1,0
94,94,0,0007e00000008080,01,06,0,0000000ebfe7a188,1,0
95,95,0,0007e00000008680,11,04,2,0000000ebfe7a18a,1,0
96,96,0,4807c00000008080,11,04,4,0000000ebfe7a3d2,1,0
97,97,0,3807e00000008080,01,06,0,0000000ebfe7a663,1,0
98,98,0,2800300000008180,01,06,0,0000000ebfe7a677,1,0
99,99,0,2804300000008280,01,06,0,0000000ebfe7a67c,1,0
100,100,0,2800300000008380,01,06,0,0000000ebfe7a67f,1,0
101,101,0,2840300000008480,01,06,0,0000000ebfe7a682,1,0
102,102,0,2840300000008580,01,06,0,0000000ebfe7a685,1,0
103,103,0,2847f00000008680,01,06,0,0000000ebfe7a688,1,0
104,104,0,5004000000008080,01,0a,3,0000000ebfe7a6b4,1,0
105,105,0,5003c00000008180,11,04,4,0000000ebfe7a735,1,0
106,106,0,5007c00000008280,11,04,4,0000000ebfe7a758,1,0
107,107,0,5003c00000008380,11,04,4,0000000ebfe7a77c,1,0
108,108,0,0007e00000008180,11,04,2,0000000ebfe7a785,1,0
109,109,0,5043c00000008480,11,04,4,0000000ebfe7a79f,1,0
110,110,0,0007e00000008280,11,04,2,0000000ebfe7a7aa,1,0
111,111,0,5043c00000008580,11,04,4,0000000ebfe7a7c3,1,0
112,112,0,0007e00000008380,11,04,2,0000000ebfe7a7ce,1,0
113,113,0,5047c00000008680,11,04,4,0000000ebfe7a7e6,1,0
114,114,0,0007e00000008480,11,04,2,0000000ebfe7a7f0,1,0
115,115,0,0007e00000008580,11,04,2,0000000ebfe7a814,1,0
116,116,0,0007e00000008680,11,04,2,0000000ebfe7a838,1,0
117,117,0,5807e40000008080,01,08,5,0000000ebfe7a8d4,1,0
118,118,0,1807e00000008080,11,04,2,0000000ebfe7a924,1,0
119,119,0,7007e40000000080,01,08,5,0000000ebfe7ab9a,1,0
120,120,0,2004200000000080,01,0a,1,0000000ebfe7abde,1,0
121,121,0,2800300000008180,01,06,0,0000000ebfe7ae41,1,0
122,122,0,2804300000008280,01,06,0,0000000ebfe7ae44,1,0
123,123,0,2804300000008380,01,06,0,0000000ebfe7ae47,1,0
124,124,0,2844300000008480,01,06,0,0000000ebfe7ae4a,1,0
125,125,0,2844300000008580,01,06,0,0000000ebfe7ae4d,1,0
126,126,0,2843f00000008680,01,06,0,0000000ebfe7ae50,1,0
127,127,0,5003c00000008180,11,04,4,0000000ebfe7af01,1,0
128,128,0,5007c00000008280,11,04,4,0000000ebfe7af25,1,0
129,129,0,5007c00000008380,11,04,4,0000000ebfe7af48,1,0
