index,raw,opcode,message,timestamp,aliased_addr,cycles,dirty,dmask,fillo,ns,nxm,rreq_id,src,unaliased_addr,vc,xb1,xb1_2,xb2,xb3,xb4,xb5
17,0x0003e00000000000,0,ECI_CMD_MREQ_RLDD,259936062492.684998,0,51987212498537,,15,,1,,0,0,0,7,,,0,0,0,
18,0x4803c00000000000,9,ECI_CMD_MRSP_PSHA,259936062493.070007,0,51987212498614,0,15,0,,0,0,4,0,5,0,0,,0,,0
19,0x0003f00000000100,0,ECI_CMD_MREQ_RLDD,259936062494.225006,100,51987212498845,,15,,1,,0,0,100,7,,,0,4,0,
20,0x4803c00000000100,9,ECI_CMD_MRSP_PSHA,259936062494.605011,100,51987212498921,0,15,0,,0,0,4,100,5,0,0,,0,,0
