index,raw,opcode,message,timestamp,aliased_addr,cycles,dirty,dmask,fillo,ns,nxm,rreq_id,src,unaliased_addr,vc,xb1,xb1_2,xb2,xb3,xb4,xb5
17,0x0003e00000000000,0,ECI_CMD_MREQ_RLDD,418842288196.140015,0,83768457639228,,15,,1,,0,0,0,7,,,0,0,0,
18,0x4803c00000000000,9,ECI_CMD_MRSP_PSHA,418842288196.979980,0,83768457639396,0,15,0,,0,0,4,0,5,0,0,,0,,0
19,0x0003f00000000100,0,ECI_CMD_MREQ_RLDD,418842288198.625000,100,83768457639725,,15,,1,,0,0,100,7,,,0,4,0,
20,0x4803c00000000100,9,ECI_CMD_MRSP_PSHA,418842288199.455017,100,83768457639891,0,15,0,,0,0,4,100,5,0,0,,0,,0
