index,raw,opcode,message,timestamp,aliased_addr,dirty,dmask,fillo,hreq_id,ns,nxm,rnode,rreq_id,src,unaliased_addr,vc,xb1,xb10,xb1_2,xb2,xb3,xb4,xb5
325,0x0007e00000008400,0,ECI_CMD_MRSP_VICD,57088522778,8400,,15,,,1,,,,2,8400,5,,1,,,,,0
326,0x0007e00000008500,0,ECI_CMD_MRSP_VICD,57088522801,8500,,15,,,1,,,,2,8500,5,,1,,,,,0
327,0x0007e00000008600,0,ECI_CMD_MRSP_VICD,57088522823,8600,,15,,,1,,,,2,8600,5,,1,,,,,0
328,0x5803e40000008000,11,ECI_CMD_MFWD_FEVX_EH,57088522908,8000,,15,,0,1,,1,,5,8000,9,0,,,0,0,,
329,0x1803e00000008000,3,ECI_CMD_MRSP_VICDHI,57088522986,8000,,15,,0,1,,,,2,8000,5,,,,,0,,0
330,0x7003e40000000000,14,ECI_CMD_MFWD_SINV_H,57088523395,0,,15,,0,1,,1,,5,0,9,0,,,0,0,,
331,0x2000200000000000,4,ECI_CMD_MRSP_HAKD,57088523461,0,,0,,0,1,,,,1,0,11,,,,,0,,0
332,0x2800300000008100,5,ECI_CMD_MREQ_RLDX,57088523819,8100,,0,,,1,,,0,0,8100,7,,,,0,4,0,
333,0x2808300000008200,5,ECI_CMD_MREQ_RLDX,57088523821,8200,,0,,,1,,,2,0,8200,7,,,,0,4,0,
334,0x2804300000008300,5,ECI_CMD_MREQ_RLDX,57088523823,8300,,0,,,1,,,1,0,8300,7,,,,0,4,0,
335,0x2840300000008400,5,ECI_CMD_MREQ_RLDX,57088523825,8400,,0,,,1,,,16,0,8400,7,,,,0,4,0,
336,0x2844300000008500,5,ECI_CMD_MREQ_RLDX,57088523827,8500,,0,,,1,,,17,0,8500,7,,,,0,4,0,
337,0x2840300000008600,5,ECI_CMD_MREQ_RLDX,57088523829,8600,,0,,,1,,,16,0,8600,7,,,,0,4,0,
338,0x5003c00000008100,10,ECI_CMD_MRSP_PEMD,57088523895,8100,0,15,0,,,0,,0,4,8100,5,0,,0,,0,,0
339,0x500bc00000008200,10,ECI_CMD_MRSP_PEMD,57088523920,8200,0,15,0,,,0,,2,4,8200,5,0,,0,,0,,0
340,0x5007c00000008300,10,ECI_CMD_MRSP_PEMD,57088523942,8300,0,15,0,,,0,,1,4,8300,5,0,,0,,0,,0
341,0x5043c00000008400,10,ECI_CMD_MRSP_PEMD,57088523964,8400,0,15,0,,,0,,16,4,8400,5,0,,0,,0,,0
342,0x0007e00000008100,0,ECI_CMD_MRSP_VICD,57088523977,8100,,15,,,1,,,,2,8100,5,,1,,,,,0
