size,acquire_cyc,after_tx_commit_cyc,after_dma_read_cyc,exit_cyc,host_got_tx_buf_cyc,entry_cyc,after_rx_queue_cyc,after_dma_write_cyc,read_start_cyc,after_read_cyc,after_rx_commit_cyc,host_read_complete_cyc
256,3763695648,3763695533,3763695544,3763695555,3763695258,3763695626,3763695638,3763695642,3763695577,3763695646,3763699220,3763699006
256,3763706173,3763706059,3763706070,3763706081,3763705784,3763706151,3763706163,3763706167,3763706103,3763706171,3763709742,3763709529
256,3763716698,3763716583,3763716594,3763716606,3763716308,3763716676,3763716688,3763716692,3763716627,3763716696,3763720266,3763720053
256,3763727226,3763727112,3763727123,3763727134,3763726837,3763727204,3763727216,3763727220,3763727156,3763727224,3763730793,3763730580
256,3763737866,3763737752,3763737763,3763737774,3763737476,3763737844,3763737856,3763737860,3763737796,3763737864,3763741432,3763741220
256,3763748339,3763748224,3763748235,3763748246,3763747952,3763748317,3763748329,3763748333,3763748268,3763748337,3763751908,3763751694
256,3763758777,3763758663,3763758674,3763758685,3763758392,3763758756,3763758767,3763758771,3763758707,3763758775,3763762344,3763762131
256,3763769262,3763769148,3763769159,3763769170,3763768872,3763769240,3763769252,3763769256,3763769192,3763769260,3763772830,3763772617
256,3763779762,3763779648,3763779659,3763779670,3763779373,3763779740,3763779752,3763779756,3763779692,3763779760,3763783331,3763783119
256,3763790227,3763790112,3763790123,3763790134,3763789842,3763790205,3763790217,3763790221,3763790156,3763790225,3763793797,3763793582
256,3763800687,3763800573,3763800584,3763800595,3763800302,3763800665,3763800677,3763800681,3763800617,3763800685,3763804255,3763804042
256,3763811153,3763811039,3763811050,3763811061,3763810769,3763811131,3763811143,3763811147,3763811083,3763811151,3763814721,3763814507
256,3763821595,3763821481,3763821492,3763821503,3763821210,3763821573,3763821585,3763821589,3763821525,3763821593,3763825167,3763824954
256,3763832064,3763831949,3763831960,3763831971,3763831678,3763832042,3763832054,3763832058,3763831993,3763832062,3763835631,3763835418
256,3763842536,3763842422,3763842433,3763842444,3763842151,3763842514,3763842526,3763842530,3763842466,3763842534,3763846104,3763845890
256,3763853009,3763852894,3763852905,3763852916,3763852623,3763852987,3763852999,3763853003,3763852938,3763853007,3763856576,3763856363
256,3763863481,3763863367,3763863378,3763863389,3763863096,3763863460,3763863471,3763863475,3763863411,3763863479,3763867048,3763866835
256,3763873953,3763873839,3763873850,3763873862,3763873562,3763873932,3763873943,3763873947,3763873883,3763873951,3763877525,3763877312
256,3763884406,3763884292,3763884303,3763884314,3763884022,3763884384,3763884396,3763884400,3763884336,3763884404,3763887973,3763887760
256,3763894848,3763894734,3763894745,3763894757,3763894462,3763894827,3763894838,3763894842,3763894778,3763894846,3763898415,3763898202
256,3763905289,3763905175,3763905186,3763905197,3763904904,3763905268,3763905279,3763905283,3763905219,3763905287,3763908854,3763908642
256,3763915725,3763915610,3763915621,3763915632,3763915339,3763915703,3763915715,3763915719,3763915654,3763915723,3763919292,3763919079
256,3763926191,3763926077,3763926088,3763926099,3763925806,3763926170,3763926181,3763926185,3763926121,3763926189,3763929759,3763929545
256,3763936653,3763936538,3763936549,3763936560,3763936267,3763936631,3763936643,3763936647,3763936582,3763936651,3763940221,3763940008
256,3763947097,3763946982,3763946993,3763947005,3763946711,3763947075,3763947087,3763947091,3763947026,3763947095,3763950667,3763950454
256,3763957533,3763957419,3763957430,3763957442,3763957149,3763957512,3763957523,3763957527,3763957463,3763957531,3763961100,3763960887
256,3763967976,3763967862,3763967873,3763967884,3763967591,3763967954,3763967966,3763967970,3763967906,3763967974,3763971546,3763971333
256,3763978421,3763978307,3763978318,3763978330,3763978035,3763978400,3763978411,3763978415,3763978351,3763978419,3763981987,3763981774
256,3763988896,3763988782,3763988793,3763988804,3763988511,3763988875,3763988886,3763988890,3763988826,3763988894,3763992464,3763992251
256,3764008222,3764008108,3764008119,3764008130,3764007824,3764008200,3764008212,3764008216,3764008152,3764008220,3764011791,3764011578
256,3764018809,3764018695,3764018706,3764018717,3764018420,3764018787,3764018799,3764018803,3764018739,3764018807,3764022377,3764022163
256,3764029403,3764029289,3764029300,3764029312,3764029012,3764029382,3764029393,3764029397,3764029333,3764029401,3764032975,3764032761
256,3764039955,3764039841,3764039852,3764039863,3764039562,3764039933,3764039945,3764039949,3764039885,3764039953,3764043525,3764043313
256,3764050450,3764050336,3764050347,3764050359,3764050065,3764050429,3764050440,3764050444,3764050380,3764050448,3764054017,3764053805
256,3764060906,3764060792,3764060803,3764060814,3764060516,3764060884,3764060896,3764060900,3764060836,3764060904,3764064473,3764064260
256,3764071395,3764071281,3764071292,3764071303,3764071010,3764071373,3764071385,3764071389,3764071325,3764071393,3764074965,3764074752
256,3764081844,3764081730,3764081741,3764081752,3764081459,3764081822,3764081834,3764081838,3764081774,3764081842,3764085414,3764085202
256,3764092343,3764092229,3764092240,3764092251,3764091954,3764092321,3764092333,3764092337,3764092273,3764092341,3764095915,3764095702
256,3764102895,3764102780,3764102791,3764102802,3764102504,3764102873,3764102885,3764102889,3764102824,3764102893,3764109721,3764106250
256,3764117570,3764117456,3764117467,3764117478,3764117170,3764117548,3764117560,3764117564,3764117500,3764117568,3764121136,3764120924
256,3764128438,3764128324,3764128335,3764128346,3764128038,3764128416,3764128428,3764128432,3764128368,3764128436,3764132010,3764131798
256,3764138978,3764138864,3764138875,3764138886,3764138592,3764138956,3764138968,3764138972,3764138908,3764138976,3764142554,3764142341
256,3764149468,3764149354,3764149365,3764149376,3764149083,3764149446,3764149458,3764149462,3764149398,3764149466,3764153044,3764152830
256,3764160048,3764159934,3764159945,3764159956,3764159652,3764160027,3764160038,3764160042,3764159978,3764160046,3764163617,3764163404
256,3764170601,3764170486,3764170497,3764170509,3764170211,3764170579,3764170591,3764170595,3764170530,3764170599,3764174181,3764173968
256,3764181080,3764180965,3764180976,3764180987,3764180694,3764181058,3764181070,3764181074,3764181009,3764181078,3764184647,3764184434
256,3764191532,3764191417,3764191428,3764191439,3764191146,3764191510,3764191522,3764191526,3764191461,3764191530,3764195100,3764194887
256,3764201987,3764201873,3764201884,3764201895,3764201602,3764201966,3764201977,3764201981,3764201917,3764201985,3764205563,3764205349
256,3764212513,3764212398,3764212409,3764212420,3764212127,3764212491,3764212503,3764212507,3764212442,3764212511,3764216081,3764215868
320,3764226751,3764226633,3764226645,3764226657,3764226351,3764226729,3764226741,3764226745,3764226677,3764226749,3764231061,3764230848
320,3764237841,3764237723,3764237735,3764237747,3764237440,3764237818,3764237831,3764237835,3764237767,3764237839,3764242152,3764241939
320,3764249130,3764249012,3764249024,3764249036,3764248729,3764249108,3764249120,3764249124,3764249056,3764249128,3764253439,3764253226
320,3764260404,3764260286,3764260298,3764260310,3764260002,3764260382,3764260394,3764260398,3764260330,3764260402,3764264715,3764264502
320,3764271668,3764271550,3764271562,3764271574,3764271266,3764271646,3764271658,3764271662,3764271594,3764271666,3764275976,3764275763
320,3764282885,3764282767,3764282779,3764282791,3764282488,3764282862,3764282875,3764282879,3764282811,3764282883,3764287193,3764286980
320,3764294087,3764293969,3764293981,3764293993,3764293689,3764294064,3764294077,3764294081,3764294013,3764294085,3764298394,3764298181
320,3764305288,3764305170,3764305182,3764305194,3764304892,3764305265,3764305278,3764305282,3764305214,3764305286,3764309593,3764309381
320,3764316481,3764316363,3764316375,3764316387,3764316084,3764316458,3764316471,3764316475,3764316407,3764316479,3764320789,3764320575
320,3764327716,3764327598,3764327610,3764327622,3764327315,3764327693,3764327706,3764327710,3764327642,3764327714,3764332023,3764331811
320,3764348993,3764348875,3764348887,3764348899,3764348584,3764348970,3764348983,3764348987,3764348919,3764348991,3764353305,3764353091
320,3764360338,3764360220,3764360232,3764360244,3764359937,3764360316,3764360328,3764360332,3764360264,3764360336,3764364644,3764364432
320,3764371626,3764371509,3764371521,3764371533,3764371229,3764371604,3764371616,3764371620,3764371553,3764371624,3764375936,3764375723
320,3764382834,3764382717,3764382729,3764382741,3764382439,3764382812,3764382824,3764382828,3764382761,3764382832,3764387138,3764386926
320,3764394078,3764393960,3764393972,3764393984,3764393681,3764394056,3764394068,3764394072,3764394004,3764394076,3764398385,3764398172
320,3764405269,3764405152,3764405164,3764405176,3764404873,3764405247,3764405259,3764405263,3764405196,3764405267,3764409581,3764409368
320,3764416578,3764416461,3764416473,3764416485,3764416176,3764416556,3764416568,3764416572,3764416505,3764416576,3764420888,3764420674
