index,raw,opcode,message,timestamp,aliased_addr,cycles,dirty,dmask,fillo,hreq_id,ns,nxm,rnode,rreq_id,src,unaliased_addr,vc,xb1,xb10,xb1_2,xb2,xb3,xb4,xb5
88,0x5047c00000008580,10,ECI_CMD_MRSP_PEMD,196574395.485000,8580,39314879097,0,15,0,,,0,,17,4,8580,4,0,,0,,0,,0
89,0x0007e00000008280,0,ECI_CMD_MRSP_VICD,196574395.580000,8280,39314879116,,15,,,1,,,,2,8280,4,,1,,,,,0
90,0x5043c00000008680,10,ECI_CMD_MRSP_PEMD,196574395.595000,8680,39314879119,0,15,0,,,0,,16,4,8680,4,0,,0,,0,,0
91,0x0007e00000008380,0,ECI_CMD_MRSP_VICD,196574395.685000,8380,39314879137,,15,,,1,,,,2,8380,4,,1,,,,,0
92,0x0007e00000008480,0,ECI_CMD_MRSP_VICD,196574395.795000,8480,39314879159,,15,,,1,,,,2,8480,4,,1,,,,,0
93,0x0007e00000008580,0,ECI_CMD_MRSP_VICD,196574395.910000,8580,39314879182,,15,,,1,,,,2,8580,4,,1,,,,,0
94,0x0007e00000008080,0,ECI_CMD_MREQ_RLDD,196574395.995000,8080,39314879199,,15,,,1,,,1,0,8080,6,,,,0,0,0,
95,0x0007e00000008680,0,ECI_CMD_MRSP_VICD,196574396.020000,8680,39314879204,,15,,,1,,,,2,8680,4,,1,,,,,0
96,0x4807c00000008080,9,ECI_CMD_MRSP_PSHA,196574397.665000,8080,39314879533,0,15,0,,,0,,1,4,8080,4,0,,0,,0,,0
97,0x3807e00000008080,7,ECI_CMD_MREQ_RC2D_S,196574399.850000,8080,39314879970,,15,,,1,,,1,0,8080,6,,,,0,0,0,
98,0x2800300000008180,5,ECI_CMD_MREQ_RLDX,196574399.910000,8180,39314879982,,0,,,1,,,0,0,8180,6,,,,0,4,0,
99,0x2804300000008280,5,ECI_CMD_MREQ_RLDX,196574399.930000,8280,39314879986,,0,,,1,,,1,0,8280,6,,,,0,4,0,
100,0x2800300000008380,5,ECI_CMD_MREQ_RLDX,196574399.940000,8380,39314879988,,0,,,1,,,0,0,8380,6,,,,0,4,0,
101,0x2840300000008480,5,ECI_CMD_MREQ_RLDX,196574399.950000,8480,39314879990,,0,,,1,,,16,0,8480,6,,,,0,4,0,
102,0x2840300000008580,5,ECI_CMD_MREQ_RLDX,196574399.960000,8580,39314879992,,0,,,1,,,16,0,8580,6,,,,0,4,0,
103,0x2847f00000008680,5,ECI_CMD_MREQ_RLDX,196574399.970000,8680,39314879994,,15,,,1,,,17,0,8680,6,,,,0,4,0,
104,0x5004000000008080,10,ECI_CMD_MRSP_PEMD,196574399.980000,8080,39314879996,0,0,0,,,0,,1,3,8080,10,0,,0,,0,,0
105,0x5003c00000008180,10,ECI_CMD_MRSP_PEMD,196574400.355000,8180,39314880071,0,15,0,,,0,,0,4,8180,4,0,,0,,0,,0
106,0x5007c00000008280,10,ECI_CMD_MRSP_PEMD,196574400.465000,8280,39314880093,0,15,0,,,0,,1,4,8280,4,0,,0,,0,,0
107,0x5003c00000008380,10,ECI_CMD_MRSP_PEMD,196574400.575000,8380,39314880115,0,15,0,,,0,,0,4,8380,4,0,,0,,0,,0
108,0x5043c00000008480,10,ECI_CMD_MRSP_PEMD,196574400.685000,8480,39314880137,0,15,0,,,0,,16,4,8480,4,0,,0,,0,,0
109,0x0007e00000008180,0,ECI_CMD_MRSP_VICD,196574400.775000,8180,39314880155,,15,,,1,,,,2,8180,4,,1,,,,,0
110,0x5043c00000008580,10,ECI_CMD_MRSP_PEMD,196574400.795000,8580,39314880159,0,15,0,,,0,,16,4,8580,4,0,,0,,0,,0
111,0x0007e00000008280,0,ECI_CMD_MRSP_VICD,196574400.890000,8280,39314880178,,15,,,1,,,,2,8280,4,,1,,,,,0
112,0x5047c00000008680,10,ECI_CMD_MRSP_PEMD,196574400.905000,8680,39314880181,0,15,0,,,0,,17,4,8680,4,0,,0,,0,,0
113,0x0007e00000008380,0,ECI_CMD_MRSP_VICD,196574401.000000,8380,39314880200,,15,,,1,,,,2,8380,4,,1,,,,,0
114,0x0007e00000008480,0,ECI_CMD_MRSP_VICD,196574401.105000,8480,39314880221,,15,,,1,,,,2,8480,4,,1,,,,,0
115,0x0007e00000008580,0,ECI_CMD_MRSP_VICD,196574401.215000,8580,39314880243,,15,,,1,,,,2,8580,4,,1,,,,,0
116,0x0007e00000008680,0,ECI_CMD_MRSP_VICD,196574401.330000,8680,39314880266,,15,,,1,,,,2,8680,4,,1,,,,,0
117,0x5807e40000008080,11,ECI_CMD_MFWD_FEVX_EH,196574401.665000,8080,39314880333,,15,,1,1,,1,,5,8080,8,0,,,0,0,,
118,0x1807e00000008080,3,ECI_CMD_MRSP_VICDHI,196574402.060000,8080,39314880412,,15,,1,1,,,,2,8080,4,,,,,0,,0
119,0x7007e40000000080,14,ECI_CMD_MFWD_SINV_H,196574403.870000,80,39314880774,,15,,1,1,,1,,5,80,8,0,,,0,0,,
120,0x2004200000000080,4,ECI_CMD_MRSP_HAKD,196574404.205000,80,39314880841,,0,,1,1,,,,1,80,10,,,,,0,,0
121,0x2800300000008180,5,ECI_CMD_MREQ_RLDX,196574406.100000,8180,39314881220,,0,,,1,,,0,0,8180,6,,,,0,4,0,
122,0x2804300000008280,5,ECI_CMD_MREQ_RLDX,196574406.110000,8280,39314881222,,0,,,1,,,1,0,8280,6,,,,0,4,0,
123,0x2804300000008380,5,ECI_CMD_MREQ_RLDX,196574406.120000,8380,39314881224,,0,,,1,,,1,0,8380,6,,,,0,4,0,
124,0x2844300000008480,5,ECI_CMD_MREQ_RLDX,196574406.130000,8480,39314881226,,0,,,1,,,17,0,8480,6,,,,0,4,0,
125,0x2844300000008580,5,ECI_CMD_MREQ_RLDX,196574406.140000,8580,39314881228,,0,,,1,,,17,0,8580,6,,,,0,4,0,
126,0x2843f00000008680,5,ECI_CMD_MREQ_RLDX,196574406.150000,8680,39314881230,,15,,,1,,,16,0,8680,6,,,,0,4,0,
127,0x5003c00000008180,10,ECI_CMD_MRSP_PEMD,196574406.550000,8180,39314881310,0,15,0,,,0,,0,4,8180,4,0,,0,,0,,0
128,0x5007c00000008280,10,ECI_CMD_MRSP_PEMD,196574406.660000,8280,39314881332,0,15,0,,,0,,1,4,8280,4,0,,0,,0,,0
129,0x5007c00000008380,10,ECI_CMD_MRSP_PEMD,196574406.770000,8380,39314881354,0,15,0,,,0,,1,4,8380,4,0,,0,,0,,0
130,0x5047c00000008480,10,ECI_CMD_MRSP_PEMD,196574406.880000,8480,39314881376,0,15,0,,,0,,17,4,8480,4,0,,0,,0,,0
131,0x0007e00000008180,0,ECI_CMD_MRSP_VICD,196574406.975000,8180,39314881395,,15,,,1,,,,2,8180,4,,1,,,,,0
132,0x5047c00000008580,10,ECI_CMD_MRSP_PEMD,196574406.990000,8580,39314881398,0,15,0,,,0,,17,4,8580,4,0,,0,,0,,0
133,0x0007e00000008280,0,ECI_CMD_MRSP_VICD,196574407.080000,8280,39314881416,,15,,,1,,,,2,8280,4,,1,,,,,0
134,0x5043c00000008680,10,ECI_CMD_MRSP_PEMD,196574407.100000,8680,39314881420,0,15,0,,,0,,16,4,8680,4,0,,0,,0,,0
135,0x0007e00000008380,0,ECI_CMD_MRSP_VICD,196574407.195000,8380,39314881439,,15,,,1,,,,2,8380,4,,1,,,,,0
136,0x0007e00000008480,0,ECI_CMD_MRSP_VICD,196574407.300000,8480,39314881460,,15,,,1,,,,2,8480,4,,1,,,,,0
137,0x0007e00000008580,0,ECI_CMD_MRSP_VICD,196574407.415000,8580,39314881483,,15,,,1,,,,2,8580,4,,1,,,,,0
138,0x0007e00000008080,0,ECI_CMD_MREQ_RLDD,196574407.515000,8080,39314881503,,15,,,1,,,1,0,8080,6,,,,0,0,0,
139,0x0007e00000008680,0,ECI_CMD_MRSP_VICD,196574407.530000,8680,39314881506,,15,,,1,,,,2,8680,4,,1,,,,,0
140,0x4807c00000008080,9,ECI_CMD_MRSP_PSHA,196574409.190000,8080,39314881838,0,15,0,,,0,,1,4,8080,4,0,,0,,0,,0
141,0x0003e00000000080,0,ECI_CMD_MREQ_RLDD,196574409.715000,80,39314881943,,15,,,1,,,0,0,80,6,,,,0,0,0,
142,0x4803c00000000080,9,ECI_CMD_MRSP_PSHA,196574411.015000,80,39314882203,0,15,0,,,0,,0,4,80,4,0,,0,,0,,0
143,0x3807e00000008080,7,ECI_CMD_MREQ_RC2D_S,196574412.440000,8080,39314882488,,15,,,1,,,1,0,8080,6,,,,0,0,0,
144,0x2804300000008180,5,ECI_CMD_MREQ_RLDX,196574412.505000,8180,39314882501,,0,,,1,,,1,0,8180,6,,,,0,4,0,
