request_id,xid,worker_id,ok,request_bytes,response_bytes,server_rx_enter_ns,server_rx_unblock_ns,server_rx_exit_ns,server_unmarshal_enter_ns,server_unmarshal_exit_ns,server_handler_enter_ns,server_handler_exit_ns,server_marshal_enter_ns,server_marshal_exit_ns,server_tx_enter_ns,server_tx_exit_ns,timestamp_overhead_ns,timestamp_call_count
0,-1043906966,0,1,48,8,99739303080,99739312150,99739312670,99739312820,99739314250,99739314650,99739314760,99739314990,99739315420,99739315570,99739325120,50,11
0,-1043906966,0,1,48,8,114753997260,114753998810,114753999110,114753999240,114754000440,114754000600,114754000700,114754000840,114754001190,114754001280,114754004050,50,11
1,-1027129750,0,1,48,8,114754115810,114754133440,114754133690,114754133790,114754134620,114754134770,114754134880,114754135010,114754135340,114754135420,114754138090,50,11
2,-1010352534,0,1,48,8,114754217160,114754238340,114754238600,114754238670,114754239420,114754239540,114754239650,114754239780,114754240090,114754240180,114754242850,50,11
3,-993575318,0,1,48,8,114754320580,114754337560,114754337820,114754337890,114754338560,114754338690,114754338790,114754338920,114754339240,114754339320,114754341950,50,11
4,-976798102,0,1,48,8,114754419650,114754437840,114754438100,114754438170,114754438820,114754438950,114754439050,114754439180,114754439500,114754439580,114754442240,50,11
5,-960020886,0,1,48,8,114754519800,114754537240,114754537500,114754537570,114754538230,114754538350,114754538450,114754538580,114754538900,114754538990,114754541610,50,11
6,-943243670,0,1,48,8,114754619250,114754635110,114754635360,114754635440,114754636090,114754636210,114754636320,114754636450,114754636760,114754636850,114754639510,50,11
7,-926466454,0,1,48,8,114754717300,114754733800,114754734060,114754734130,114754734790,114754734910,114754735010,114754735140,114754735460,114754735550,114754738190,50,11
8,-909689238,0,1,48,8,114754815970,114754834690,114754834940,114754835020,114754835690,114754835810,114754835920,114754836050,114754836360,114754836450,114754839110,50,11
9,-892912022,0,1,48,8,114754916870,114754949430,114754949690,114754949760,114754950460,114754950580,114754950680,114754950810,114754951130,114754951220,114754953840,50,11
10,-876134806,0,1,48,8,114755035970,114755067490,114755067750,114755067840,114755068560,114755068680,114755068780,114755068910,114755069230,114755069310,114755071990,50,11
11,-859357590,0,1,48,8,114755150020,114755168740,114755169000,114755169070,114755169820,114755169940,114755170040,114755170180,114755170490,114755170580,114755173210,50,11
12,-842580374,0,1,48,8,114755250910,114755268620,114755268880,114755268950,114755269630,114755269750,114755269850,114755269990,114755270300,114755270390,114755273040,50,11
13,-825803158,0,1,48,8,114755351790,114755367310,114755367570,114755367640,114755368320,114755368440,114755368540,114755368680,114755368990,114755369080,114755371700,50,11
14,-809025942,0,1,48,8,114755449420,114755464160,114755464420,114755464490,114755465170,114755465290,114755465390,114755465490,114755465810,114755465900,114755468530,50,11
15,-792248726,0,1,48,8,114755546170,114755561200,114755561460,114755561530,114755562200,114755562330,114755562430,114755562520,114755562840,114755562930,114755565560,50,11
16,-775471510,0,1,48,8,114755643170,114755660420,114755660680,114755660750,114755661420,114755661550,114755661650,114755661740,114755662060,114755662150,114755664820,50,11
17,-758694294,0,1,48,8,114755742400,114755759130,114755759380,114755759460,114755760130,114755760250,114755760360,114755760450,114755760770,114755760860,114755763480,50,11
18,-741917078,0,1,48,8,114755840990,114755857850,114755858110,114755858180,114755858860,114755858980,114755859080,114755859180,114755859500,114755859590,114755862250,50,11
19,-725139862,0,1,48,8,114755944150,114755973270,114755973530,114755973600,114755974370,114755974490,114755974600,114755974730,114755975050,114755975140,114755977790,50,11
20,-708362646,0,1,48,8,114756055840,114756076640,114756076900,114756076970,114756077650,114756077770,114756077870,114756078010,114756078320,114756078410,114756081070,50,11
21,-691585430,0,1,48,8,114756139420,114756174860,114756175160,114756175250,114756176080,114756176230,114756176330,114756176460,114756176780,114756176860,114756179530,50,11
22,-674808214,0,1,48,8,114756250060,114756273720,114756273980,114756274050,114756274710,114756274830,114756274930,114756275030,114756275350,114756275430,114756278080,50,11
23,-658030998,0,1,48,8,114756347630,114756371880,114756372140,114756372210,114756372870,114756372990,114756373090,114756373190,114756373500,114756373590,114756376210,50,11
24,-641253782,0,1,48,8,114756445800,114756471110,114756471370,114756471440,114756472110,114756472230,114756472340,114756472430,114756472750,114756472840,114756475500,50,11
25,-624476566,0,1,48,8,114756545060,114756568280,114756568530,114756568610,114756569260,114756569380,114756569490,114756569580,114756569900,114756569990,114756572610,50,11
26,-607699350,0,1,48,8,114756643350,114756666360,114756666620,114756666690,114756667380,114756667500,114756667600,114756667700,114756668020,114756668110,114756670750,50,11
27,-590922134,0,1,48,8,114756740180,114756764280,114756764540,114756764610,114756765270,114756765390,114756765490,114756765630,114756765950,114756766040,114756768660,50,11
28,-574144918,0,1,48,8,114756838060,114756861600,114756861860,114756861930,114756862590,114756862710,114756862810,114756862910,114756863230,114756863310,114756865950,50,11
29,-557367702,0,1,48,8,114756944640,114756977980,114756978240,114756978310,114756979060,114756979180,114756979280,114756979420,114756979740,114756979830,114756982460,50,11
30,-540590486,0,1,48,8,114757052250,114757080870,114757081130,114757081200,114757081850,114757081980,114757082080,114757082170,114757082490,114757082580,114757085210,50,11
31,-523813270,0,1,48,8,114757154620,114757175820,114757176080,114757176150,114757176810,114757176930,114757177030,114757177130,114757177440,114757177530,114757180170,50,11
32,-507036054,0,1,48,8,114757300690,114757305310,114757305570,114757305640,114757306290,114757306420,114757306520,114757306610,114757306930,114757307020,114757309670,50,11
33,-490258838,0,1,48,8,114757379010,114757398740,114757399000,114757399070,114757399730,114757399850,114757399950,114757400050,114757400370,114757400450,114757403080,50,11
34,-473481622,0,1,48,8,114757472450,114757488320,114757488580,114757488650,114757489310,114757489430,114757489530,114757489630,114757489950,114757490030,114757492670,50,11
35,-456704406,0,1,48,8,114757562000,114757577370,114757577630,114757577700,114757578350,114757578480,114757578580,114757578680,114757578990,114757579080,114757581700,50,11
36,-439927190,0,1,48,8,114757651040,114757666610,114757666860,114757666930,114757667590,114757667710,114757667820,114757667910,114757668230,114757668320,114757670950,50,11
37,-423149974,0,1,48,8,114757740240,114757754980,114757755230,114757755300,114757755960,114757756080,114757756180,114757756280,114757756600,114757756690,114757759310,50,11
38,-406372758,0,1,48,8,114757829490,114757844240,114757844500,114757844570,114757845220,114757845350,114757845450,114757845540,114757845860,114757845950,114757848610,50,11
39,-389595542,0,1,48,8,114757917970,114757950620,114757950880,114757950950,114757951610,114757951730,114757951830,114757951930,114757952240,114757952330,114757954950,50,11
40,-372818326,0,1,48,8,114758033150,114758051430,114758051680,114758051760,114758052410,114758052570,114758052670,114758052760,114758053080,114758053170,114758055840,50,11
41,-356041110,0,1,48,8,114758125410,114758144160,114758144420,114758144490,114758145150,114758145270,114758145370,114758145470,114758145790,114758145880,114758148510,50,11
42,-339263894,0,1,48,8,114758217940,114758235780,114758236040,114758236110,114758236770,114758236890,114758236990,114758237090,114758237410,114758237500,114758240140,50,11
43,-322486678,0,1,48,8,114758311230,114758326160,114758326420,114758326490,114758327140,114758327270,114758327370,114758327460,114758327780,114758327870,114758330490,50,11
44,-305709462,0,1,48,8,114758399910,114758415030,114758415290,114758415360,114758416010,114758416140,114758416240,114758416330,114758416650,114758416740,114758419380,50,11
45,-288932246,0,1,48,8,114758454530,114758504310,114758504610,114758504700,114758505420,114758505570,114758505670,114758505810,114758506130,114758506220,114758508870,50,11
46,-272155030,0,1,48,8,114758578640,114758592340,114758592600,114758592670,114758593330,114758593450,114758593550,114758593650,114758593970,114758594050,114758596690,50,11
47,-255377814,0,1,48,8,114758665990,114758680660,114758680920,114758680990,114758681650,114758681770,114758681870,114758681970,114758682290,114758682370,114758685010,50,11
48,-238600598,0,1,48,8,114758754400,114758770410,114758770670,114758770740,114758771420,114758771540,114758771640,114758771740,114758772060,114758772140,114758774790,50,11
49,-221823382,0,1,48,8,114758844330,114758858820,114758859070,114758859140,114758859800,114758859920,114758860020,114758860120,114758860440,114758860530,114758863150,50,11
50,-205046166,0,1,48,8,114758941480,114758964970,114758965230,114758965300,114758966050,114758966170,114758966270,114758966370,114758966690,114758966780,114758969440,50,11
51,-188268950,0,1,48,8,114759039910,114759064980,114759065230,114759065310,114759065960,114759066090,114759066190,114759066280,114759066600,114759066690,114759069310,50,11
52,-171491734,0,1,48,8,114759138650,114759156030,114759156290,114759156360,114759157020,114759157140,114759157240,114759157340,114759157660,114759157740,114759160380,50,11
53,-154714518,0,1,48,8,114759229720,114759248090,114759248350,114759248420,114759249070,114759249200,114759249300,114759249390,114759249710,114759249800,114759252420,50,11
54,-137937302,0,1,48,8,114759321910,114759336950,114759337210,114759337280,114759337940,114759338060,114759338160,114759338260,114759338580,114759338670,114759341320,50,11
55,-121160086,0,1,48,8,114759410670,114759425730,114759425990,114759426060,114759426710,114759426840,114759426940,114759427030,114759427350,114759427440,114759430060,50,11
56,-104382870,0,1,48,8,114759499350,114759516150,114759516410,114759516480,114759517140,114759517260,114759517360,114759517460,114759517780,114759517860,114759520520,50,11
57,-87605654,0,1,48,8,114759589800,114759605060,114759605320,114759605390,114759606040,114759606170,114759606270,114759606360,114759606680,114759606770,114759609380,50,11
58,-70828438,0,1,48,8,114759678760,114759692910,114759693170,114759693240,114759693890,114759694020,114759694120,114759694220,114759694530,114759694620,114759697270,50,11
59,-54051222,0,1,48,8,114759766590,114759781680,114759781940,114759782010,114759782670,114759782790,114759782890,114759782990,114759783310,114759783400,114759786020,50,11
60,-37274006,0,1,48,8,114759855350,114759869750,114759870010,114759870080,114759870730,114759870860,114759870960,114759871500,114759871850,114759871930,114759874560,50,11
61,-20496790,0,1,48,8,114759952740,114759977350,114759977610,114759977680,114759978340,114759978460,114759978560,114759978700,114759979020,114759979100,114759981730,50,11
62,-3719574,0,1,48,8,114760051360,114760076650,114760076900,114760076970,114760077630,114760077750,114760077860,114760077950,114760078270,114760078360,114760081000,50,11
63,13123178,0,1,48,8,114760151370,114760167160,114760167420,114760167490,114760168150,114760168270,114760168370,114760168510,114760168830,114760168910,114760171550,50,11
64,29900394,0,1,48,8,114760240980,114760260570,114760260830,114760260900,114760261560,114760261680,114760261780,114760261880,114760262190,114760262280,114760264930,50,11
65,46677610,0,1,48,8,114760334290,114760375660,114760375910,114760375990,114760376640,114760376760,114760376870,114760376960,114760377280,114760377370,114760380000,50,11
66,63454826,0,1,48,8,114760449420,114760468410,114760468670,114760468740,114760469390,114760469520,114760469620,114760469710,114760470030,114760470120,114760472750,50,11
67,80232042,0,1,48,8,114760542080,114760558370,114760558630,114760558700,114760559360,114760559480,114760559580,114760559680,114760560000,114760560080,114760562680,50,11
68,97009258,0,1,48,8,114760632010,114760647630,114760647890,114760647960,114760648620,114760648740,114760648840,114760648940,114760649260,114760649340,114760651980,50,11
69,113786474,0,1,48,8,114760737160,114760738730,114760738980,114760739050,114760739760,114760739890,114760739980,114760740120,114760740440,114760740520,114760743140,50,11
70,130563690,0,1,48,8,114760812860,114760826280,114760826540,114760826610,114760827270,114760827390,114760827490,114760827590,114760827900,114760827990,114760830630,50,11
71,147340906,0,1,48,8,114760900180,114760914640,114760914900,114760914970,114760915640,114760915770,114760915870,114760916000,114760916320,114760916410,114760919030,50,11
72,164118122,0,1,48,8,114760997510,114761017670,114761017930,114761018000,114761018750,114761018870,114761018970,114761019110,114761019420,114761019510,114761022160,50,11
73,180895338,0,1,48,8,114761091850,114761107490,114761107750,114761107820,114761108470,114761108600,114761108700,114761108790,114761109110,114761109200,114761111830,50,11
74,197672554,0,1,48,8,114761181320,114761197890,114761198150,114761198220,114761198870,114761199000,114761199100,114761199190,114761199510,114761199600,114761202230,50,11
75,214449770,0,1,48,8,114761271620,114761287920,114761288170,114761288240,114761288900,114761289020,114761289120,114761289220,114761289540,114761289630,114761292260,50,11
76,231226986,0,1,48,8,114761362490,114761379020,114761379280,114761379350,114761380030,114761380150,114761380250,114761380350,114761380670,114761380750,114761383380,50,11
77,248004202,0,1,48,8,114761452760,114761467900,114761468160,114761468230,114761468890,114761469010,114761469110,114761469210,114761469520,114761469610,114761472240,50,11
78,264781418,0,1,48,8,114761541640,114761556380,114761556640,114761556710,114761557360,114761557490,114761557590,114761557680,114761558000,114761558090,114761560730,50,11
79,281558634,0,1,48,8,114761630100,114761644650,114761644910,114761644980,114761645640,114761645760,114761645860,114761645960,114761646270,114761646360,114761648990,50,11
80,298335850,0,1,48,8,114761718380,114761734830,114761735090,114761735160,114761735820,114761735940,114761736040,114761736140,114761736460,114761736550,114761739180,50,11
81,315113066,0,1,48,8,114761808530,114761823100,114761823360,114761823430,114761824090,114761824210,114761824310,114761824410,114761824730,114761824820,114761827450,50,11
82,331890282,0,1,48,8,114761896830,114761911470,114761911730,114761911800,114761912460,114761912580,114761912680,114761912780,114761913100,114761913190,114761915830,50,11
83,348667498,0,1,48,8,114761993930,114762013330,114762013590,114762013660,114762014320,114762014440,114762014540,114762014680,114762015000,114762015090,114762017720,50,11
84,365444714,0,1,48,8,114762087220,114762103250,114762103510,114762103580,114762104240,114762104360,114762104460,114762104560,114762104880,114762104960,114762107600,50,11
85,382221930,0,1,48,8,114762177060,114762192990,114762193250,114762193320,114762193980,114762194100,114762194200,114762194300,114762194620,114762194710,114762197340,50,11
86,398999146,0,1,48,8,114762266750,114762281870,114762282130,114762282200,114762282860,114762282980,114762283080,114762283180,114762283500,114762283580,114762286220,50,11
87,415776362,0,1,48,8,114762355590,114762372400,114762372650,114762372730,114762373380,114762373500,114762373610,114762373700,114762374020,114762374110,114762376720,50,11
88,432553578,0,1,48,8,114762446120,114762462750,114762463010,114762463080,114762463740,114762463860,114762463960,114762464060,114762464380,114762464470,114762467100,50,11
89,449330794,0,1,48,8,114762537220,114762550960,114762551210,114762551290,114762551940,114762552060,114762552170,114762552260,114762552580,114762552670,114762555290,50,11
90,466108010,0,1,48,8,114762624630,114762638690,114762638940,114762639020,114762639670,114762639790,114762639900,114762639990,114762640310,114762640400,114762643040,50,11
91,482885226,0,1,48,8,114762714040,114762727240,114762727500,114762727570,114762728230,114762728350,114762728450,114762728550,114762728870,114762728950,114762731580,50,11
92,499662442,0,1,48,8,114762800880,114762815450,114762815710,114762815780,114762816440,114762816560,114762816660,114762816760,114762817080,114762817160,114762819810,50,11
93,516439658,0,1,48,8,114762853580,114762903730,114762904050,114762904120,114762904870,114762904990,114762905090,114762905220,114762905540,114762905630,114762908250,50,11
94,533216874,0,1,48,8,114762987060,114763005070,114763005330,114763005400,114763006150,114763006270,114763006380,114763006510,114763006820,114763006910,114763009570,50,11
95,549994090,0,1,48,8,114763079270,114763094670,114763094920,114763094990,114763095650,114763095770,114763095870,114763095970,114763096290,114763096380,114763099000,50,11
96,566771306,0,1,48,8,114763168500,114763185570,114763185820,114763185890,114763186550,114763186670,114763186770,114763186870,114763187190,114763187270,114763189910,50,11
97,583548522,0,1,48,8,114763259330,114763274680,114763274930,114763275000,114763275660,114763275780,114763275880,114763275980,114763276300,114763276390,114763279000,50,11
98,600325738,0,1,48,8,114763348440,114763389160,114763389410,114763389480,114763390210,114763390340,114763390440,114763390530,114763390850,114763390940,114763393580,50,11
99,617102954,0,1,48,8,114763463170,114763477000,114763477250,114763477320,114763477980,114763478100,114763478210,114763478300,114763478620,114763478710,114763481310,50,11
100,633880170,0,1,48,8,114763550780,114763567520,114763567780,114763567850,114763568580,114763568700,114763568800,114763568900,114763569220,114763569310,114763571940,50,11
101,650657386,0,1,48,8,114763641470,114763656740,114763657000,114763657070,114763657730,114763657850,114763657950,114763658050,114763658370,114763658450,114763661090,50,11
102,667434602,0,1,48,8,114763731250,114763744790,114763745040,114763745110,114763745770,114763745890,114763745990,114763746090,114763746410,114763746490,114763749160,50,11
103,684211818,0,1,48,8,114763818590,114763833050,114763833310,114763833380,114763834040,114763834160,114763834260,114763834360,114763834680,114763834760,114763837400,50,11
104,700989034,0,1,48,8,114763906810,114763923060,114763923320,114763923390,114763924050,114763924170,114763924270,114763924370,114763924680,114763924770,114763927410,50,11
105,717766250,0,1,48,8,114764005570,114764022690,114764022950,114764023020,114764023770,114764023890,114764023990,114764024130,114764024450,114764024540,114764027140,50,11
106,734543466,0,1,48,8,114764096800,114764113660,114764113920,114764113990,114764114650,114764114770,114764114870,114764114970,114764115290,114764115370,114764118010,50,11
107,751320682,0,1,48,8,114764187490,114764203130,114764203390,114764203460,114764204120,114764204240,114764204340,114764204440,114764204760,114764204840,114764207480,50,11
108,768097898,0,1,48,8,114764276840,114764293260,114764293510,114764293590,114764294240,114764294360,114764294470,114764294560,114764294880,114764294970,114764297610,50,11
109,784875114,0,1,48,8,114764367080,114764382780,114764383030,114764383100,114764383760,114764383880,114764383980,114764384080,114764384400,114764384480,114764387130,50,11
110,801652330,0,1,48,8,114764456660,114764472970,114764473220,114764473290,114764473950,114764474070,114764474170,114764474270,114764474590,114764474670,114764477310,50,11
111,818429546,0,1,48,8,114764546750,114764561730,114764561980,114764562050,114764562710,114764562830,114764562930,114764563030,114764563350,114764563440,114764566060,50,11
112,835206762,0,1,48,8,114764635490,114764651850,114764652110,114764652180,114764652840,114764652960,114764653060,114764653160,114764653480,114764653560,114764656190,50,11
113,851983978,0,1,48,8,114764725610,114764740930,114764741180,114764741250,114764741910,114764742030,114764742130,114764742230,114764742550,114764742640,114764745270,50,11
114,868761194,0,1,48,8,114764814690,114764828830,114764829090,114764829160,114764829810,114764829940,114764830040,114764830130,114764830450,114764830540,114764833180,50,11
115,885538410,0,1,48,8,114764903310,114764917610,114764917860,114764917930,114764918610,114764918730,114764918830,114764918970,114764919290,114764919380,114764921990,50,11
116,902315626,0,1,48,8,114765000220,114765022630,114765022880,114765022950,114765023630,114765023750,114765023850,114765023990,114765024300,114765024390,114765027050,50,11
117,919092842,0,1,48,8,114765112000,114765114370,114765114630,114765114700,114765115440,114765115590,114765115690,114765115820,114765116140,114765116220,114765118870,50,11
118,935870058,0,1,48,8,114765188620,114765204730,114765204990,114765205060,114765205720,114765205840,114765205940,114765206040,114765206350,114765206440,114765209080,50,11
119,952647274,0,1,48,8,114765278380,114765294270,114765294520,114765294590,114765295330,114765295450,114765295550,114765295650,114765295970,114765296050,114765298680,50,11
120,969424490,0,1,48,8,114765368240,114765385020,114765385270,114765385340,114765386000,114765386120,114765386220,114765386320,114765386640,114765386730,114765389360,50,11
121,986201706,0,1,48,8,114765458790,114765473320,114765473580,114765473650,114765474380,114765474500,114765474600,114765474700,114765475020,114765475110,114765477730,50,11
122,1002978922,0,1,48,8,114765547190,114765563020,114765563270,114765563340,114765564000,114765564120,114765564220,114765564320,114765564640,114765564720,114765567360,50,11
123,1019756138,0,1,48,8,114765636720,114765651190,114765651440,114765651510,114765652170,114765652290,114765652390,114765652490,114765652810,114765652890,114765655520,50,11
124,1036533354,0,1,48,8,114765724880,114765739780,114765740030,114765740110,114765740760,114765740880,114765740990,114765741080,114765741400,114765741490,114765744130,50,11
125,1053310570,0,1,48,8,114765813490,114765828210,114765828460,114765828530,114765829190,114765829310,114765829420,114765829510,114765829830,114765829920,114765832530,50,11
126,1070087786,0,1,48,8,114765901890,114765916260,114765916520,114765916590,114765917240,114765917370,114765917470,114765917560,114765917880,114765917970,114765920610,50,11
127,1086865002,0,1,48,8,114765998990,114766020840,114766021090,114766021160,114766021900,114766022020,114766022120,114766022220,114766022540,114766022620,114766025250,50,11
128,1103642218,0,1,48,8,114766095660,114766113700,114766113960,114766114030,114766114760,114766114880,114766114990,114766115080,114766115400,114766115490,114766118130,50,11
129,1120419434,0,1,48,8,114766187590,114766204610,114766204870,114766204940,114766205590,114766205720,114766205820,114766205910,114766206230,114766206320,114766208950,50,11
130,1137196650,0,1,48,8,114766278490,114766294560,114766294820,114766294890,114766295540,114766295670,114766295770,114766295860,114766296180,114766296270,114766298900,50,11
131,1153973866,0,1,48,8,114766368300,114766408830,114766409080,114766409160,114766409810,114766409940,114766410040,114766410130,114766410450,114766410540,114766413160,50,11
132,1170751082,0,1,48,8,114766482530,114766501930,114766502180,114766502250,114766502910,114766503030,114766503130,114766503230,114766503550,114766503630,114766506270,50,11
133,1187528298,0,1,48,8,114766575670,114766593520,114766593770,114766593840,114766594500,114766594620,114766594720,114766594820,114766595140,114766595230,114766597840,50,11
134,1204305514,0,1,48,8,114766667160,114766682230,114766682480,114766682560,114766683210,114766683330,114766683440,114766683530,114766683850,114766683940,114766686570,50,11
135,1221082730,0,1,48,8,114766755820,114766771020,114766771280,114766771350,114766772000,114766772130,114766772230,114766772330,114766772640,114766772730,114766775350,50,11
136,1237859946,0,1,48,8,114766844670,114766861060,114766861320,114766861390,114766862050,114766862170,114766862270,114766862370,114766862680,114766862770,114766865420,50,11
137,1254637162,0,1,48,8,114766943580,114766968340,114766968590,114766968660,114766969320,114766969440,114766969540,114766969640,114766969960,114766970040,114766972670,50,11
138,1271414378,0,1,48,8,114767042320,114767067260,114767067510,114767067580,114767068240,114767068360,114767068460,114767068560,114767068880,114767068970,114767071610,50,11
139,1288191594,0,1,48,8,114767142630,114767158050,114767158310,114767158380,114767159040,114767159160,114767159260,114767159360,114767159680,114767159760,114767162390,50,11
140,1304968810,0,1,48,8,114767232640,114767248750,114767249010,114767249080,114767249730,114767249860,114767249960,114767250060,114767250370,114767250460,114767253110,50,11
141,1321746026,0,1,48,8,114767337830,114767339370,114767339630,114767339700,114767340440,114767340570,114767340660,114767340800,114767341120,114767341200,114767343830,50,11
142,1338523242,0,1,48,8,114767413460,114767426550,114767426810,114767426880,114767427540,114767427660,114767427760,114767427860,114767428180,114767428260,114767430910,50,11
143,1355300458,0,1,48,8,114767500280,114767514780,114767515040,114767515110,114767515770,114767515890,114767515990,114767516090,114767516400,114767516490,114767519120,50,11
144,1372077674,0,1,48,8,114767588490,114767606100,114767606360,114767606430,114767607090,114767607210,114767607310,114767607410,114767607730,114767607810,114767610460,50,11
145,1388854890,0,1,48,8,114767679830,114767693930,114767694190,114767694260,114767694910,114767695040,114767695140,114767695230,114767695550,114767695640,114767698260,50,11
146,1405632106,0,1,48,8,114767767650,114767782310,114767782560,114767782630,114767783290,114767783410,114767783510,114767783650,114767783970,114767784060,114767786680,50,11
147,1422409322,0,1,48,8,114767856930,114767870350,114767870610,114767870680,114767871400,114767871550,114767871640,114767871780,114767872090,114767872180,114767874800,50,11
148,1439186538,0,1,48,8,114767953420,114767977700,114767977960,114767978030,114767978690,114767978810,114767978910,114767979050,114767979360,114767979450,114767982100,50,11
149,1455963754,0,1,48,8,114768051700,114768077390,114768077650,114768077720,114768078380,114768078500,114768078600,114768078700,114768079020,114768079100,114768081720,50,11
150,1472740970,0,1,48,8,114768151100,114768167860,114768168110,114768168180,114768168840,114768168960,114768169060,114768169160,114768169480,114768169570,114768172220,50,11
151,1489518186,0,1,48,8,114768241600,114768257850,114768258100,114768258170,114768258830,114768258950,114768259050,114768259150,114768259470,114768259560,114768262180,50,11
152,1506295402,0,1,48,8,114768331600,114768348760,114768349010,114768349090,114768349740,114768349860,114768349970,114768350060,114768350380,114768350470,114768353110,50,11
153,1523072618,0,1,48,8,114768423240,114768437960,114768438220,114768438290,114768438950,114768439070,114768439170,114768439270,114768439590,114768439670,114768442310,50,11
154,1539849834,0,1,48,8,114768511620,114768525910,114768526170,114768526240,114768526900,114768527020,114768527120,114768527220,114768527540,114768527620,114768530250,50,11
155,1556627050,0,1,48,8,114768599570,114768614760,114768615010,114768615090,114768615740,114768615860,114768615970,114768616060,114768616380,114768616470,114768619090,50,11
156,1573404266,0,1,48,8,114768688410,114768704090,114768704350,114768704420,114768705070,114768705200,114768705300,114768705390,114768705710,114768705800,114768708440,50,11
157,1590181482,0,1,48,8,114768777770,114768792170,114768792420,114768792490,114768793150,114768793270,114768793370,114768793470,114768793790,114768793870,114768796480,50,11
158,1606958698,0,1,48,8,114768865810,114768880580,114768880850,114768880920,114768881570,114768881700,114768881800,114768881890,114768882210,114768882300,114768884930,50,11
159,1623735914,0,1,48,8,114768962880,114768996620,114768996880,114768996950,114768997610,114768997730,114768997830,114768997930,114768998250,114768998330,114769000960,50,11
160,1640513130,0,1,48,8,114769070530,114769088790,114769089050,114769089120,114769089770,114769089900,114769090000,114769090090,114769090410,114769090500,114769093130,50,11
161,1657290346,0,1,48,8,114769162520,114769179290,114769179550,114769179620,114769180280,114769180400,114769180500,114769180600,114769180920,114769181000,114769183620,50,11
162,1674067562,0,1,48,8,114769253020,114769268820,114769269080,114769269150,114769269800,114769269930,114769270030,114769270120,114769270440,114769270530,114769273170,50,11
163,1690844778,0,1,48,8,114769342640,114769382500,114769382760,114769382830,114769383490,114769383610,114769383710,114769383810,114769384130,114769384210,114769386840,50,11
164,1707621994,0,1,48,8,114769471740,114769476000,114769476250,114769476320,114769477010,114769477170,114769477260,114769477400,114769477720,114769477810,114769480490,50,11
165,1724399210,0,1,48,8,114769550800,114769566490,114769566750,114769566820,114769567480,114769567600,114769567700,114769567800,114769568120,114769568200,114769570840,50,11
166,1741176426,0,1,48,8,114769640090,114769654880,114769655130,114769655200,114769655860,114769655980,114769656080,114769656180,114769656500,114769656590,114769659230,50,11
167,1757953642,0,1,48,8,114769728580,114769745390,114769745650,114769745720,114769746380,114769746500,114769746600,114769746700,114769747020,114769747100,114769749730,50,11
168,1774730858,0,1,48,8,114769819100,114769835560,114769835820,114769835890,114769836550,114769836670,114769836770,114769836870,114769837190,114769837270,114769839910,50,11
169,1791508074,0,1,48,8,114769909310,114769923870,114769924120,114769924190,114769924850,114769924970,114769925070,114769925170,114769925490,114769925580,114769928220,50,11
170,1808285290,0,1,48,8,114770006530,114770023970,114770024230,114770024300,114770024970,114770025100,114770025200,114770025330,114770025650,114770025740,114770028390,50,11
171,1825062506,0,1,48,8,114770097880,114770114110,114770114370,114770114440,114770115090,114770115220,114770115320,114770115410,114770115730,114770115820,114770118450,50,11
172,1841839722,0,1,48,8,114770187800,114770204390,114770204640,114770204710,114770205370,114770205490,114770205590,114770205690,114770206010,114770206090,114770208730,50,11
173,1858616938,0,1,48,8,114770278120,114770293400,114770293650,114770293720,114770294380,114770294500,114770294610,114770294700,114770295020,114770295110,114770297740,50,11
174,1875394154,0,1,48,8,114770367160,114770382730,114770382980,114770383050,114770383710,114770383830,114770383930,114770384030,114770384350,114770384440,114770387090,50,11
175,1892171370,0,1,48,8,114770456430,114770470940,114770471190,114770471260,114770471920,114770472040,114770472140,114770472240,114770472560,114770472650,114770475280,50,11
176,1908948586,0,1,48,8,114770544660,114770560720,114770560980,114770561050,114770561710,114770561830,114770561930,114770562030,114770562350,114770562430,114770565070,50,11
177,1925725802,0,1,48,8,114770634340,114770649060,114770649310,114770649380,114770650040,114770650160,114770650260,114770650360,114770650680,114770650770,114770653390,50,11
178,1942503018,0,1,48,8,114770723450,114770737090,114770737350,114770737420,114770738080,114770738200,114770738300,114770738400,114770738710,114770738800,114770741470,50,11
179,1959280234,0,1,48,8,114770810830,114770826820,114770827080,114770827150,114770827800,114770827930,114770828030,114770828120,114770828440,114770828530,114770831160,50,11
180,1976057450,0,1,48,8,114770900500,114770915000,114770915250,114770915320,114770915980,114770916100,114770916200,114770916300,114770916620,114770916710,114770919350,50,11
181,1992834666,0,1,48,8,114770997430,114771021610,114771021870,114771021940,114771022600,114771022720,114771022820,114771022920,114771023230,114771023320,114771025960,50,11
182,2009611882,0,1,48,8,114771095380,114771112760,114771113010,114771113090,114771113740,114771113860,114771113970,114771114060,114771114380,114771114470,114771117100,50,11
183,2026389098,0,1,48,8,114771186430,114771203490,114771203740,114771203820,114771204470,114771204590,114771204700,114771204790,114771205110,114771205200,114771207840,50,11
184,2043166314,0,1,48,8,114771277320,114771295040,114771295300,114771295370,114771296030,114771296150,114771296250,114771296350,114771296670,114771296750,114771299380,50,11
185,2059943530,0,1,48,8,114771368790,114771383570,114771383830,114771383900,114771384560,114771384680,114771384780,114771384880,114771385190,114771385280,114771387920,50,11
