Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_odd/i_trace_app/traceOut_event_data[63:0],i_app/dcs_odd/i_trace_app/traceOut_event_size[4:0],i_app/dcs_odd/i_trace_app/traceOut_event_vc[4:0],i_app/dcs_odd/i_trace_app/traceOut_src[2:0],i_app/dcs_odd/i_trace_app/traceOut_ts[63:0],i_app/dcs_odd/i_trace_app/dump_1,i_app/dcs_odd/i_trace_app/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000000000000,00,00,0,0000000000000000,0,0
1,1,0,0000000000000000,00,00,0,0000000000000000,0,0
2,2,0,0000000000000000,00,00,0,0000000000000000,0,0
3,3,0,0000000000000000,00,00,0,0000000000000000,0,0
4,4,0,0000000000000000,00,00,0,0000000000000000,0,0
5,5,0,0000000000000000,00,00,0,0000000000000000,0,0
6,6,0,0000000000000000,00,00,0,0000000000000000,0,0
7,7,0,0000000000000000,00,00,0,0000000000000000,0,0
8,8,0,0000000000000000,00,00,0,0000000000000000,0,0
9,9,0,0000000000000000,00,00,0,0000000000000000,0,0
10,10,0,0000000000000000,00,00,0,0000000000000000,0,0
11,11,0,0000000000000000,00,00,0,0000000000000000,0,0
12,12,0,0000000000000000,00,00,0,0000000000000000,0,0
13,13,0,0000000000000000,00,00,0,0000000000000000,0,0
14,14,0,0000000000000000,00,00,0,0000000000000000,0,0
15,15,0,0000000000000000,00,00,0,0000000000000000,0,0
16,16,1,0000000000000000,00,00,0,0000000000000000,1,0
17,17,0,0007e00000008400,11,05,2,0000000d4abde574,1,0
18,18,0,0007e00000008500,11,05,2,0000000d4abde589,1,0
19,19,0,0007e00000008600,11,05,2,0000000d4abde59e,1,0
20,20,0,0007e00000008000,01,07,0,0000000d4abde5a9,1,0
21,21,0,4807c00000008000,11,05,4,0000000d4abde6fb,1,0
22,22,0,3803e00000008000,01,07,0,0000000d4abde8b7,1,0
23,23,0,2800300000008100,01,07,0,0000000d4abde8c5,1,0
24,24,0,2800300000008200,01,07,0,0000000d4abde8c7,1,0
25,25,0,2800300000008300,01,07,0,0000000d4abde8c9,1,0
26,26,0,2844300000008400,01,07,0,0000000d4abde8cb,1,0
27,27,0,2844300000008500,01,07,0,0000000d4abde8cd,1,0
28,28,0,2840300000008600,01,07,0,0000000d4abde8cf,1,0
29,29,0,5000000000008000,01,0b,3,0000000d4abde8d1,1,0
30,30,0,5003c00000008100,11,05,4,0000000d4abde911,1,0
31,31,0,5003c00000008200,11,05,4,0000000d4abde927,1,0
32,32,0,5003c00000008300,11,05,4,0000000d4abde93d,1,0
33,33,0,5047c00000008400,11,05,4,0000000d4abde953,1,0
34,34,0,0007e00000008100,11,05,2,0000000d4abde963,1,0
35,35,0,5047c00000008500,11,05,4,0000000d4abde969,1,0
36,36,0,0007e00000008200,11,05,2,0000000d4abde979,1,0
37,37,0,5043c00000008600,11,05,4,0000000d4abde97f,1,0
38,38,0,0007e00000008300,11,05,2,0000000d4abde98f,1,0
39,39,0,0007e00000008400,11,05,2,0000000d4abde9a6,1,0
40,40,0,0007e00000008500,11,05,2,0000000d4abde9ba,1,0
41,41,0,0007e00000008600,11,05,2,0000000d4abde9d1,1,0
42,42,0,5803e40000008000,01,09,5,0000000d4abdea23,1,0
43,43,0,1803e00000008000,11,05,2,0000000d4abdea71,1,0
44,44,0,7003e40000000000,01,09,5,0000000d4abdebdf,1,0
45,45,0,2000200000000000,01,0b,1,0000000d4abdec21,1,0
46,46,0,2800300000008100,01,07,0,0000000d4abded9e,1,0
47,47,0,2800300000008200,01,07,0,0000000d4abdeda0,1,0
48,48,0,2800300000008300,01,07,0,0000000d4abdeda2,1,0
49,49,0,2844300000008400,01,07,0,0000000d4abdeda4,1,0
50,50,0,2840300000008500,01,07,0,0000000d4abdeda6,1,0
51,51,0,2844300000008600,01,07,0,0000000d4abdeda8,1,0
52,52,0,5003c00000008100,11,05,4,0000000d4abdedea,1,0
53,53,0,5003c00000008200,11,05,4,0000000d4abdee00,1,0
54,54,0,5003c00000008300,11,05,4,0000000d4abdee16,1,0
55,55,0,5047c00000008400,11,05,4,0000000d4abdee2c,1,0
56,56,0,0007e00000008100,11,05,2,0000000d4abdee3c,1,0
57,57,0,5043c00000008500,11,05,4,0000000d4abdee42,1,0
58,58,0,0007e00000008200,11,05,2,0000000d4abdee52,1,0
59,59,0,5047c00000008600,11,05,4,0000000d4abdee58,1,0
60,60,0,0007e00000008300,11,05,2,0000000d4abdee68,1,0
61,61,0,0007e00000008400,11,05,2,0000000d4abdee7d,1,0
62,62,0,0007e00000008500,11,05,2,0000000d4abdee94,1,0
63,63,0,0007e00000008600,11,05,2,0000000d4abdeeaa,1,0
64,64,0,0007e00000008000,01,07,0,0000000d4abdeeb8,1,0
65,65,0,4807c00000008000,11,05,4,0000000d4abdf00a,1,0
66,66,0,0003e00000000000,01,07,0,0000000d4abdf074,1,0
67,67,0,4803c00000000000,11,05,4,0000000d4abdf16f,1,0
68,68,0,3803e00000008000,01,07,0,0000000d4abdf27d,1,0
69,69,0,2800300000008100,01,07,0,0000000d4abdf28b,1,0
70,70,0,2804300000008200,01,07,0,0000000d4abdf28d,1,0
71,71,0,2804300000008300,01,07,0,0000000d4abdf28f,1,0
72,72,0,2840300000008400,01,07,0,0000000d4abdf291,1,0
73,73,0,2844300000008500,01,07,0,0000000d4abdf293,1,0
74,74,0,2840300000008600,01,07,0,0000000d4abdf295,1,0
75,75,0,5000000000008000,01,0b,3,0000000d4abdf297,1,0
76,76,0,5003c00000008100,11,05,4,0000000d4abdf2d7,1,0
77,77,0,5007c00000008200,11,05,4,0000000d4abdf2ed,1,0
78,78,0,5007c00000008300,11,05,4,0000000d4abdf303,1,0
79,79,0,5043c00000008400,11,05,4,0000000d4abdf319,1,0
80,80,0,0007e00000008100,11,05,2,0000000d4abdf328,1,0
81,81,0,5047c00000008500,11,05,4,0000000d4abdf32f,1,0
82,82,0,0007e00000008200,11,05,2,0000000d4abdf33e,1,0
83,83,0,5043c00000008600,11,05,4,0000000d4abdf345,1,0
84,84,0,0007e00000008300,11,05,2,0000000d4abdf355,1,0
85,85,0,0007e00000008400,11,05,2,0000000d4abdf36c,1,0
86,86,0,0007e00000008500,11,05,2,0000000d4abdf381,1,0
87,87,0,0007e00000008600,11,05,2,0000000d4abdf396,1,0
88,88,0,5803e40000008000,01,09,5,0000000d4abdf3e9,1,0
89,89,0,1803e00000008000,11,05,2,0000000d4abdf436,1,0
90,90,0,7003e40000000000,01,09,5,0000000d4abdf5a1,1,0
91,91,0,2000200000000000,01,0b,1,0000000d4abdf5e4,1,0
92,92,0,2800300000008100,01,07,0,0000000d4abdf75e,1,0
93,93,0,2804300000008200,01,07,0,0000000d4abdf760,1,0
94,94,0,2808300000008300,01,07,0,0000000d4abdf762,1,0
95,95,0,2840300000008400,01,07,0,0000000d4abdf764,1,0
96,96,0,2844300000008500,01,07,0,0000000d4abdf766,1,0
97,97,0,2840300000008600,01,07,0,0000000d4abdf768,1,0
98,98,0,5003c00000008100,11,05,4,0000000d4abdf7aa,1,0
99,99,0,5007c00000008200,11,05,4,0000000d4abdf7c0,1,0
100,100,0,500bc00000008300,11,05,4,0000000d4abdf7d6,1,0
101,101,0,5043c00000008400,11,05,4,0000000d4abdf7ec,1,0
102,102,0,0007e00000008100,11,05,2,0000000d4abdf7fc,1,0
103,103,0,5047c00000008500,11,05,4,0000000d4abdf802,1,0
104,104,0,0007e00000008200,11,05,2,0000000d4abdf812,1,0
105,105,0,5043c00000008600,11,05,4,0000000d4abdf818,1,0
106,106,0,0007e00000008300,11,05,2,0000000d4abdf828,1,0
107,107,0,0007e00000008400,11,05,2,0000000d4abdf83d,1,0
108,108,0,0007e00000008500,11,05,2,0000000d4abdf854,1,0
109,109,0,0007e00000008600,11,05,2,0000000d4abdf86b,1,0
110,110,0,0003e00000008000,01,07,0,0000000d4abdf877,1,0
111,111,0,4803c00000008000,11,05,4,0000000d4abdf9c8,1,0
112,112,0,0007e00000000000,01,07,0,0000000d4abdfa31,1,0
113,113,0,4807c00000000000,11,05,4,0000000d4abdfb2d,1,0
114,114,0,3803e00000008000,01,07,0,0000000d4abdfc3c,1,0
115,115,0,2804300000008100,01,07,0,0000000d4abdfc48,1,0
116,116,0,2804300000008200,01,07,0,0000000d4abdfc4a,1,0
117,117,0,2800300000008300,01,07,0,0000000d4abdfc4c,1,0
118,118,0,2844300000008400,01,07,0,0000000d4abdfc4e,1,0
119,119,0,2840300000008500,01,07,0,0000000d4abdfc50,1,0
120,120,0,2840300000008600,01,07,0,0000000d4abdfc52,1,0
121,121,0,5000000000008000,01,0b,3,0000000d4abdfc54,1,0
122,122,0,5007c00000008100,11,05,4,0000000d4abdfc94,1,0
123,123,0,5007c00000008200,11,05,4,0000000d4abdfcaa,1,0
124,124,0,5003c00000008300,11,05,4,0000000d4abdfcc0,1,0
125,125,0,5047c00000008400,11,05,4,0000000d4abdfcd6,1,0
126,126,0,0007e00000008100,11,05,2,0000000d4abdfce5,1,0
127,127,0,5043c00000008500,11,05,4,0000000d4abdfcec,1,0
128,128,0,0007e00000008200,11,05,2,0000000d4abdfcfd,1,0
129,129,0,5043c00000008600,11,05,4,0000000d4abdfd02,1,0
130,130,0,0007e00000008300,11,05,2,0000000d4abdfd12,1,0
131,131,0,0007e00000008400,11,05,2,0000000d4abdfd28,1,0
132,132,0,0007e00000008500,11,05,2,0000000d4abdfd3e,1,0
