Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_odd/i_trace_sys/traceOut_event_data[63:0],i_app/dcs_odd/i_trace_sys/traceOut_event_size[4:0],i_app/dcs_odd/i_trace_sys/traceOut_event_vc[4:0],i_app/dcs_odd/i_trace_sys/traceOut_src[2:0],i_app/dcs_odd/i_trace_sys/traceOut_ts[63:0],i_app/dcs_odd/i_trace_sys/dump_1,i_app/dcs_odd/i_trace_sys/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000000000000,00,00,0,0000000000000000,0,0
1,1,0,0000000000000000,00,00,0,0000000000000000,0,0
2,2,0,0000000000000000,00,00,0,0000000000000000,0,0
3,3,0,0000000000000000,00,00,0,0000000000000000,0,0
4,4,0,0000000000000000,00,00,0,0000000000000000,0,0
5,5,0,0000000000000000,00,00,0,0000000000000000,0,0
6,6,0,0000000000000000,00,00,0,0000000000000000,0,0
7,7,0,0000000000000000,00,00,0,0000000000000000,0,0
8,8,0,0000000000000000,00,00,0,0000000000000000,0,0
9,9,0,0000000000000000,00,00,0,0000000000000000,0,0
10,10,0,0000000000000000,00,00,0,0000000000000000,0,0
11,11,0,0000000000000000,00,00,0,0000000000000000,0,0
12,12,0,0000000000000000,00,00,0,0000000000000000,0,0
13,13,0,0000000000000000,00,00,0,0000000000000000,0,0
14,14,0,0000000000000000,00,00,0,0000000000000000,0,0
15,15,0,0000000000000000,00,00,0,0000000000000000,0,0
16,16,1,0000000000000000,00,00,0,0000000000000000,1,0
17,17,0,0007e00000008400,11,05,2,000000156aeefc22,1,0
18,18,0,0007e00000008500,11,05,2,000000156aeefc44,1,0
19,19,0,0007e00000008600,11,05,2,000000156aeefc66,1,0
20,20,0,0007e00000008000,01,07,0,000000156aeefc7f,1,0
21,21,0,4807c00000008000,11,05,4,000000156aeefecb,1,0
22,22,0,3803e00000008000,01,07,0,000000156aef016b,1,0
23,23,0,2800300000008100,01,07,0,000000156aef0181,1,0
24,24,0,2800300000008200,01,07,0,000000156aef0184,1,0
25,25,0,2800300000008300,01,07,0,000000156aef0187,1,0
26,26,0,2844300000008400,01,07,0,000000156aef018a,1,0
27,27,0,2844300000008500,01,07,0,000000156aef018d,1,0
28,28,0,2840300000008600,01,07,0,000000156aef0190,1,0
29,29,0,5000000000008000,01,0b,3,000000156aef01b9,1,0
30,30,0,5003c00000008100,11,05,4,000000156aef0228,1,0
31,31,0,5003c00000008200,11,05,4,000000156aef024b,1,0
32,32,0,5003c00000008300,11,05,4,000000156aef026f,1,0
33,33,0,0007e00000008100,11,05,2,000000156aef0279,1,0
34,34,0,5047c00000008400,11,05,4,000000156aef0292,1,0
35,35,0,0007e00000008200,11,05,2,000000156aef029c,1,0
36,36,0,5047c00000008500,11,05,4,000000156aef02b6,1,0
37,37,0,0007e00000008300,11,05,2,000000156aef02c0,1,0
38,38,0,5043c00000008600,11,05,4,000000156aef02d9,1,0
39,39,0,0007e00000008400,11,05,2,000000156aef02e4,1,0
40,40,0,0007e00000008500,11,05,2,000000156aef0305,1,0
41,41,0,0007e00000008600,11,05,2,000000156aef0329,1,0
42,42,0,5803e40000008000,01,09,5,000000156aef03dd,1,0
43,43,0,1803e00000008000,11,05,2,000000156aef042b,1,0
44,44,0,7003e40000000000,01,09,5,000000156aef06a8,1,0
45,45,0,2000200000000000,01,0b,1,000000156aef06eb,1,0
46,46,0,2800300000008100,01,07,0,000000156aef0950,1,0
47,47,0,2800300000008200,01,07,0,000000156aef0953,1,0
48,48,0,2800300000008300,01,07,0,000000156aef0956,1,0
49,49,0,2844300000008400,01,07,0,000000156aef0959,1,0
50,50,0,2840300000008500,01,07,0,000000156aef095c,1,0
51,51,0,2844300000008600,01,07,0,000000156aef095f,1,0
52,52,0,5003c00000008100,11,05,4,000000156aef09f8,1,0
53,53,0,5003c00000008200,11,05,4,000000156aef0a1b,1,0
54,54,0,5003c00000008300,11,05,4,000000156aef0a3e,1,0
55,55,0,0007e00000008100,11,05,2,000000156aef0a48,1,0
56,56,0,5047c00000008400,11,05,4,000000156aef0a62,1,0
57,57,0,0007e00000008200,11,05,2,000000156aef0a6c,1,0
58,58,0,5043c00000008500,11,05,4,000000156aef0a85,1,0
59,59,0,0007e00000008300,11,05,2,000000156aef0a8f,1,0
60,60,0,5047c00000008600,11,05,4,000000156aef0aa9,1,0
61,61,0,0007e00000008400,11,05,2,000000156aef0ab1,1,0
62,62,0,0007e00000008500,11,05,2,000000156aef0ad6,1,0
63,63,0,0007e00000008600,11,05,2,000000156aef0afa,1,0
64,64,0,0007e00000008000,01,07,0,000000156aef0b17,1,0
65,65,0,4807c00000008000,11,05,4,000000156aef0d64,1,0
66,66,0,0003e00000000000,01,07,0,000000156aef0de3,1,0
67,67,0,4803c00000000000,11,05,4,000000156aef0fa3,1,0
68,68,0,3803e00000008000,01,07,0,000000156aef112a,1,0
69,69,0,2800300000008100,01,07,0,000000156aef1140,1,0
70,70,0,2804300000008200,01,07,0,000000156aef1143,1,0
71,71,0,2804300000008300,01,07,0,000000156aef1146,1,0
72,72,0,2840300000008400,01,07,0,000000156aef1149,1,0
73,73,0,2844300000008500,01,07,0,000000156aef114c,1,0
74,74,0,2840300000008600,01,07,0,000000156aef114f,1,0
75,75,0,5000000000008000,01,0b,3,000000156aef1178,1,0
76,76,0,5003c00000008100,11,05,4,000000156aef11e7,1,0
77,77,0,5007c00000008200,11,05,4,000000156aef120b,1,0
78,78,0,5007c00000008300,11,05,4,000000156aef122e,1,0
79,79,0,0007e00000008100,11,05,2,000000156aef1236,1,0
80,80,0,5043c00000008400,11,05,4,000000156aef1252,1,0
81,81,0,0007e00000008200,11,05,2,000000156aef125a,1,0
82,82,0,5047c00000008500,11,05,4,000000156aef1275,1,0
83,83,0,0007e00000008300,11,05,2,000000156aef127f,1,0
84,84,0,5043c00000008600,11,05,4,000000156aef1299,1,0
85,85,0,0007e00000008400,11,05,2,000000156aef12a4,1,0
86,86,0,0007e00000008500,11,05,2,000000156aef12c5,1,0
87,87,0,0007e00000008600,11,05,2,000000156aef12e8,1,0
88,88,0,5803e40000008000,01,09,5,000000156aef139c,1,0
89,89,0,1803e00000008000,11,05,2,000000156aef13e9,1,0
90,90,0,7003e40000000000,01,09,5,000000156aef1662,1,0
91,91,0,2000200000000000,01,0b,1,000000156aef16a6,1,0
92,92,0,2800300000008100,01,07,0,000000156aef1907,1,0
93,93,0,2804300000008200,01,07,0,000000156aef190a,1,0
94,94,0,2808300000008300,01,07,0,000000156aef190d,1,0
95,95,0,2840300000008400,01,07,0,000000156aef1910,1,0
96,96,0,2844300000008500,01,07,0,000000156aef1913,1,0
97,97,0,2840300000008600,01,07,0,000000156aef1916,1,0
98,98,0,5003c00000008100,11,05,4,000000156aef19ad,1,0
99,99,0,5007c00000008200,11,05,4,000000156aef19d1,1,0
100,100,0,500bc00000008300,11,05,4,000000156aef19f4,1,0
101,101,0,0007e00000008100,11,05,2,000000156aef19fe,1,0
102,102,0,5043c00000008400,11,05,4,000000156aef1a18,1,0
103,103,0,0007e00000008200,11,05,2,000000156aef1a21,1,0
104,104,0,5047c00000008500,11,05,4,000000156aef1a3b,1,0
105,105,0,0007e00000008300,11,05,2,000000156aef1a45,1,0
106,106,0,5043c00000008600,11,05,4,000000156aef1a5f,1,0
107,107,0,0007e00000008400,11,05,2,000000156aef1a67,1,0
108,108,0,0007e00000008500,11,05,2,000000156aef1a8c,1,0
109,109,0,0007e00000008600,11,05,2,000000156aef1ab0,1,0
110,110,0,0003e00000008000,01,07,0,000000156aef1acc,1,0
111,111,0,4803c00000008000,11,05,4,000000156aef1d17,1,0
112,112,0,0007e00000000000,01,07,0,000000156aef1d94,1,0
113,113,0,4807c00000000000,11,05,4,000000156aef1f56,1,0
114,114,0,3803e00000008000,01,07,0,000000156aef20de,1,0
115,115,0,2804300000008100,01,07,0,000000156aef20f2,1,0
116,116,0,2804300000008200,01,07,0,000000156aef20f5,1,0
117,117,0,2800300000008300,01,07,0,000000156aef20f8,1,0
118,118,0,2844300000008400,01,07,0,000000156aef20fb,1,0
119,119,0,2840300000008500,01,07,0,000000156aef20fe,1,0
120,120,0,2840300000008600,01,07,0,000000156aef2101,1,0
121,121,0,5000000000008000,01,0b,3,000000156aef212d,1,0
122,122,0,5007c00000008100,11,05,4,000000156aef2199,1,0
123,123,0,5007c00000008200,11,05,4,000000156aef21bc,1,0
124,124,0,5003c00000008300,11,05,4,000000156aef21df,1,0
125,125,0,0007e00000008100,11,05,2,000000156aef21e8,1,0
126,126,0,5047c00000008400,11,05,4,000000156aef2203,1,0
127,127,0,0007e00000008200,11,05,2,000000156aef220e,1,0
128,128,0,5043c00000008500,11,05,4,000000156aef2226,1,0
129,129,0,0007e00000008300,11,05,2,000000156aef2230,1,0
130,130,0,5043c00000008600,11,05,4,000000156aef224a,1,0
131,131,0,0007e00000008400,11,05,2,000000156aef2253,1,0
132,132,0,0007e00000008500,11,05,2,000000156aef2276,1,0
133,133,0,0007e00000008600,11,05,2,000000156aef229a,1,0
134,134,0,5803e40000008000,01,09,5,000000156aef234d,1,0
135,135,0,1803e00000008000,11,05,2,000000156aef239b,1,0
136,136,0,2800300000008100,01,07,0,000000156aef2794,1,0
137,137,0,2804300000008200,01,07,0,000000156aef2797,1,0
138,138,0,2804300000008300,01,07,0,000000156aef279a,1,0
139,139,0,2840300000008400,01,07,0,000000156aef279d,1,0
