Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_even/i_trace_sys/traceOut_event_data[63:0],i_app/dcs_even/i_trace_sys/traceOut_event_size[4:0],i_app/dcs_even/i_trace_sys/traceOut_event_vc[4:0],i_app/dcs_even/i_trace_sys/traceOut_src[2:0],i_app/dcs_even/i_trace_sys/traceOut_ts[63:0],i_app/dcs_even/i_trace_sys/dump_1,i_app/dcs_even/i_trace_sys/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
138,138,0,5003c00000008180,11,04,4,000000156aeeeb7d,1,0
139,139,0,5003c00000008280,11,04,4,000000156aeeeba1,1,0
140,140,0,5003c00000008380,11,04,4,000000156aeeebc4,1,0
141,141,0,0007e00000008180,11,04,2,000000156aeeebcc,1,0
142,142,0,5043c00000008480,11,04,4,000000156aeeebe8,1,0
143,143,0,0007e00000008280,11,04,2,000000156aeeebf2,1,0
144,144,0,5043c00000008580,11,04,4,000000156aeeec0b,1,0
145,145,0,0007e00000008380,11,04,2,000000156aeeec16,1,0
146,146,0,5043c00000008680,11,04,4,000000156aeeec2f,1,0
147,147,0,0007e00000008480,11,04,2,000000156aeeec3a,1,0
148,148,0,0007e00000008580,11,04,2,000000156aeeec5a,1,0
149,149,0,0007e00000008680,11,04,2,000000156aeeec7e,1,0
150,150,0,5807e40000008080,01,08,5,000000156aeeed1a,1,0
151,151,0,1807e00000008080,11,04,2,000000156aeeed66,1,0
152,152,0,0003e00000000080,01,06,0,000000156aeeef48,1,0
153,153,0,4803c00000000080,11,04,4,000000156aeef11b,1,0
154,154,0,2800300000008180,01,06,0,000000156aeef2d1,1,0
155,155,0,2804300000008280,01,06,0,000000156aeef2d4,1,0
156,156,0,2804300000008380,01,06,0,000000156aeef2d7,1,0
157,157,0,2840300000008480,01,06,0,000000156aeef2da,1,0
158,158,0,2844300000008580,01,06,0,000000156aeef2dd,1,0
159,159,0,2843f00000008680,01,06,0,000000156aeef2e0,1,0
160,160,0,5003c00000008180,11,04,4,000000156aeef38f,1,0
161,161,0,5007c00000008280,11,04,4,000000156aeef3b2,1,0
162,162,0,5007c00000008380,11,04,4,000000156aeef3d6,1,0
163,163,0,0007e00000008180,11,04,2,000000156aeef3de,1,0
164,164,0,5043c00000008480,11,04,4,000000156aeef3f9,1,0
165,165,0,0007e00000008280,11,04,2,000000156aeef402,1,0
166,166,0,5047c00000008580,11,04,4,000000156aeef41d,1,0
167,167,0,0007e00000008380,11,04,2,000000156aeef428,1,0
168,168,0,5043c00000008680,11,04,4,000000156aeef440,1,0
169,169,0,0007e00000008480,11,04,2,000000156aeef44a,1,0
170,170,0,0007e00000008580,11,04,2,000000156aeef46d,1,0
171,171,0,0007e00000008680,11,04,2,000000156aeef490,1,0
172,172,0,0003e00000008080,01,06,0,000000156aeef496,1,0
173,173,0,4803c00000008080,11,04,4,000000156aeef6e3,1,0
174,174,0,7007e40000000080,01,08,5,000000156aeef83d,1,0
175,175,0,2004200000000080,01,0a,1,000000156aeef880,1,0
176,176,0,3807e00000008080,01,06,0,000000156aeefaab,1,0
177,177,0,2800300000008180,01,06,0,000000156aeefabf,1,0
178,178,0,2800300000008280,01,06,0,000000156aeefac2,1,0
179,179,0,2804300000008380,01,06,0,000000156aeefac5,1,0
180,180,0,2840300000008480,01,06,0,000000156aeefac8,1,0
181,181,0,2844300000008580,01,06,0,000000156aeefacb,1,0
182,182,0,2843f00000008680,01,06,0,000000156aeeface,1,0
183,183,0,5004000000008080,01,0a,3,000000156aeefafd,1,0
184,184,0,5003c00000008180,11,04,4,000000156aeefb7d,1,0
185,185,0,5003c00000008280,11,04,4,000000156aeefba1,1,0
186,186,0,5007c00000008380,11,04,4,000000156aeefbc4,1,0
187,187,0,0007e00000008180,11,04,2,000000156aeefbce,1,0
188,188,0,5043c00000008480,11,04,4,000000156aeefbe8,1,0
189,189,0,0007e00000008280,11,04,2,000000156aeefbf2,1,0
190,190,0,5047c00000008580,11,04,4,000000156aeefc0b,1,0
191,191,0,0007e00000008380,11,04,2,000000156aeefc16,1,0
192,192,0,5043c00000008680,11,04,4,000000156aeefc2f,1,0
193,193,0,0007e00000008480,11,04,2,000000156aeefc38,1,0
194,194,0,0007e00000008580,11,04,2,000000156aeefc5c,1,0
195,195,0,0007e00000008680,11,04,2,000000156aeefc81,1,0
196,196,0,5807e40000008080,01,08,5,000000156aeefd15,1,0
197,197,0,1807e00000008080,11,04,2,000000156aeefd64,1,0
198,198,0,2804300000008180,01,06,0,000000156aef0181,1,0
199,199,0,2800300000008280,01,06,0,000000156aef0184,1,0
200,200,0,2800300000008380,01,06,0,000000156aef0187,1,0
201,201,0,2840300000008480,01,06,0,000000156aef018a,1,0
202,202,0,2840300000008580,01,06,0,000000156aef018d,1,0
203,203,0,2847f00000008680,01,06,0,000000156aef0190,1,0
204,204,0,5007c00000008180,11,04,4,000000156aef0240,1,0
205,205,0,5003c00000008280,11,04,4,000000156aef0263,1,0
206,206,0,5003c00000008380,11,04,4,000000156aef0287,1,0
207,207,0,0007e00000008180,11,04,2,000000156aef0292,1,0
208,208,0,5043c00000008480,11,04,4,000000156aef02aa,1,0
209,209,0,0007e00000008280,11,04,2,000000156aef02b2,1,0
210,210,0,5043c00000008580,11,04,4,000000156aef02ce,1,0
211,211,0,0007e00000008380,11,04,2,000000156aef02d6,1,0
212,212,0,5047c00000008680,11,04,4,000000156aef02f1,1,0
213,213,0,0007e00000008480,11,04,2,000000156aef02fc,1,0
214,214,0,0007e00000008580,11,04,2,000000156aef0320,1,0
215,215,0,0003e00000008080,01,06,0,000000156aef0341,1,0
216,216,0,0007e00000008680,11,04,2,000000156aef0343,1,0
217,217,0,4803c00000008080,11,04,4,000000156aef058e,1,0
218,218,0,0003e00000000080,01,06,0,000000156aef060e,1,0
219,219,0,4803c00000000080,11,04,4,000000156aef0798,1,0
220,220,0,3803e00000008080,01,06,0,000000156aef0939,1,0
221,221,0,2800300000008180,01,06,0,000000156aef0950,1,0
222,222,0,2800300000008280,01,06,0,000000156aef0953,1,0
223,223,0,2804300000008380,01,06,0,000000156aef0956,1,0
224,224,0,2844300000008480,01,06,0,000000156aef0959,1,0
225,225,0,2840300000008580,01,06,0,000000156aef095c,1,0
226,226,0,2847f00000008680,01,06,0,000000156aef095f,1,0
227,227,0,5000000000008080,01,0a,3,000000156aef098a,1,0
228,228,0,5003c00000008180,11,04,4,000000156aef0a0f,1,0
229,229,0,5003c00000008280,11,04,4,000000156aef0a33,1,0
230,230,0,5007c00000008380,11,04,4,000000156aef0a56,1,0
231,231,0,0007e00000008180,11,04,2,000000156aef0a5e,1,0
232,232,0,5047c00000008480,11,04,4,000000156aef0a7a,1,0
233,233,0,0007e00000008280,11,04,2,000000156aef0a82,1,0
234,234,0,5043c00000008580,11,04,4,000000156aef0a9d,1,0
235,235,0,0007e00000008380,11,04,2,000000156aef0aa8,1,0
236,236,0,5047c00000008680,11,04,4,000000156aef0ac1,1,0
237,237,0,0007e00000008480,11,04,2,000000156aef0acb,1,0
238,238,0,0007e00000008580,11,04,2,000000156aef0aee,1,0
239,239,0,0007e00000008680,11,04,2,000000156aef0b10,1,0
240,240,0,5807e40000008080,01,08,5,000000156aef0bae,1,0
241,241,0,1807e00000008080,11,04,2,000000156aef0bfc,1,0
242,242,0,7007e40000000080,01,08,5,000000156aef0ebf,1,0
243,243,0,2004200000000080,01,0a,1,000000156aef0f00,1,0
244,244,0,2804300000008180,01,06,0,000000156aef1140,1,0
245,245,0,2800300000008280,01,06,0,000000156aef1143,1,0
246,246,0,2800300000008380,01,06,0,000000156aef1146,1,0
247,247,0,2844300000008480,01,06,0,000000156aef1149,1,0
248,248,0,2844300000008580,01,06,0,000000156aef114c,1,0
249,249,0,2847f00000008680,01,06,0,000000156aef114f,1,0
250,250,0,5007c00000008180,11,04,4,000000156aef11ff,1,0
251,251,0,5003c00000008280,11,04,4,000000156aef1223,1,0
252,252,0,5003c00000008380,11,04,4,000000156aef1246,1,0
253,253,0,0007e00000008180,11,04,2,000000156aef1250,1,0
254,254,0,5047c00000008480,11,04,4,000000156aef126a,1,0
255,255,0,0007e00000008280,11,04,2,000000156aef1274,1,0
256,256,0,5047c00000008580,11,04,4,000000156aef128d,1,0
257,257,0,0007e00000008380,11,04,2,000000156aef1298,1,0
258,258,0,5047c00000008680,11,04,4,000000156aef12b1,1,0
259,259,0,0007e00000008480,11,04,2,000000156aef12ba,1,0
260,260,0,0007e00000008580,11,04,2,000000156aef12de,1,0
261,261,0,0007e00000008080,01,06,0,000000156aef1301,1,0
262,262,0,0007e00000008680,11,04,2,000000156aef1303,1,0
263,263,0,4807c00000008080,11,04,4,000000156aef154c,1,0
264,264,0,0003e00000000080,01,06,0,000000156aef15c8,1,0
265,265,0,4803c00000000080,11,04,4,000000156aef1753,1,0
266,266,0,3803e00000008080,01,06,0,000000156aef18f1,1,0
267,267,0,2804300000008180,01,06,0,000000156aef1907,1,0
268,268,0,2804300000008280,01,06,0,000000156aef190a,1,0
269,269,0,2804300000008380,01,06,0,000000156aef190d,1,0
270,270,0,2840300000008480,01,06,0,000000156aef1910,1,0
271,271,0,2840300000008580,01,06,0,000000156aef1913,1,0
272,272,0,2843f00000008680,01,06,0,000000156aef1916,1,0
273,273,0,5000000000008080,01,0a,3,000000156aef1943,1,0
274,274,0,5007c00000008180,11,04,4,000000156aef19c5,1,0
275,275,0,5007c00000008280,11,04,4,000000156aef19e9,1,0
276,276,0,5007c00000008380,11,04,4,000000156aef1a0c,1,0
277,277,0,0007e00000008180,11,04,2,000000156aef1a14,1,0
278,278,0,5043c00000008480,11,04,4,000000156aef1a30,1,0
279,279,0,0007e00000008280,11,04,2,000000156aef1a38,1,0
280,280,0,5043c00000008580,11,04,4,000000156aef1a53,1,0
281,281,0,0007e00000008380,11,04,2,000000156aef1a5e,1,0
282,282,0,5043c00000008680,11,04,4,000000156aef1a77,1,0
283,283,0,0007e00000008480,11,04,2,000000156aef1a82,1,0
284,284,0,0007e00000008580,11,04,2,000000156aef1aa4,1,0
285,285,0,0007e00000008680,11,04,2,000000156aef1ac7,1,0
286,286,0,5807e40000008080,01,08,5,000000156aef1b62,1,0
287,287,0,1807e00000008080,11,04,2,000000156aef1bb0,1,0
288,288,0,7007e40000000080,01,08,5,000000156aef1e70,1,0
289,289,0,2004200000000080,01,0a,1,000000156aef1eb3,1,0
290,290,0,2804300000008180,01,06,0,000000156aef20f2,1,0
291,291,0,2800300000008280,01,06,0,000000156aef20f5,1,0
292,292,0,2804300000008380,01,06,0,000000156aef20f8,1,0
293,293,0,2840300000008480,01,06,0,000000156aef20fb,1,0
294,294,0,2840300000008580,01,06,0,000000156aef20fe,1,0
295,295,0,2847f00000008680,01,06,0,000000156aef2101,1,0
296,296,0,5007c00000008180,11,04,4,000000156aef21b0,1,0
297,297,0,5003c00000008280,11,04,4,000000156aef21d4,1,0
298,298,0,5007c00000008380,11,04,4,000000156aef21f7,1,0
299,299,0,0007e00000008180,11,04,2,000000156aef2202,1,0
300,300,0,5043c00000008480,11,04,4,000000156aef221b,1,0
301,301,0,0007e00000008280,11,04,2,000000156aef2226,1,0
302,302,0,5043c00000008580,11,04,4,000000156aef223e,1,0
303,303,0,0007e00000008380,11,04,2,000000156aef2246,1,0
304,304,0,5047c00000008680,11,04,4,000000156aef2262,1,0
305,305,0,0007e00000008480,11,04,2,000000156aef226a,1,0
306,306,0,0007e00000008580,11,04,2,000000156aef2290,1,0
307,307,0,0007e00000008080,01,06,0,000000156aef22b2,1,0
308,308,0,0007e00000008680,11,04,2,000000156aef22b5,1,0
309,309,0,4807c00000008080,11,04,4,000000156aef24fd,1,0
310,310,0,3803e00000008080,01,06,0,000000156aef277c,1,0
311,311,0,2800300000008180,01,06,0,000000156aef2794,1,0
312,312,0,2800300000008280,01,06,0,000000156aef2797,1,0
313,313,0,2804300000008380,01,06,0,000000156aef279a,1,0
314,314,0,2840300000008480,01,06,0,000000156aef279d,1,0
315,315,0,2840300000008580,01,06,0,000000156aef27a0,1,0
316,316,0,2847f00000008680,01,06,0,000000156aef27a3,1,0
317,317,0,5000000000008080,01,0a,3,000000156aef27cd,1,0
318,318,0,5003c00000008180,11,04,4,000000156aef2853,1,0
319,319,0,5003c00000008280,11,04,4,000000156aef2876,1,0
320,320,0,5007c00000008380,11,04,4,000000156aef289a,1,0
321,321,0,0007e00000008180,11,04,2,000000156aef28a3,1,0
322,322,0,5043c00000008480,11,04,4,000000156aef28bd,1,0
323,323,0,0007e00000008280,11,04,2,000000156aef28c8,1,0
324,324,0,5043c00000008580,11,04,4,000000156aef28e1,1,0
325,325,0,0007e00000008380,11,04,2,000000156aef28ec,1,0
326,326,0,5047c00000008680,11,04,4,000000156aef2904,1,0
327,327,0,0007e00000008480,11,04,2,000000156aef290c,1,0
328,328,0,0007e00000008580,11,04,2,000000156aef2932,1,0
329,329,0,0007e00000008680,11,04,2,000000156aef2956,1,0
330,330,0,5807e40000008080,01,08,5,000000156aef29ed,1,0
331,331,0,1807e00000008080,11,04,2,000000156aef2a3a,1,0
332,332,0,2800300000008180,01,06,0,000000156aef2e31,1,0
333,333,0,2800300000008280,01,06,0,000000156aef2e34,1,0
334,334,0,2800300000008380,01,06,0,000000156aef2e37,1,0
335,335,0,2840300000008480,01,06,0,000000156aef2e3a,1,0
336,336,0,2840300000008580,01,06,0,000000156aef2e3d,1,0
337,337,0,2847f00000008680,01,06,0,000000156aef2e40,1,0
338,338,0,5003c00000008180,11,04,4,000000156aef2ef0,1,0
339,339,0,5003c00000008280,11,04,4,000000156aef2f14,1,0
340,340,0,5003c00000008380,11,04,4,000000156aef2f37,1,0
341,341,0,0007e00000008180,11,04,2,000000156aef2f42,1,0
342,342,0,5043c00000008480,11,04,4,000000156aef2f5b,1,0
343,343,0,0007e00000008280,11,04,2,000000156aef2f66,1,0
344,344,0,5043c00000008580,11,04,4,000000156aef2f7e,1,0
345,345,0,0007e00000008380,11,04,2,000000156aef2f86,1,0
346,346,0,5047c00000008680,11,04,4,000000156aef2fa2,1,0
347,347,0,0007e00000008480,11,04,2,000000156aef2faa,1,0
348,348,0,0007e00000008580,11,04,2,000000156aef2fd0,1,0
349,349,0,0007e00000008680,11,04,2,000000156aef2ff4,1,0
350,350,0,0007e00000008080,01,06,0,000000156aef2ff8,1,0
351,351,0,4807c00000008080,11,04,4,000000156aef3243,1,0
352,352,0,0007e00000000080,01,06,0,000000156aef32c2,1,0
353,353,0,4807c00000000080,11,04,4,000000156aef344b,1,0
354,354,0,3803e00000008080,01,06,0,000000156aef35ea,1,0
355,355,0,2800300000008180,01,06,0,000000156aef3603,1,0
356,356,0,2800300000008280,01,06,0,000000156aef3606,1,0
357,357,0,2800300000008380,01,06,0,000000156aef3609,1,0
358,358,0,2840300000008480,01,06,0,000000156aef360c,1,0
359,359,0,2844300000008580,01,06,0,000000156aef360f,1,0
360,360,0,2847f00000008680,01,06,0,000000156aef3612,1,0
361,361,0,5000000000008080,01,0a,3,000000156aef363c,1,0
362,362,0,5003c00000008180,11,04,4,000000156aef36c2,1,0
363,363,0,5003c00000008280,11,04,4,000000156aef36e5,1,0
364,364,0,5003c00000008380,11,04,4,000000156aef3708,1,0
365,365,0,0007e00000008180,11,04,2,000000156aef3714,1,0
366,366,0,5043c00000008480,11,04,4,000000156aef372c,1,0
367,367,0,0007e00000008280,11,04,2,000000156aef3734,1,0
368,368,0,5047c00000008580,11,04,4,000000156aef374f,1,0
369,369,0,0007e00000008380,11,04,2,000000156aef3758,1,0
370,370,0,5047c00000008680,11,04,4,000000156aef3773,1,0
371,371,0,0007e00000008480,11,04,2,000000156aef377e,1,0
372,372,0,0007e00000008580,11,04,2,000000156aef37a0,1,0
373,373,0,0007e00000008680,11,04,2,000000156aef37c5,1,0
374,374,0,5807e40000008080,01,08,5,000000156aef385f,1,0
375,375,0,1807e00000008080,11,04,2,000000156aef38ac,1,0
376,376,0,7007e40000000080,01,08,5,000000156aef3b6c,1,0
377,377,0,2004200000000080,01,0a,1,000000156aef3baf,1,0
378,378,0,2800300000008180,01,06,0,000000156aef3e12,1,0
379,379,0,2800300000008280,01,06,0,000000156aef3e15,1,0
380,380,0,2804300000008380,01,06,0,000000156aef3e18,1,0
381,381,0,2840300000008480,01,06,0,000000156aef3e1b,1,0
382,382,0,2844300000008580,01,06,0,000000156aef3e1e,1,0
383,383,0,2843f00000008680,01,06,0,000000156aef3e21,1,0
384,384,0,5003c00000008180,11,04,4,000000156aef3ed0,1,0
385,385,0,5003c00000008280,11,04,4,000000156aef3ef3,1,0
386,386,0,5007c00000008380,11,04,4,000000156aef3f17,1,0
387,387,0,0007e00000008180,11,04,2,000000156aef3f22,1,0
388,388,0,5043c00000008480,11,04,4,000000156aef3f3a,1,0
389,389,0,0007e00000008280,11,04,2,000000156aef3f44,1,0
390,390,0,5047c00000008580,11,04,4,000000156aef3f5e,1,0
391,391,0,0007e00000008380,11,04,2,000000156aef3f66,1,0
392,392,0,5043c00000008680,11,04,4,000000156aef3f81,1,0
393,393,0,0007e00000008480,11,04,2,000000156aef3f8b,1,0
394,394,0,0007e00000008580,11,04,2,000000156aef3fb0,1,0
395,395,0,0007e00000008680,11,04,2,000000156aef3fd2,1,0
396,396,0,0007e00000008080,01,06,0,000000156aef3fd6,1,0
397,397,0,4807c00000008080,11,04,4,000000156aef4223,1,0
398,398,0,0003e00000000080,01,06,0,000000156aef42a0,1,0
399,399,0,4803c00000000080,11,04,4,000000156aef4468,1,0
400,400,0,3807e00000008080,01,06,0,000000156aef45f1,1,0
401,401,0,2804300000008180,01,06,0,000000156aef4608,1,0
402,402,0,2800300000008280,01,06,0,000000156aef460b,1,0
403,403,0,2804300000008380,01,06,0,000000156aef460e,1,0
404,404,0,2840300000008480,01,06,0,000000156aef4611,1,0
405,405,0,2840300000008580,01,06,0,000000156aef4614,1,0
406,406,0,2847f00000008680,01,06,0,000000156aef4617,1,0
407,407,0,5004000000008080,01,0a,3,000000156aef4643,1,0
408,408,0,5007c00000008180,11,04,4,000000156aef46c6,1,0
409,409,0,5003c00000008280,11,04,4,000000156aef46ea,1,0
410,410,0,5007c00000008380,11,04,4,000000156aef470d,1,0
411,411,0,0007e00000008180,11,04,2,000000156aef4716,1,0
