Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_odd/i_trace_sys/traceOut_event_data[63:0],i_app/dcs_odd/i_trace_sys/traceOut_event_size[4:0],i_app/dcs_odd/i_trace_sys/traceOut_event_vc[4:0],i_app/dcs_odd/i_trace_sys/traceOut_src[2:0],i_app/dcs_odd/i_trace_sys/traceOut_ts[63:0],i_app/dcs_odd/i_trace_sys/dump_1,i_app/dcs_odd/i_trace_sys/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000000000000,00,00,0,0000000000000000,0,0
1,1,0,0000000000000000,00,00,0,0000000000000000,0,0
2,2,0,0000000000000000,00,00,0,0000000000000000,0,0
3,3,0,0000000000000000,00,00,0,0000000000000000,0,0
4,4,0,0000000000000000,00,00,0,0000000000000000,0,0
5,5,0,0000000000000000,00,00,0,0000000000000000,0,0
6,6,0,0000000000000000,00,00,0,0000000000000000,0,0
7,7,0,0000000000000000,00,00,0,0000000000000000,0,0
8,8,0,0000000000000000,00,00,0,0000000000000000,0,0
9,9,0,0000000000000000,00,00,0,0000000000000000,0,0
10,10,0,0000000000000000,00,00,0,0000000000000000,0,0
11,11,0,0000000000000000,00,00,0,0000000000000000,0,0
12,12,0,0000000000000000,00,00,0,0000000000000000,0,0
13,13,0,0000000000000000,00,00,0,0000000000000000,0,0
14,14,0,0000000000000000,00,00,0,0000000000000000,0,0
15,15,0,0000000000000000,00,00,0,0000000000000000,0,0
16,16,1,0000000000000000,00,00,0,0000000000000000,1,0
17,17,0,2804300000008100,01,07,0,0000002f4c300214,1,0
18,18,0,2800300000008200,01,07,0,0000002f4c300217,1,0
19,19,0,2800300000008300,01,07,0,0000002f4c30021a,1,0
20,20,0,2840300000008400,01,07,0,0000002f4c30021d,1,0
21,21,0,2840300000008500,01,07,0,0000002f4c300220,1,0
22,22,0,2840300000008600,01,07,0,0000002f4c300223,1,0
23,23,0,5000000000008000,01,0b,3,0000002f4c300246,1,0
24,24,0,5007c00000008100,11,05,4,0000002f4c3002be,1,0
25,25,0,5003c00000008200,11,05,4,0000002f4c3002e2,1,0
26,26,0,5003c00000008300,11,05,4,0000002f4c300305,1,0
27,27,0,0007e00000008100,11,05,2,0000002f4c300310,1,0
28,28,0,5043c00000008400,11,05,4,0000002f4c300329,1,0
29,29,0,0007e00000008200,11,05,2,0000002f4c300331,1,0
30,30,0,5043c00000008500,11,05,4,0000002f4c30034c,1,0
31,31,0,0007e00000008300,11,05,2,0000002f4c300356,1,0
32,32,0,5043c00000008600,11,05,4,0000002f4c300370,1,0
33,33,0,0007e00000008400,11,05,2,0000002f4c30037a,1,0
34,34,0,0007e00000008500,11,05,2,0000002f4c30039e,1,0
35,35,0,0007e00000008600,11,05,2,0000002f4c3003c1,1,0
36,36,0,5803e40000008000,01,09,5,0000002f4c300472,1,0
37,37,0,1803e00000008000,11,05,2,0000002f4c3004be,1,0
38,38,0,2800300000008100,01,07,0,0000002f5033c42a,1,0
39,39,0,2800300000008200,01,07,0,0000002f5033c42f,1,0
40,40,0,2800300000008300,01,07,0,0000002f5033c432,1,0
41,41,0,2840300000008400,01,07,0,0000002f5033c435,1,0
42,42,0,2844300000008500,01,07,0,0000002f5033c438,1,0
43,43,0,2844300000008600,01,07,0,0000002f5033c43b,1,0
44,44,0,5003c00000008100,11,05,4,0000002f5033c4d4,1,0
45,45,0,5003c00000008200,11,05,4,0000002f5033c4fc,1,0
46,46,0,5003c00000008300,11,05,4,0000002f5033c520,1,0
47,47,0,0007e00000008100,11,05,2,0000002f5033c525,1,0
48,48,0,5043c00000008400,11,05,4,0000002f5033c543,1,0
49,49,0,0007e00000008200,11,05,2,0000002f5033c54d,1,0
50,50,0,5047c00000008500,11,05,4,0000002f5033c567,1,0
51,51,0,0007e00000008300,11,05,2,0000002f5033c572,1,0
52,52,0,5047c00000008600,11,05,4,0000002f5033c58a,1,0
53,53,0,0007e00000008400,11,05,2,0000002f5033c592,1,0
54,54,0,0007e00000008500,11,05,2,0000002f5033c5b8,1,0
55,55,0,0007e00000008600,11,05,2,0000002f5033c5db,1,0
56,56,0,0003e00000008000,01,07,0,0000002f5033c5ef,1,0
57,57,0,4803c00000008000,11,05,4,0000002f5033c841,1,0
58,58,0,3803e00000008000,01,07,0,0000002f580a06bb,1,0
59,59,0,2800300000008100,01,07,0,0000002f580a06d1,1,0
60,60,0,2800300000008200,01,07,0,0000002f580a06d4,1,0
61,61,0,2804300000008300,01,07,0,0000002f580a06d8,1,0
62,62,0,2840300000008400,01,07,0,0000002f580a06db,1,0
63,63,0,2844300000008500,01,07,0,0000002f580a06de,1,0
64,64,0,2844300000008600,01,07,0,0000002f580a06e1,1,0
65,65,0,5000000000008000,01,0b,3,0000002f580a070c,1,0
66,66,0,5003c00000008100,11,05,4,0000002f580a077b,1,0
67,67,0,5003c00000008200,11,05,4,0000002f580a079e,1,0
68,68,0,5007c00000008300,11,05,4,0000002f580a07c2,1,0
69,69,0,0007e00000008100,11,05,2,0000002f580a07cc,1,0
70,70,0,5043c00000008400,11,05,4,0000002f580a07e5,1,0
71,71,0,0007e00000008200,11,05,2,0000002f580a07ef,1,0
72,72,0,5047c00000008500,11,05,4,0000002f580a0808,1,0
73,73,0,0007e00000008300,11,05,2,0000002f580a0814,1,0
74,74,0,5047c00000008600,11,05,4,0000002f580a082c,1,0
75,75,0,0007e00000008400,11,05,2,0000002f580a0834,1,0
76,76,0,0007e00000008500,11,05,2,0000002f580a085a,1,0
77,77,0,0007e00000008600,11,05,2,0000002f580a087d,1,0
78,78,0,5803e40000008000,01,09,5,0000002f580a092e,1,0
79,79,0,1803e00000008000,11,05,2,0000002f580a097c,1,0
80,80,0,2800300000008100,01,07,0,0000002f6853f330,1,0
81,81,0,2804300000008200,01,07,0,0000002f6853f333,1,0
82,82,0,2800300000008300,01,07,0,0000002f6853f336,1,0
83,83,0,2844300000008400,01,07,0,0000002f6853f339,1,0
84,84,0,2840300000008500,01,07,0,0000002f6853f33c,1,0
85,85,0,2844300000008600,01,07,0,0000002f6853f33f,1,0
86,86,0,5003c00000008100,11,05,4,0000002f6853f3d9,1,0
87,87,0,5007c00000008200,11,05,4,0000002f6853f3fd,1,0
88,88,0,5003c00000008300,11,05,4,0000002f6853f420,1,0
89,89,0,0007e00000008100,11,05,2,0000002f6853f429,1,0
90,90,0,5047c00000008400,11,05,4,0000002f6853f444,1,0
91,91,0,0007e00000008200,11,05,2,0000002f6853f44e,1,0
92,92,0,5043c00000008500,11,05,4,0000002f6853f467,1,0
93,93,0,0007e00000008300,11,05,2,0000002f6853f472,1,0
94,94,0,5047c00000008600,11,05,4,0000002f6853f48b,1,0
95,95,0,0007e00000008400,11,05,2,0000002f6853f493,1,0
96,96,0,0007e00000008500,11,05,2,0000002f6853f4b6,1,0
97,97,0,0007e00000008600,11,05,2,0000002f6853f4dc,1,0
98,98,0,0003e00000008000,01,07,0,0000002f6853f4f0,1,0
99,99,0,4803c00000008000,11,05,4,0000002f6853f743,1,0
100,100,0,3807e00000008000,01,07,0,0000002f7bff5519,1,0
101,101,0,5004000000008000,01,0b,3,0000002f7bff556a,1,0
102,102,0,5803e40000008000,01,09,5,0000002f7bff564e,1,0
103,103,0,1803e00000008000,11,05,2,0000002f7bff569a,1,0
104,104,0,2804300000008100,01,07,0,0000002f884a743d,1,0
105,105,0,2800300000008200,01,07,0,0000002f884a7440,1,0
106,106,0,2800300000008300,01,07,0,0000002f884a7443,1,0
107,107,0,2844300000008400,01,07,0,0000002f884a7446,1,0
108,108,0,2844300000008500,01,07,0,0000002f884a7449,1,0
109,109,0,2840300000008600,01,07,0,0000002f884a744c,1,0
110,110,0,5007c00000008100,11,05,4,0000002f884a74e7,1,0
111,111,0,5003c00000008200,11,05,4,0000002f884a750b,1,0
112,112,0,5003c00000008300,11,05,4,0000002f884a752e,1,0
113,113,0,0007e00000008100,11,05,2,0000002f884a7536,1,0
114,114,0,5047c00000008400,11,05,4,0000002f884a7552,1,0
115,115,0,0007e00000008200,11,05,2,0000002f884a755a,1,0
116,116,0,5047c00000008500,11,05,4,0000002f884a7575,1,0
117,117,0,0007e00000008300,11,05,2,0000002f884a7580,1,0
118,118,0,5043c00000008600,11,05,4,0000002f884a7599,1,0
119,119,0,0007e00000008400,11,05,2,0000002f884a75a3,1,0
120,120,0,0007e00000008500,11,05,2,0000002f884a75c5,1,0
121,121,0,0007e00000008600,11,05,2,0000002f884a75e7,1,0
122,122,0,0003e00000008000,01,07,0,0000002f884a75fe,1,0
123,123,0,4803c00000008000,11,05,4,0000002f884a784f,1,0
124,124,0,3803e00000008000,01,07,0,0000002fc6fcbf1c,1,0
125,125,0,2800300000008100,01,07,0,0000002fc6fcbf3a,1,0
126,126,0,2804300000008200,01,07,0,0000002fc6fcbf3d,1,0
127,127,0,2800300000008300,01,07,0,0000002fc6fcbf40,1,0
128,128,0,2840300000008400,01,07,0,0000002fc6fcbf43,1,0
129,129,0,2840300000008500,01,07,0,0000002fc6fcbf46,1,0
130,130,0,2844300000008600,01,07,0,0000002fc6fcbf49,1,0
131,131,0,5000000000008000,01,0b,3,0000002fc6fcbf6d,1,0
132,132,0,5003c00000008100,11,05,4,0000002fc6fcbff6,1,0
133,133,0,5007c00000008200,11,05,4,0000002fc6fcc019,1,0
134,134,0,5003c00000008300,11,05,4,0000002fc6fcc03d,1,0
135,135,0,0007e00000008100,11,05,2,0000002fc6fcc048,1,0
