Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_even/i_trace_app/traceOut_event_data[63:0],i_app/dcs_even/i_trace_app/traceOut_event_size[4:0],i_app/dcs_even/i_trace_app/traceOut_event_vc[4:0],i_app/dcs_even/i_trace_app/traceOut_src[2:0],i_app/dcs_even/i_trace_app/traceOut_ts[63:0],i_app/dcs_even/i_trace_app/dump_1,i_app/dcs_even/i_trace_app/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000000000000,00,00,0,0000000000000000,0,0
1,1,0,0000000000000000,00,00,0,0000000000000000,0,0
2,2,0,0000000000000000,00,00,0,0000000000000000,0,0
3,3,0,0000000000000000,00,00,0,0000000000000000,0,0
4,4,0,0000000000000000,00,00,0,0000000000000000,0,0
5,5,0,0000000000000000,00,00,0,0000000000000000,0,0
6,6,0,0000000000000000,00,00,0,0000000000000000,0,0
7,7,0,0000000000000000,00,00,0,0000000000000000,0,0
8,8,0,0000000000000000,00,00,0,0000000000000000,0,0
9,9,0,0000000000000000,00,00,0,0000000000000000,0,0
10,10,0,0000000000000000,00,00,0,0000000000000000,0,0
11,11,0,0000000000000000,00,00,0,0000000000000000,0,0
12,12,0,0000000000000000,00,00,0,0000000000000000,0,0
13,13,0,0000000000000000,00,00,0,0000000000000000,0,0
14,14,0,0000000000000000,00,00,0,0000000000000000,0,0
15,15,0,0000000000000000,00,00,0,0000000000000000,0,0
16,16,1,0000000000000000,00,00,0,0000000000000000,1,0
17,17,0,2800300000008380,01,06,0,0000000fbfcf4257,1,0
18,18,0,2840300000008480,01,06,0,0000000fbfcf4259,1,0
19,19,0,2844300000008580,01,06,0,0000000fbfcf425b,1,0
20,20,0,2843f00000008680,01,06,0,0000000fbfcf425d,1,0
21,21,0,5003c00000008180,11,04,4,0000000fbfcf42ab,1,0
22,22,0,5007c00000008280,11,04,4,0000000fbfcf42c1,1,0
23,23,0,5003c00000008380,11,04,4,0000000fbfcf42d7,1,0
24,24,0,5043c00000008480,11,04,4,0000000fbfcf42ed,1,0
25,25,0,0007e00000008180,11,04,2,0000000fbfcf42fc,1,0
26,26,0,5047c00000008580,11,04,4,0000000fbfcf4303,1,0
27,27,0,0007e00000008280,11,04,2,0000000fbfcf4312,1,0
28,28,0,5043c00000008680,11,04,4,0000000fbfcf4319,1,0
29,29,0,0007e00000008380,11,04,2,0000000fbfcf4328,1,0
30,30,0,0007e00000008480,11,04,2,0000000fbfcf433d,1,0
31,31,0,0007e00000008580,11,04,2,0000000fbfcf4354,1,0
32,32,0,0007e00000008080,01,06,0,0000000fbfcf4369,1,0
33,33,0,0007e00000008680,11,04,2,0000000fbfcf436b,1,0
34,34,0,4807c00000008080,11,04,4,0000000fbfcf44bb,1,0
35,35,0,7007e40000000080,01,08,5,0000000fbfcf456a,1,0
36,36,0,2004200000000080,01,0a,1,0000000fbfcf45ab,1,0
37,37,0,3807e00000008080,01,06,0,0000000fbfcf4716,1,0
38,38,0,2804300000008180,01,06,0,0000000fbfcf4724,1,0
39,39,0,2800300000008280,01,06,0,0000000fbfcf4726,1,0
40,40,0,2804300000008380,01,06,0,0000000fbfcf4728,1,0
41,41,0,2840300000008480,01,06,0,0000000fbfcf472a,1,0
42,42,0,2840300000008580,01,06,0,0000000fbfcf472c,1,0
43,43,0,2847f00000008680,01,06,0,0000000fbfcf472e,1,0
44,44,0,5004000000008080,01,0a,3,0000000fbfcf472e,1,0
45,45,0,5007c00000008180,11,04,4,0000000fbfcf477d,1,0
46,46,0,5003c00000008280,11,04,4,0000000fbfcf4793,1,0
47,47,0,5007c00000008380,11,04,4,0000000fbfcf47a9,1,0
48,48,0,5043c00000008480,11,04,4,0000000fbfcf47bf,1,0
49,49,0,0007e00000008180,11,04,2,0000000fbfcf47cd,1,0
50,50,0,5043c00000008580,11,04,4,0000000fbfcf47d5,1,0
51,51,0,0007e00000008280,11,04,2,0000000fbfcf47e4,1,0
52,52,0,5047c00000008680,11,04,4,0000000fbfcf47eb,1,0
53,53,0,0007e00000008380,11,04,2,0000000fbfcf47fa,1,0
54,54,0,0007e00000008480,11,04,2,0000000fbfcf4810,1,0
55,55,0,0007e00000008580,11,04,2,0000000fbfcf4826,1,0
56,56,0,0007e00000008680,11,04,2,0000000fbfcf483c,1,0
57,57,0,5807e40000008080,01,08,5,0000000fbfcf4881,1,0
58,58,0,1807e00000008080,11,04,2,0000000fbfcf48ce,1,0
59,59,0,0003e00000000080,01,06,0,0000000fbfcf49f4,1,0
60,60,0,4803c00000000080,11,04,4,0000000fbfcf4af3,1,0
61,61,0,2804300000008180,01,06,0,0000000fbfcf4c0d,1,0
62,62,0,2804300000008280,01,06,0,0000000fbfcf4c0f,1,0
63,63,0,2804300000008380,01,06,0,0000000fbfcf4c11,1,0
64,64,0,2844300000008480,01,06,0,0000000fbfcf4c13,1,0
65,65,0,2840300000008580,01,06,0,0000000fbfcf4c15,1,0
66,66,0,2843f00000008680,01,06,0,0000000fbfcf4c17,1,0
67,67,0,5007c00000008180,11,04,4,0000000fbfcf4c5b,1,0
68,68,0,5007c00000008280,11,04,4,0000000fbfcf4c71,1,0
69,69,0,5007c00000008380,11,04,4,0000000fbfcf4c87,1,0
70,70,0,5047c00000008480,11,04,4,0000000fbfcf4c9d,1,0
71,71,0,0007e00000008180,11,04,2,0000000fbfcf4cab,1,0
72,72,0,5043c00000008580,11,04,4,0000000fbfcf4cb3,1,0
73,73,0,0007e00000008280,11,04,2,0000000fbfcf4cc2,1,0
74,74,0,5043c00000008680,11,04,4,0000000fbfcf4cc9,1,0
75,75,0,0007e00000008380,11,04,2,0000000fbfcf4cd8,1,0
76,76,0,0007e00000008480,11,04,2,0000000fbfcf4ced,1,0
77,77,0,0007e00000008580,11,04,2,0000000fbfcf4d04,1,0
78,78,0,0007e00000008680,11,04,2,0000000fbfcf4d19,1,0
79,79,0,0003e00000008080,01,06,0,0000000fbfcf4d1f,1,0
80,80,0,4803c00000008080,11,04,4,0000000fbfcf4e71,1,0
81,81,0,7007e40000000080,01,08,5,0000000fbfcf4f44,1,0
82,82,0,2004200000000080,01,0a,1,0000000fbfcf4f86,1,0
83,83,0,3807e00000008080,01,06,0,0000000fbfcf50f1,1,0
84,84,0,2804300000008180,01,06,0,0000000fbfcf50ff,1,0
85,85,0,2800300000008280,01,06,0,0000000fbfcf5101,1,0
86,86,0,2804300000008380,01,06,0,0000000fbfcf5103,1,0
87,87,0,2840300000008480,01,06,0,0000000fbfcf5105,1,0
88,88,0,2844300000008580,01,06,0,0000000fbfcf5107,1,0
89,89,0,284bf00000008680,01,06,0,0000000fbfcf5109,1,0
90,90,0,5004000000008080,01,0a,3,0000000fbfcf510b,1,0
91,91,0,5007c00000008180,11,04,4,0000000fbfcf5158,1,0
92,92,0,5003c00000008280,11,04,4,0000000fbfcf516e,1,0
93,93,0,5007c00000008380,11,04,4,0000000fbfcf5184,1,0
94,94,0,5043c00000008480,11,04,4,0000000fbfcf519a,1,0
95,95,0,0007e00000008180,11,04,2,0000000fbfcf51a9,1,0
96,96,0,5047c00000008580,11,04,4,0000000fbfcf51b0,1,0
97,97,0,0007e00000008280,11,04,2,0000000fbfcf51bf,1,0
98,98,0,504bc00000008680,11,04,4,0000000fbfcf51c6,1,0
99,99,0,0007e00000008380,11,04,2,0000000fbfcf51d5,1,0
100,100,0,0007e00000008480,11,04,2,0000000fbfcf51eb,1,0
101,101,0,0007e00000008580,11,04,2,0000000fbfcf5201,1,0
102,102,0,0007e00000008680,11,04,2,0000000fbfcf5218,1,0
103,103,0,5807e40000008080,01,08,5,0000000fbfcf525d,1,0
104,104,0,1807e00000008080,11,04,2,0000000fbfcf52aa,1,0
105,105,0,0003e00000000080,01,06,0,0000000fbfcf53d1,1,0
106,106,0,4803c00000000080,11,04,4,0000000fbfcf54d7,1,0
107,107,0,2804300000008180,01,06,0,0000000fbfcf5600,1,0
108,108,0,2800300000008280,01,06,0,0000000fbfcf5602,1,0
109,109,0,2804300000008380,01,06,0,0000000fbfcf5604,1,0
110,110,0,2844300000008480,01,06,0,0000000fbfcf5606,1,0
111,111,0,2840300000008580,01,06,0,0000000fbfcf5608,1,0
112,112,0,2843f00000008680,01,06,0,0000000fbfcf560a,1,0
113,113,0,5007c00000008180,11,04,4,0000000fbfcf564e,1,0
114,114,0,5003c00000008280,11,04,4,0000000fbfcf5664,1,0
115,115,0,5007c00000008380,11,04,4,0000000fbfcf567a,1,0
116,116,0,5047c00000008480,11,04,4,0000000fbfcf5690,1,0
117,117,0,0007e00000008180,11,04,2,0000000fbfcf569f,1,0
118,118,0,5043c00000008580,11,04,4,0000000fbfcf56a6,1,0
119,119,0,0007e00000008280,11,04,2,0000000fbfcf56b5,1,0
120,120,0,5043c00000008680,11,04,4,0000000fbfcf56bc,1,0
121,121,0,0007e00000008380,11,04,2,0000000fbfcf56cb,1,0
122,122,0,0007e00000008480,11,04,2,0000000fbfcf56e0,1,0
123,123,0,0007e00000008580,11,04,2,0000000fbfcf56f7,1,0
124,124,0,0007e00000008680,11,04,2,0000000fbfcf570e,1,0
125,125,0,0007e00000008080,01,06,0,0000000fbfcf5716,1,0
126,126,0,4807c00000008080,11,04,4,0000000fbfcf5868,1,0
127,127,0,7007e40000000080,01,08,5,0000000fbfcf5944,1,0
128,128,0,2004200000000080,01,0a,1,0000000fbfcf5986,1,0
129,129,0,3807e00000008080,01,06,0,0000000fbfcf5add,1,0
