Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_even/i_trace_app/traceOut_event_data[63:0],i_app/dcs_even/i_trace_app/traceOut_event_size[4:0],i_app/dcs_even/i_trace_app/traceOut_event_vc[4:0],i_app/dcs_even/i_trace_app/traceOut_src[2:0],i_app/dcs_even/i_trace_app/traceOut_ts[63:0],i_app/dcs_even/i_trace_app/dump_1,i_app/dcs_even/i_trace_app/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000000000000,00,00,0,0000000000000000,0,0
1,1,0,0000000000000000,00,00,0,0000000000000000,0,0
2,2,0,0000000000000000,00,00,0,0000000000000000,0,0
3,3,0,0000000000000000,00,00,0,0000000000000000,0,0
4,4,0,0000000000000000,00,00,0,0000000000000000,0,0
5,5,0,0000000000000000,00,00,0,0000000000000000,0,0
6,6,0,0000000000000000,00,00,0,0000000000000000,0,0
7,7,0,0000000000000000,00,00,0,0000000000000000,0,0
8,8,0,0000000000000000,00,00,0,0000000000000000,0,0
9,9,0,0000000000000000,00,00,0,0000000000000000,0,0
10,10,0,0000000000000000,00,00,0,0000000000000000,0,0
11,11,0,0000000000000000,00,00,0,0000000000000000,0,0
12,12,0,0000000000000000,00,00,0,0000000000000000,0,0
13,13,0,0000000000000000,00,00,0,0000000000000000,0,0
14,14,0,0000000000000000,00,00,0,0000000000000000,0,0
15,15,0,0000000000000000,00,00,0,0000000000000000,0,0
16,16,1,0000000000000000,00,00,0,0000000000000000,1,0
17,17,0,2840300000008580,01,06,0,0000005f0cbda479,1,0
18,18,0,2847f00000008680,01,06,0,0000005f0cbda47b,1,0
19,19,0,5003c00000008180,11,04,4,0000005f0cbda4ca,1,0
20,20,0,5003c00000008280,11,04,4,0000005f0cbda4e0,1,0
21,21,0,5003c00000008380,11,04,4,0000005f0cbda4f6,1,0
22,22,0,5043c00000008480,11,04,4,0000005f0cbda50c,1,0
23,23,0,0007e00000008180,11,04,2,0000005f0cbda51d,1,0
24,24,0,5043c00000008580,11,04,4,0000005f0cbda522,1,0
25,25,0,0007e00000008280,11,04,2,0000005f0cbda534,1,0
26,26,0,5047c00000008680,11,04,4,0000005f0cbda538,1,0
27,27,0,0007e00000008380,11,04,2,0000005f0cbda548,1,0
28,28,0,0007e00000008480,11,04,2,0000005f0cbda55f,1,0
29,29,0,0007e00000008580,11,04,2,0000005f0cbda575,1,0
30,30,0,0007e00000008080,01,06,0,0000005f0cbda587,1,0
31,31,0,0007e00000008680,11,04,2,0000005f0cbda58c,1,0
32,32,0,4807c00000008080,11,04,4,0000005f0cbda6d5,1,0
33,33,0,3803e00000008080,01,06,0,0000005f0cbda889,1,0
34,34,0,2800300000008180,01,06,0,0000005f0cbda897,1,0
35,35,0,2800300000008280,01,06,0,0000005f0cbda899,1,0
36,36,0,2804300000008380,01,06,0,0000005f0cbda89b,1,0
37,37,0,2844300000008480,01,06,0,0000005f0cbda89d,1,0
38,38,0,2844300000008580,01,06,0,0000005f0cbda89f,1,0
39,39,0,2847f00000008680,01,06,0,0000005f0cbda8a1,1,0
40,40,0,5000000000008080,01,0a,3,0000005f0cbda8a3,1,0
41,41,0,5003c00000008180,11,04,4,0000005f0cbda8f2,1,0
42,42,0,5003c00000008280,11,04,4,0000005f0cbda908,1,0
43,43,0,5007c00000008380,11,04,4,0000005f0cbda91e,1,0
44,44,0,5047c00000008480,11,04,4,0000005f0cbda934,1,0
45,45,0,0007e00000008180,11,04,2,0000005f0cbda945,1,0
46,46,0,5047c00000008580,11,04,4,0000005f0cbda94a,1,0
47,47,0,0007e00000008280,11,04,2,0000005f0cbda95b,1,0
48,48,0,5047c00000008680,11,04,4,0000005f0cbda960,1,0
49,49,0,0007e00000008380,11,04,2,0000005f0cbda972,1,0
50,50,0,0007e00000008480,11,04,2,0000005f0cbda987,1,0
51,51,0,0007e00000008580,11,04,2,0000005f0cbda99c,1,0
52,52,0,0007e00000008680,11,04,2,0000005f0cbda9b4,1,0
53,53,0,5807e40000008080,01,08,5,0000005f0cbda9f3,1,0
54,54,0,0003e00000008080,01,06,0,0000005f0cbcc69e,1,0
55,55,0,0007e00000008680,11,04,2,0000005f0cbcc6a3,1,0
56,56,0,4803c00000008080,11,04,4,0000005f0cbcc7ec,1,0
57,57,0,3803e00000008080,01,06,0,0000005f0cbcc98e,1,0
58,58,0,2800300000008180,01,06,0,0000005f0cbcc99a,1,0
59,59,0,2800300000008280,01,06,0,0000005f0cbcc99c,1,0
60,60,0,2800300000008380,01,06,0,0000005f0cbcc99e,1,0
61,61,0,2844300000008480,01,06,0,0000005f0cbcc9a0,1,0
62,62,0,2840300000008580,01,06,0,0000005f0cbcc9a2,1,0
63,63,0,2847f00000008680,01,06,0,0000005f0cbcc9a4,1,0
64,64,0,5000000000008080,01,0a,3,0000005f0cbcc9a6,1,0
65,65,0,5003c00000008180,11,04,4,0000005f0cbcc9f3,1,0
66,66,0,5003c00000008280,11,04,4,0000005f0cbcca09,1,0
67,67,0,5003c00000008380,11,04,4,0000005f0cbcca1f,1,0
68,68,0,5047c00000008480,11,04,4,0000005f0cbcca35,1,0
69,69,0,0007e00000008180,11,04,2,0000005f0cbcca46,1,0
70,70,0,5043c00000008580,11,04,4,0000005f0cbcca4b,1,0
71,71,0,0007e00000008280,11,04,2,0000005f0cbcca5c,1,0
72,72,0,5047c00000008680,11,04,4,0000005f0cbcca61,1,0
73,73,0,0007e00000008380,11,04,2,0000005f0cbcca72,1,0
74,74,0,0007e00000008480,11,04,2,0000005f0cbcca88,1,0
75,75,0,0007e00000008580,11,04,2,0000005f0cbcca9e,1,0
76,76,0,0007e00000008680,11,04,2,0000005f0cbccab5,1,0
77,77,0,5807e40000008080,01,08,5,0000005f0cbccaf4,1,0
78,78,0,1807e00000008080,11,04,2,0000005f0cbccb42,1,0
79,79,0,2804300000008180,01,06,0,0000005f0cbccda9,1,0
80,80,0,2804300000008280,01,06,0,0000005f0cbccdab,1,0
81,81,0,2800300000008380,01,06,0,0000005f0cbccdad,1,0
82,82,0,2840300000008480,01,06,0,0000005f0cbccdaf,1,0
83,83,0,2840300000008580,01,06,0,0000005f0cbccdb1,1,0
84,84,0,2843f00000008680,01,06,0,0000005f0cbccdb3,1,0
85,85,0,5007c00000008180,11,04,4,0000005f0cbcce03,1,0
86,86,0,5007c00000008280,11,04,4,0000005f0cbcce19,1,0
87,87,0,5003c00000008380,11,04,4,0000005f0cbcce2f,1,0
88,88,0,5043c00000008480,11,04,4,0000005f0cbcce45,1,0
89,89,0,0007e00000008180,11,04,2,0000005f0cbcce55,1,0
90,90,0,5043c00000008580,11,04,4,0000005f0cbcce5b,1,0
91,91,0,0007e00000008280,11,04,2,0000005f0cbcce6c,1,0
92,92,0,5043c00000008680,11,04,4,0000005f0cbcce71,1,0
93,93,0,0007e00000008380,11,04,2,0000005f0cbcce83,1,0
94,94,0,0007e00000008480,11,04,2,0000005f0cbcce98,1,0
95,95,0,0007e00000008580,11,04,2,0000005f0cbcceae,1,0
96,96,0,0003e00000008080,01,06,0,0000005f0cbccec0,1,0
97,97,0,0007e00000008680,11,04,2,0000005f0cbccec4,1,0
98,98,0,4803c00000008080,11,04,4,0000005f0cbcd00f,1,0
99,99,0,3807e00000008080,01,06,0,0000005f0cbcd1a9,1,0
100,100,0,2800300000008180,01,06,0,0000005f0cbcd1b7,1,0
101,101,0,2804300000008280,01,06,0,0000005f0cbcd1b9,1,0
102,102,0,2804300000008380,01,06,0,0000005f0cbcd1bb,1,0
103,103,0,2840300000008480,01,06,0,0000005f0cbcd1bd,1,0
104,104,0,2840300000008580,01,06,0,0000005f0cbcd1bf,1,0
105,105,0,2843f00000008680,01,06,0,0000005f0cbcd1c1,1,0
106,106,0,5004000000008080,01,0a,3,0000005f0cbcd1c3,1,0
107,107,0,5003c00000008180,11,04,4,0000005f0cbcd210,1,0
108,108,0,5007c00000008280,11,04,4,0000005f0cbcd226,1,0
109,109,0,5007c00000008380,11,04,4,0000005f0cbcd23c,1,0
110,110,0,5043c00000008480,11,04,4,0000005f0cbcd252,1,0
111,111,0,0007e00000008180,11,04,2,0000005f0cbcd264,1,0
112,112,0,5043c00000008580,11,04,4,0000005f0cbcd268,1,0
113,113,0,0007e00000008280,11,04,2,0000005f0cbcd279,1,0
114,114,0,5043c00000008680,11,04,4,0000005f0cbcd27e,1,0
115,115,0,0007e00000008380,11,04,2,0000005f0cbcd28e,1,0
116,116,0,0007e00000008480,11,04,2,0000005f0cbcd2a6,1,0
117,117,0,0007e00000008580,11,04,2,0000005f0cbcd2bc,1,0
118,118,0,0007e00000008680,11,04,2,0000005f0cbcd2d2,1,0
119,119,0,5807e40000008080,01,08,5,0000005f0cbcd311,1,0
120,120,0,1807e00000008080,11,04,2,0000005f0cbcd35e,1,0
121,121,0,2800300000008180,01,06,0,0000005f0cbcd5be,1,0
122,122,0,2804300000008280,01,06,0,0000005f0cbcd5c0,1,0
123,123,0,2800300000008380,01,06,0,0000005f0cbcd5c2,1,0
124,124,0,2844300000008480,01,06,0,0000005f0cbcd5c4,1,0
125,125,0,2840300000008580,01,06,0,0000005f0cbcd5c6,1,0
126,126,0,2843f00000008680,01,06,0,0000005f0cbcd5c8,1,0
127,127,0,5003c00000008180,11,04,4,0000005f0cbcd617,1,0
128,128,0,5007c00000008280,11,04,4,0000005f0cbcd62d,1,0
129,129,0,5003c00000008380,11,04,4,0000005f0cbcd643,1,0
