Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_odd/i_trace_sys/traceOut_event_data[63:0],i_app/dcs_odd/i_trace_sys/traceOut_event_size[4:0],i_app/dcs_odd/i_trace_sys/traceOut_event_vc[4:0],i_app/dcs_odd/i_trace_sys/traceOut_src[2:0],i_app/dcs_odd/i_trace_sys/traceOut_ts[63:0],i_app/dcs_odd/i_trace_sys/dump_1,i_app/dcs_odd/i_trace_sys/sampleLost
144,144,0,5043c00000008500,11,05,4,0000009928074984,1,0
145,145,0,0007e00000008300,11,05,2,000000992807498c,1,0
146,146,0,5043c00000008600,11,05,4,00000099280749a7,1,0
147,147,0,0007e00000008400,11,05,2,00000099280749ae,1,0
148,148,0,0007e00000008500,11,05,2,00000099280749d4,1,0
149,149,0,0007e00000008600,11,05,2,00000099280749f6,1,0
150,150,0,5803e40000008000,01,09,5,0000009928074aa9,1,0
151,151,0,1803e00000008000,11,05,2,0000009928074af6,1,0
152,152,0,2800300000008100,01,07,0,0000009928074f14,1,0
153,153,0,2800300000008200,01,07,0,0000009928074f19,1,0
154,154,0,2804300000008300,01,07,0,0000009928074f1c,1,0
155,155,0,2844300000008400,01,07,0,0000009928074f1f,1,0
156,156,0,2840300000008500,01,07,0,0000009928074f22,1,0
157,157,0,2844300000008600,01,07,0,0000009928074f25,1,0
158,158,0,5003c00000008100,11,05,4,0000009928074fbc,1,0
159,159,0,5003c00000008200,11,05,4,0000009928074fdf,1,0
160,160,0,5007c00000008300,11,05,4,0000009928075002,1,0
161,161,0,0007e00000008100,11,05,2,000000992807500c,1,0
162,162,0,5047c00000008400,11,05,4,0000009928075026,1,0
163,163,0,0007e00000008200,11,05,2,000000992807502e,1,0
164,164,0,5043c00000008500,11,05,4,0000009928075049,1,0
165,165,0,0007e00000008300,11,05,2,0000009928075050,1,0
166,166,0,5047c00000008600,11,05,4,000000992807506d,1,0
167,167,0,0007e00000008400,11,05,2,0000009928075076,1,0
168,168,0,0007e00000008500,11,05,2,0000009928075098,1,0
169,169,0,0007e00000008600,11,05,2,00000099280750bc,1,0
170,170,0,0003e00000008000,01,07,0,00000099280750d3,1,0
171,171,0,4803c00000008000,11,05,4,000000992807531d,1,0
172,172,0,3807e00000008000,01,07,0,00000099280755c8,1,0
173,173,0,2800300000008100,01,07,0,00000099280755dd,1,0
174,174,0,2800300000008200,01,07,0,00000099280755e0,1,0
175,175,0,2804300000008300,01,07,0,00000099280755e3,1,0
176,176,0,2844300000008400,01,07,0,00000099280755e6,1,0
177,177,0,2844300000008500,01,07,0,00000099280755e9,1,0
178,178,0,2844300000008600,01,07,0,00000099280755ec,1,0
179,179,0,5004000000008000,01,0b,3,0000009928075616,1,0
180,180,0,5003c00000008100,11,05,4,0000009928075696,1,0
181,181,0,5003c00000008200,11,05,4,00000099280756ba,1,0
182,182,0,5007c00000008300,11,05,4,00000099280756dd,1,0
183,183,0,0007e00000008100,11,05,2,00000099280756e6,1,0
184,184,0,5047c00000008400,11,05,4,0000009928075701,1,0
185,185,0,0007e00000008200,11,05,2,000000992807570a,1,0
186,186,0,5047c00000008500,11,05,4,0000009928075724,1,0
187,187,0,0007e00000008300,11,05,2,000000992807572c,1,0
188,188,0,5047c00000008600,11,05,4,0000009928075748,1,0
189,189,0,0007e00000008400,11,05,2,000000992807574e,1,0
190,190,0,0007e00000008500,11,05,2,0000009928075774,1,0
191,191,0,0007e00000008600,11,05,2,0000009928075797,1,0
192,192,0,5803e40000008000,01,09,5,0000009928075836,1,0
193,193,0,1803e00000008000,11,05,2,0000009928075880,1,0
194,194,0,0003e00000000000,01,07,0,0000009928075a5d,1,0
195,195,0,4803c00000000000,11,05,4,0000009928075be3,1,0
196,196,0,2800300000008100,01,07,0,0000009928075d91,1,0
197,197,0,2800300000008200,01,07,0,0000009928075d96,1,0
198,198,0,2804300000008300,01,07,0,0000009928075d99,1,0
199,199,0,2844300000008400,01,07,0,0000009928075d9c,1,0
200,200,0,2844300000008500,01,07,0,0000009928075d9f,1,0
201,201,0,2844300000008600,01,07,0,0000009928075da2,1,0
202,202,0,5003c00000008100,11,05,4,0000009928075e37,1,0
203,203,0,5003c00000008200,11,05,4,0000009928075e60,1,0
204,204,0,5007c00000008300,11,05,4,0000009928075e83,1,0
205,205,0,0007e00000008100,11,05,2,0000009928075e86,1,0
206,206,0,5047c00000008400,11,05,4,0000009928075ea6,1,0
207,207,0,0007e00000008200,11,05,2,0000009928075eb0,1,0
208,208,0,5047c00000008500,11,05,4,0000009928075eca,1,0
209,209,0,0007e00000008300,11,05,2,0000009928075ed0,1,0
210,210,0,5047c00000008600,11,05,4,0000009928075eed,1,0
211,211,0,0007e00000008400,11,05,2,0000009928075ef6,1,0
212,212,0,0007e00000008500,11,05,2,0000009928075f1a,1,0
213,213,0,0007e00000008600,11,05,2,0000009928075f3c,1,0
214,214,0,0007e00000008000,01,07,0,0000009928075f58,1,0
215,215,0,4807c00000008000,11,05,4,00000099280761a4,1,0
216,216,0,7003e40000000000,01,09,5,00000099280762fa,1,0
217,217,0,2000200000000000,01,0b,1,000000992807633c,1,0
218,218,0,3807e00000008000,01,07,0,0000009928076582,1,0
219,219,0,2804300000008100,01,07,0,000000992807659a,1,0
220,220,0,2800300000008200,01,07,0,000000992807659d,1,0
221,221,0,2808300000008300,01,07,0,00000099280765a0,1,0
222,222,0,2840300000008400,01,07,0,00000099280765a3,1,0
223,223,0,2840300000008500,01,07,0,00000099280765a6,1,0
224,224,0,2840300000008600,01,07,0,00000099280765a9,1,0
225,225,0,5004000000008000,01,0b,3,00000099280765d0,1,0
226,226,0,5007c00000008100,11,05,4,0000009928076641,1,0
227,227,0,5003c00000008200,11,05,4,0000009928076669,1,0
228,228,0,500bc00000008300,11,05,4,000000992807668d,1,0
229,229,0,0007e00000008100,11,05,2,0000009928076690,1,0
230,230,0,5043c00000008400,11,05,4,00000099280766b0,1,0
231,231,0,0007e00000008200,11,05,2,00000099280766b8,1,0
232,232,0,5043c00000008500,11,05,4,00000099280766d4,1,0
233,233,0,0007e00000008300,11,05,2,00000099280766dc,1,0
234,234,0,5043c00000008600,11,05,4,00000099280766f7,1,0
235,235,0,0007e00000008400,11,05,2,00000099280766fe,1,0
236,236,0,0007e00000008500,11,05,2,0000009928076724,1,0
237,237,0,0007e00000008600,11,05,2,0000009928076746,1,0
238,238,0,5803e40000008000,01,09,5,0000009928076800,1,0
239,239,0,1803e00000008000,11,05,2,000000992807684c,1,0
240,240,0,0007e00000000000,01,07,0,0000009928076a26,1,0
241,241,0,4807c00000000000,11,05,4,0000009928076bf3,1,0
242,242,0,2800300000008100,01,07,0,0000009928076da3,1,0
243,243,0,2808300000008200,01,07,0,0000009928076da6,1,0
244,244,0,2804300000008300,01,07,0,0000009928076da9,1,0
245,245,0,2844300000008400,01,07,0,0000009928076dac,1,0
246,246,0,2844300000008500,01,07,0,0000009928076daf,1,0
247,247,0,2840300000008600,01,07,0,0000009928076db2,1,0
248,248,0,5003c00000008100,11,05,4,0000009928076e4b,1,0
249,249,0,500bc00000008200,11,05,4,0000009928076e6e,1,0
250,250,0,5007c00000008300,11,05,4,0000009928076e91,1,0
251,251,0,0007e00000008100,11,05,2,0000009928076e9a,1,0
252,252,0,5047c00000008400,11,05,4,0000009928076eb5,1,0
253,253,0,0007e00000008200,11,05,2,0000009928076ebe,1,0
254,254,0,5047c00000008500,11,05,4,0000009928076ed8,1,0
255,255,0,0007e00000008300,11,05,2,0000009928076ede,1,0
256,256,0,5043c00000008600,11,05,4,0000009928076efc,1,0
257,257,0,0007e00000008400,11,05,2,0000009928076f04,1,0
258,258,0,0007e00000008500,11,05,2,0000009928076f28,1,0
259,259,0,0007e00000008600,11,05,2,0000009928076f4c,1,0
260,260,0,0003e00000008000,01,07,0,0000009928076f68,1,0
261,261,0,4803c00000008000,11,05,4,00000099280771b6,1,0
262,262,0,7003e40000000000,01,09,5,0000009928077310,1,0
263,263,0,2000200000000000,01,0b,1,0000009928077352,1,0
264,264,0,3807e00000008000,01,07,0,0000009928077577,1,0
265,265,0,2800300000008100,01,07,0,000000992807758d,1,0
266,266,0,2800300000008200,01,07,0,0000009928077590,1,0
267,267,0,2800300000008300,01,07,0,0000009928077593,1,0
268,268,0,2840300000008400,01,07,0,0000009928077596,1,0
269,269,0,2840300000008500,01,07,0,0000009928077599,1,0
270,270,0,2840300000008600,01,07,0,000000992807759c,1,0
271,271,0,5004000000008000,01,0b,3,00000099280775c5,1,0
272,272,0,5003c00000008100,11,05,4,0000009928077634,1,0
273,273,0,5003c00000008200,11,05,4,0000009928077657,1,0
274,274,0,5003c00000008300,11,05,4,000000992807767b,1,0
275,275,0,0007e00000008100,11,05,2,0000009928077684,1,0
276,276,0,5043c00000008400,11,05,4,000000992807769e,1,0
277,277,0,0007e00000008200,11,05,2,00000099280776a6,1,0
278,278,0,5043c00000008500,11,05,4,00000099280776c2,1,0
279,279,0,0007e00000008300,11,05,2,00000099280776ca,1,0
280,280,0,5043c00000008600,11,05,4,00000099280776e5,1,0
281,281,0,0007e00000008400,11,05,2,00000099280776ee,1,0
282,282,0,0007e00000008500,11,05,2,0000009928077710,1,0
283,283,0,0007e00000008600,11,05,2,0000009928077734,1,0
284,284,0,5803e40000008000,01,09,5,00000099280777e7,1,0
285,285,0,1803e00000008000,11,05,2,0000009928077834,1,0
286,286,0,2804300000008100,01,07,0,0000009928077c31,1,0
287,287,0,2800300000008200,01,07,0,0000009928077c34,1,0
288,288,0,2800300000008300,01,07,0,0000009928077c37,1,0
289,289,0,2840300000008400,01,07,0,0000009928077c3a,1,0
290,290,0,2840300000008500,01,07,0,0000009928077c3d,1,0
291,291,0,2844300000008600,01,07,0,0000009928077c40,1,0
292,292,0,5007c00000008100,11,05,4,0000009928077cd8,1,0
293,293,0,5003c00000008200,11,05,4,0000009928077cfb,1,0
294,294,0,5003c00000008300,11,05,4,0000009928077d1f,1,0
295,295,0,0007e00000008100,11,05,2,0000009928077d26,1,0
296,296,0,5043c00000008400,11,05,4,0000009928077d42,1,0
297,297,0,0007e00000008200,11,05,2,0000009928077d4a,1,0
298,298,0,5043c00000008500,11,05,4,0000009928077d66,1,0
299,299,0,0007e00000008300,11,05,2,0000009928077d6e,1,0
300,300,0,5047c00000008600,11,05,4,0000009928077d89,1,0
301,301,0,0007e00000008400,11,05,2,0000009928077d92,1,0
302,302,0,0007e00000008500,11,05,2,0000009928077db5,1,0
303,303,0,0007e00000008600,11,05,2,0000009928077dd8,1,0
304,304,0,0007e00000008000,01,07,0,0000009928077df0,1,0
305,305,0,4807c00000008000,11,05,4,000000992807803b,1,0
306,306,0,0003e00000000000,01,07,0,00000099280780b4,1,0
307,307,0,4803c00000000000,11,05,4,000000992807823a,1,0
308,308,0,3803e00000008000,01,07,0,00000099280783d8,1,0
309,309,0,2804300000008100,01,07,0,00000099280783ed,1,0
310,310,0,2800300000008200,01,07,0,00000099280783f0,1,0
311,311,0,2800300000008300,01,07,0,00000099280783f3,1,0
312,312,0,2844300000008400,01,07,0,00000099280783f6,1,0
313,313,0,2840300000008500,01,07,0,00000099280783f9,1,0
314,314,0,2844300000008600,01,07,0,00000099280783fc,1,0
315,315,0,5000000000008000,01,0b,3,0000009928078427,1,0
316,316,0,5007c00000008100,11,05,4,0000009928078494,1,0
317,317,0,5003c00000008200,11,05,4,00000099280784b8,1,0
318,318,0,5003c00000008300,11,05,4,00000099280784db,1,0
319,319,0,0007e00000008100,11,05,2,00000099280784e3,1,0
320,320,0,5047c00000008400,11,05,4,00000099280784ff,1,0
321,321,0,0007e00000008200,11,05,2,0000009928078506,1,0
322,322,0,5043c00000008500,11,05,4,0000009928078522,1,0
323,323,0,0007e00000008300,11,05,2,000000992807852a,1,0
324,324,0,5047c00000008600,11,05,4,0000009928078546,1,0
325,325,0,0007e00000008400,11,05,2,000000992807854e,1,0
326,326,0,0007e00000008500,11,05,2,0000009928078572,1,0
327,327,0,0007e00000008600,11,05,2,0000009928078596,1,0
328,328,0,5803e40000008000,01,09,5,0000009928078650,1,0
329,329,0,1803e00000008000,11,05,2,000000992807869c,1,0
330,330,0,7003e40000000000,01,09,5,0000009928078958,1,0
331,331,0,2000200000000000,01,0b,1,000000992807899a,1,0
332,332,0,2804300000008100,01,07,0,0000009928078bd5,1,0
333,333,0,2800300000008200,01,07,0,0000009928078bd9,1,0
334,334,0,2804300000008300,01,07,0,0000009928078bdc,1,0
335,335,0,2840300000008400,01,07,0,0000009928078bdf,1,0
336,336,0,2840300000008500,01,07,0,0000009928078be2,1,0
337,337,0,2844300000008600,01,07,0,0000009928078be5,1,0
338,338,0,5007c00000008100,11,05,4,0000009928078c7c,1,0
339,339,0,5003c00000008200,11,05,4,0000009928078ca0,1,0
340,340,0,5007c00000008300,11,05,4,0000009928078cc3,1,0
341,341,0,0007e00000008100,11,05,2,0000009928078ccc,1,0
342,342,0,5043c00000008400,11,05,4,0000009928078ce6,1,0
343,343,0,0007e00000008200,11,05,2,0000009928078cf0,1,0
344,344,0,5043c00000008500,11,05,4,0000009928078d0a,1,0
345,345,0,0007e00000008300,11,05,2,0000009928078d12,1,0
346,346,0,5047c00000008600,11,05,4,0000009928078d2d,1,0
347,347,0,0007e00000008400,11,05,2,0000009928078d34,1,0
348,348,0,0007e00000008500,11,05,2,0000009928078d5a,1,0
349,349,0,0007e00000008600,11,05,2,0000009928078d7c,1,0
350,350,0,0007e00000008000,01,07,0,0000009928078d94,1,0
351,351,0,4807c00000008000,11,05,4,0000009928078fe2,1,0
352,352,0,0003e00000000000,01,07,0,0000009928079057,1,0
353,353,0,4803c00000000000,11,05,4,00000099280791d1,1,0
354,354,0,3803e00000008000,01,07,0,0000009928079353,1,0
355,355,0,2804300000008100,01,07,0,0000009928079367,1,0
356,356,0,2800300000008200,01,07,0,000000992807936b,1,0
357,357,0,2800300000008300,01,07,0,000000992807936e,1,0
358,358,0,2844300000008400,01,07,0,0000009928079371,1,0
359,359,0,2840300000008500,01,07,0,0000009928079374,1,0
360,360,0,2844300000008600,01,07,0,0000009928079377,1,0
361,361,0,5000000000008000,01,0b,3,00000099280793a1,1,0
362,362,0,5007c00000008100,11,05,4,000000992807940f,1,0
363,363,0,5003c00000008200,11,05,4,0000009928079432,1,0
364,364,0,5003c00000008300,11,05,4,0000009928079455,1,0
365,365,0,0007e00000008100,11,05,2,000000992807945c,1,0
366,366,0,5047c00000008400,11,05,4,0000009928079479,1,0
367,367,0,0007e00000008200,11,05,2,0000009928079482,1,0
368,368,0,5043c00000008500,11,05,4,000000992807949c,1,0
369,369,0,0007e00000008300,11,05,2,00000099280794a4,1,0
370,370,0,5047c00000008600,11,05,4,00000099280794c0,1,0
371,371,0,0007e00000008400,11,05,2,00000099280794c8,1,0
372,372,0,0007e00000008500,11,05,2,00000099280794eb,1,0
373,373,0,0007e00000008600,11,05,2,000000992807950e,1,0
374,374,0,5803e40000008000,01,09,5,00000099280795c3,1,0
375,375,0,1803e00000008000,11,05,2,000000992807960f,1,0
376,376,0,2800300000008100,01,07,0,0000009928079a16,1,0
377,377,0,2800300000008200,01,07,0,0000009928079a19,1,0
378,378,0,2800300000008300,01,07,0,0000009928079a1c,1,0
379,379,0,2840300000008400,01,07,0,0000009928079a1f,1,0
380,380,0,2840300000008500,01,07,0,0000009928079a22,1,0
381,381,0,2840300000008600,01,07,0,0000009928079a25,1,0
382,382,0,5003c00000008100,11,05,4,0000009928079abc,1,0
383,383,0,5003c00000008200,11,05,4,0000009928079ae4,1,0
384,384,0,5003c00000008300,11,05,4,0000009928079b08,1,0
385,385,0,0007e00000008100,11,05,2,0000009928079b0c,1,0
386,386,0,5043c00000008400,11,05,4,0000009928079b2b,1,0
387,387,0,0007e00000008200,11,05,2,0000009928079b34,1,0
388,388,0,5043c00000008500,11,05,4,0000009928079b4f,1,0
389,389,0,0007e00000008300,11,05,2,0000009928079b5c,1,0
390,390,0,5043c00000008600,11,05,4,0000009928079b72,1,0
391,391,0,0007e00000008400,11,05,2,0000009928079b7a,1,0
392,392,0,0007e00000008500,11,05,2,0000009928079b9e,1,0
393,393,0,0007e00000008600,11,05,2,0000009928079bc2,1,0
394,394,0,0007e00000008000,01,07,0,0000009928079bd8,1,0
395,395,0,0007e00000008400,11,05,2,0000009928062d9c,1,0
396,396,0,0007e00000008500,11,05,2,0000009928062dc0,1,0
397,397,0,0007e00000008600,11,05,2,0000009928062de2,1,0
398,398,0,5803e40000008000,01,09,5,0000009928062e95,1,0
399,399,0,1803e00000008000,11,05,2,0000009928062ee1,1,0
400,400,0,2800300000008100,01,07,0,00000099280632c9,1,0
401,401,0,2800300000008200,01,07,0,00000099280632cc,1,0
402,402,0,2800300000008300,01,07,0,00000099280632cf,1,0
403,403,0,2844300000008400,01,07,0,00000099280632d2,1,0
404,404,0,2844300000008500,01,07,0,00000099280632d5,1,0
405,405,0,2840300000008600,01,07,0,00000099280632d8,1,0
406,406,0,5003c00000008100,11,05,4,000000992806336f,1,0
407,407,0,5003c00000008200,11,05,4,0000009928063393,1,0
408,408,0,5003c00000008300,11,05,4,00000099280633b6,1,0
409,409,0,0007e00000008100,11,05,2,00000099280633bc,1,0
410,410,0,5047c00000008400,11,05,4,00000099280633d9,1,0
411,411,0,0007e00000008200,11,05,2,00000099280633e2,1,0
412,412,0,5047c00000008500,11,05,4,00000099280633fd,1,0
413,413,0,0007e00000008300,11,05,2,0000009928063406,1,0
414,414,0,5043c00000008600,11,05,4,0000009928063420,1,0
415,415,0,0007e00000008400,11,05,2,0000009928063428,1,0
416,416,0,0007e00000008500,11,05,2,000000992806344b,1,0
417,417,0,0007e00000008600,11,05,2,000000992806346e,1,0
418,418,0,0007e00000008000,01,07,0,0000009928063486,1,0
419,419,0,4807c00000008000,11,05,4,00000099280636d4,1,0
420,420,0,3807e00000008000,01,07,0,000000992806393b,1,0
421,421,0,2804300000008100,01,07,0,000000992806394f,1,0
422,422,0,2800300000008200,01,07,0,0000009928063954,1,0
423,423,0,2800300000008300,01,07,0,0000009928063957,1,0
424,424,0,2840300000008400,01,07,0,000000992806395a,1,0
425,425,0,2840300000008500,01,07,0,000000992806395d,1,0
426,426,0,2844300000008600,01,07,0,0000009928063960,1,0
427,427,0,5004000000008000,01,0b,3,0000009928063989,1,0
