index,raw,opcode,message,timestamp,aliased_addr,cycles,dirty,dmask,fillo,hreq_id,ns,nxm,rnode,rreq_id,src,unaliased_addr,vc,xb1,xb10,xb1_2,xb2,xb3,xb4,xb5
380,0x2840300000008500,5,ECI_CMD_MREQ_RLDX,2870503699.885000,8500,574100739977,,0,,,1,,,16,0,8500,7,,,,0,4,0,
381,0x2844300000008600,5,ECI_CMD_MREQ_RLDX,2870503699.900000,8600,574100739980,,0,,,1,,,17,0,8600,7,,,,0,4,0,
382,0x5000000000008000,10,ECI_CMD_MRSP_PEMD,2870503700.110000,8000,574100740022,0,0,0,,,0,,0,3,8000,11,0,,0,,0,,0
383,0x5003c00000008100,10,ECI_CMD_MRSP_PEMD,2870503700.655000,8100,574100740131,0,15,0,,,0,,0,4,8100,5,0,,0,,0,,0
384,0x5003c00000008200,10,ECI_CMD_MRSP_PEMD,2870503700.855000,8200,574100740171,0,15,0,,,0,,0,4,8200,5,0,,0,,0,,0
385,0x5003c00000008300,10,ECI_CMD_MRSP_PEMD,2870503701.035000,8300,574100740207,0,15,0,,,0,,0,4,8300,5,0,,0,,0,,0
386,0x0007e00000008100,0,ECI_CMD_MRSP_VICD,2870503701.050000,8100,574100740210,,15,,,1,,,,2,8100,5,,1,,,,,0
387,0x5043c00000008400,10,ECI_CMD_MRSP_PEMD,2870503701.210000,8400,574100740242,0,15,0,,,0,,16,4,8400,5,0,,0,,0,,0
388,0x0007e00000008200,0,ECI_CMD_MRSP_VICD,2870503701.250000,8200,574100740250,,15,,,1,,,,2,8200,5,,1,,,,,0
389,0x5043c00000008500,10,ECI_CMD_MRSP_PEMD,2870503701.390000,8500,574100740278,0,15,0,,,0,,16,4,8500,5,0,,0,,0,,0
390,0x0007e00000008300,0,ECI_CMD_MRSP_VICD,2870503701.430000,8300,574100740286,,15,,,1,,,,2,8300,5,,1,,,,,0
391,0x5047c00000008600,10,ECI_CMD_MRSP_PEMD,2870503701.565000,8600,574100740313,0,15,0,,,0,,17,4,8600,5,0,,0,,0,,0
392,0x0007e00000008400,0,ECI_CMD_MRSP_VICD,2870503701.600000,8400,574100740320,,15,,,1,,,,2,8400,5,,1,,,,,0
393,0x0007e00000008500,0,ECI_CMD_MRSP_VICD,2870503701.790000,8500,574100740358,,15,,,1,,,,2,8500,5,,1,,,,,0
394,0x0007e00000008600,0,ECI_CMD_MRSP_VICD,2870503701.960000,8600,574100740392,,15,,,1,,,,2,8600,5,,1,,,,,0
395,0x5803e40000008000,11,ECI_CMD_MFWD_FEVX_EH,2870503702.855000,8000,574100740571,,15,,0,1,,1,,5,8000,9,0,,,0,0,,
396,0x1803e00000008000,3,ECI_CMD_MRSP_VICDHI,2870503703.240000,8000,574100740648,,15,,0,1,,,,2,8000,5,,,,,0,,0
397,0x2800300000008100,5,ECI_CMD_MREQ_RLDX,2870503708.345000,8100,574100741669,,0,,,1,,,0,0,8100,7,,,,0,4,0,
