Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_odd/i_trace_sys/traceOut_event_data[63:0],i_app/dcs_odd/i_trace_sys/traceOut_event_size[4:0],i_app/dcs_odd/i_trace_sys/traceOut_event_vc[4:0],i_app/dcs_odd/i_trace_sys/traceOut_src[2:0],i_app/dcs_odd/i_trace_sys/traceOut_ts[63:0],i_app/dcs_odd/i_trace_sys/dump_1,i_app/dcs_odd/i_trace_sys/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
137,137,0,4807c00000008000,11,05,4,00000015c9cae4c3,1,0
138,138,0,0007e00000000000,01,07,0,00000015c9cae53b,1,0
139,139,0,4807c00000000000,11,05,4,00000015c9cae704,1,0
140,140,0,3807e00000008000,01,07,0,00000015c9cae8a0,1,0
141,141,0,2800300000008100,01,07,0,00000015c9cae8b4,1,0
142,142,0,2800300000008200,01,07,0,00000015c9cae8b6,1,0
143,143,0,2800300000008300,01,07,0,00000015c9cae8b8,1,0
144,144,0,2844300000008400,01,07,0,00000015c9cae8ba,1,0
145,145,0,2844300000008600,01,07,0,00000015c9cae8bc,1,0
146,146,0,2840300000008500,01,07,0,00000015c9cae8be,1,0
147,147,0,5004000000008000,01,0b,3,00000015c9cae8ee,1,0
148,148,0,5003c00000008100,11,05,4,00000015c9cae95a,1,0
149,149,0,5003c00000008200,11,05,4,00000015c9cae97d,1,0
150,150,0,5003c00000008300,11,05,4,00000015c9cae9a1,1,0
151,151,0,5047c00000008400,11,05,4,00000015c9cae9c4,1,0
152,152,0,5047c00000008600,11,05,4,00000015c9cae9e8,1,0
153,153,0,5043c00000008500,11,05,4,00000015c9caea0b,1,0
154,154,0,1803e00000008000,11,05,2,00000015c9caeb53,1,0
155,155,0,180be00000008100,11,05,2,00000015c9caec8e,1,0
156,156,0,1813e00000008200,11,05,2,00000015c9caec92,1,0
157,157,0,181be00000008300,11,05,2,00000015c9caec96,1,0
158,158,0,1823e00000008400,11,05,2,00000015c9caec99,1,0
159,159,0,182be00000008500,11,05,2,00000015c9caec9d,1,0
160,160,0,1833e00000008600,11,05,2,00000015c9caeca3,1,0
161,161,0,2000200000000000,01,0b,1,00000015c9caf01d,1,0
162,162,0,2800300000008100,01,07,0,00000015c9caf27a,1,0
163,163,0,2804300000008200,01,07,0,00000015c9caf27c,1,0
164,164,0,2800300000008300,01,07,0,00000015c9caf27e,1,0
165,165,0,2840300000008400,01,07,0,00000015c9caf280,1,0
166,166,0,2840300000008600,01,07,0,00000015c9caf282,1,0
167,167,0,2840300000008500,01,07,0,00000015c9caf284,1,0
168,168,0,5003c00000008100,11,05,4,00000015c9caf320,1,0
169,169,0,5007c00000008200,11,05,4,00000015c9caf344,1,0
170,170,0,5003c00000008300,11,05,4,00000015c9caf367,1,0
171,171,0,5043c00000008400,11,05,4,00000015c9caf38b,1,0
172,172,0,5043c00000008600,11,05,4,00000015c9caf3ae,1,0
173,173,0,5043c00000008500,11,05,4,00000015c9caf3d2,1,0
174,174,0,0003e00000008000,01,07,0,00000015c9caf437,1,0
175,175,0,180be00000008100,11,05,2,00000015c9caf65c,1,0
176,176,0,1813e00000008200,11,05,2,00000015c9caf660,1,0
177,177,0,181be00000008300,11,05,2,00000015c9caf664,1,0
178,178,0,1823e00000008400,11,05,2,00000015c9caf668,1,0
179,179,0,182be00000008500,11,05,2,00000015c9caf66c,1,0
180,180,0,1833e00000008600,11,05,2,00000015c9caf670,1,0
181,181,0,4803c00000008000,11,05,4,00000015c9caf843,1,0
182,182,0,0003e00000000000,01,07,0,00000015c9caf8bc,1,0
183,183,0,4803c00000000000,11,05,4,00000015c9cafa82,1,0
184,184,0,3803e00000008000,01,07,0,00000015c9cafc1d,1,0
185,185,0,2800300000008100,01,07,0,00000015c9cafc33,1,0
186,186,0,2800300000008200,01,07,0,00000015c9cafc35,1,0
187,187,0,2804300000008300,01,07,0,00000015c9cafc37,1,0
188,188,0,2844300000008400,01,07,0,00000015c9cafc39,1,0
189,189,0,2840300000008600,01,07,0,00000015c9cafc3b,1,0
190,190,0,2844300000008500,01,07,0,00000015c9cafc3d,1,0
191,191,0,5000000000008000,01,0b,3,00000015c9cafc6b,1,0
192,192,0,5003c00000008100,11,05,4,00000015c9cafcec,1,0
193,193,0,5003c00000008200,11,05,4,00000015c9cafd0f,1,0
194,194,0,5007c00000008300,11,05,4,00000015c9cafd32,1,0
195,195,0,5047c00000008400,11,05,4,00000015c9cafd56,1,0
196,196,0,5043c00000008600,11,05,4,00000015c9cafd79,1,0
197,197,0,5047c00000008500,11,05,4,00000015c9cafd9d,1,0
198,198,0,1803e00000008000,11,05,2,00000015c9cafed3,1,0
199,199,0,180be00000008100,11,05,2,00000015c9cb0010,1,0
200,200,0,1813e00000008200,11,05,2,00000015c9cb0013,1,0
201,201,0,181be00000008300,11,05,2,00000015c9cb0018,1,0
202,202,0,1823e00000008400,11,05,2,00000015c9cb001a,1,0
203,203,0,182be00000008500,11,05,2,00000015c9cb001e,1,0
204,204,0,1833e00000008600,11,05,2,00000015c9cb0021,1,0
205,205,0,2000200000000000,01,0b,1,00000015c9cb0398,1,0
206,206,0,2804300000008100,01,07,0,00000015c9cb05f7,1,0
207,207,0,2804300000008200,01,07,0,00000015c9cb05f9,1,0
208,208,0,2800300000008300,01,07,0,00000015c9cb05fb,1,0
209,209,0,2844300000008400,01,07,0,00000015c9cb05fd,1,0
210,210,0,2840300000008600,01,07,0,00000015c9cb05ff,1,0
211,211,0,2840300000008500,01,07,0,00000015c9cb0601,1,0
212,212,0,5007c00000008100,11,05,4,00000015c9cb069d,1,0
213,213,0,5007c00000008200,11,05,4,00000015c9cb06c0,1,0
214,214,0,5003c00000008300,11,05,4,00000015c9cb06e4,1,0
215,215,0,5047c00000008400,11,05,4,00000015c9cb0707,1,0
216,216,0,5043c00000008600,11,05,4,00000015c9cb072b,1,0
217,217,0,5043c00000008500,11,05,4,00000015c9cb074e,1,0
218,218,0,0003e00000008000,01,07,0,00000015c9cb07af,1,0
219,219,0,180be00000008100,11,05,2,00000015c9cb09da,1,0
220,220,0,1813e00000008200,11,05,2,00000015c9cb09de,1,0
221,221,0,181be00000008300,11,05,2,00000015c9cb09e0,1,0
222,222,0,1823e00000008400,11,05,2,00000015c9cb09e6,1,0
223,223,0,182be00000008500,11,05,2,00000015c9cb09e8,1,0
224,224,0,1833e00000008600,11,05,2,00000015c9cb09ee,1,0
225,225,0,4803c00000008000,11,05,4,00000015c9cb0bc1,1,0
226,226,0,3807e00000008000,01,07,0,00000015c9cb0e42,1,0
227,227,0,2804300000008100,01,07,0,00000015c9cb0e58,1,0
228,228,0,2808300000008200,01,07,0,00000015c9cb0e5a,1,0
229,229,0,2804300000008300,01,07,0,00000015c9cb0e5c,1,0
230,230,0,2844300000008400,01,07,0,00000015c9cb0e5e,1,0
231,231,0,2840300000008500,01,07,0,00000015c9cb0e60,1,0
232,232,0,2840300000008600,01,07,0,00000015c9cb0e62,1,0
233,233,0,5004000000008000,01,0b,3,00000015c9cb0e90,1,0
234,234,0,5007c00000008100,11,05,4,00000015c9cb0f11,1,0
235,235,0,500bc00000008200,11,05,4,00000015c9cb0f34,1,0
236,236,0,5007c00000008300,11,05,4,00000015c9cb0f58,1,0
237,237,0,5047c00000008400,11,05,4,00000015c9cb0f7b,1,0
238,238,0,5043c00000008500,11,05,4,00000015c9cb0f9f,1,0
239,239,0,5043c00000008600,11,05,4,00000015c9cb0fc2,1,0
240,240,0,1803e00000008000,11,05,2,00000015c9cb10f2,1,0
241,241,0,180be00000008100,11,05,2,00000015c9cb1230,1,0
242,242,0,1813e00000008200,11,05,2,00000015c9cb1233,1,0
243,243,0,181be00000008300,11,05,2,00000015c9cb1237,1,0
244,244,0,1823e00000008400,11,05,2,00000015c9cb123a,1,0
245,245,0,182be00000008500,11,05,2,00000015c9cb123e,1,0
246,246,0,1833e00000008600,11,05,2,00000015c9cb1240,1,0
247,247,0,2800300000008100,01,07,0,00000015c9cb16af,1,0
248,248,0,2800300000008200,01,07,0,00000015c9cb16b1,1,0
249,249,0,2800300000008300,01,07,0,00000015c9cb16b3,1,0
250,250,0,2840300000008400,01,07,0,00000015c9cb16b5,1,0
251,251,0,2840300000008600,01,07,0,00000015c9cb16b7,1,0
252,252,0,2844300000008500,01,07,0,00000015c9cb16b9,1,0
253,253,0,5003c00000008100,11,05,4,00000015c9cb1756,1,0
254,254,0,5003c00000008200,11,05,4,00000015c9cb177a,1,0
255,255,0,5003c00000008300,11,05,4,00000015c9cb179d,1,0
256,256,0,5043c00000008400,11,05,4,00000015c9cb17c1,1,0
257,257,0,5043c00000008600,11,05,4,00000015c9cb17e4,1,0
258,258,0,5047c00000008500,11,05,4,00000015c9cb1807,1,0
259,259,0,0003e00000008000,01,07,0,00000015c9cb1865,1,0
260,260,0,180be00000008100,11,05,2,00000015c9cb1a8c,1,0
261,261,0,1813e00000008200,11,05,2,00000015c9cb1a90,1,0
262,262,0,181be00000008300,11,05,2,00000015c9cb1a94,1,0
263,263,0,1823e00000008400,11,05,2,00000015c9cb1a97,1,0
264,264,0,182be00000008500,11,05,2,00000015c9cb1a9b,1,0
265,265,0,1833e00000008600,11,05,2,00000015c9cb1a9e,1,0
266,266,0,4803c00000008000,11,05,4,00000015c9cb1c73,1,0
267,267,0,3803e00000008000,01,07,0,00000015c9cb1ef0,1,0
268,268,0,2800300000008100,01,07,0,00000015c9cb1f04,1,0
269,269,0,2800300000008200,01,07,0,00000015c9cb1f08,1,0
270,270,0,2800300000008300,01,07,0,00000015c9cb1f0a,1,0
271,271,0,2844300000008400,01,07,0,00000015c9cb1f0c,1,0
272,272,0,2840300000008600,01,07,0,00000015c9cb1f0e,1,0
273,273,0,2844300000008500,01,07,0,00000015c9cb1f10,1,0
274,274,0,5000000000008000,01,0b,3,00000015c9cb1f3e,1,0
275,275,0,5003c00000008100,11,05,4,00000015c9cb1fbc,1,0
276,276,0,5003c00000008200,11,05,4,00000015c9cb1fdf,1,0
277,277,0,5003c00000008300,11,05,4,00000015c9cb2003,1,0
278,278,0,5047c00000008400,11,05,4,00000015c9cb2026,1,0
279,279,0,5043c00000008600,11,05,4,00000015c9cb204a,1,0
280,280,0,5047c00000008500,11,05,4,00000015c9cb206d,1,0
281,281,0,1803e00000008000,11,05,2,00000015c9cb219d,1,0
282,282,0,180be00000008100,11,05,2,00000015c9cb22d8,1,0
283,283,0,1813e00000008200,11,05,2,00000015c9cb22dc,1,0
284,284,0,181be00000008300,11,05,2,00000015c9cb22de,1,0
285,285,0,1823e00000008400,11,05,2,00000015c9cb22e4,1,0
286,286,0,182be00000008500,11,05,2,00000015c9cb22e7,1,0
287,287,0,1833e00000008600,11,05,2,00000015c9cb22ec,1,0
288,288,0,0003e00000000000,01,07,0,00000015c9cb2545,1,0
289,289,0,4803c00000000000,11,05,4,00000015c9cb270e,1,0
290,290,0,2804300000008100,01,07,0,00000015c9cb28c1,1,0
291,291,0,2800300000008200,01,07,0,00000015c9cb28c4,1,0
292,292,0,2804300000008300,01,07,0,00000015c9cb28c6,1,0
293,293,0,2840300000008400,01,07,0,00000015c9cb28c8,1,0
294,294,0,2840300000008600,01,07,0,00000015c9cb28ca,1,0
295,295,0,2844300000008500,01,07,0,00000015c9cb28cc,1,0
296,296,0,5007c00000008100,11,05,4,00000015c9cb2968,1,0
297,297,0,5003c00000008200,11,05,4,00000015c9cb298c,1,0
298,298,0,5007c00000008300,11,05,4,00000015c9cb29af,1,0
299,299,0,5043c00000008400,11,05,4,00000015c9cb29d3,1,0
300,300,0,5043c00000008600,11,05,4,00000015c9cb29f6,1,0
301,301,0,5047c00000008500,11,05,4,00000015c9cb2a1a,1,0
302,302,0,0007e00000008000,01,07,0,00000015c9cb2a81,1,0
303,303,0,180be00000008100,11,05,2,00000015c9cb2ca6,1,0
304,304,0,1813e00000008200,11,05,2,00000015c9cb2cab,1,0
305,305,0,181be00000008300,11,05,2,00000015c9cb2cb0,1,0
306,306,0,1823e00000008400,11,05,2,00000015c9cb2cb3,1,0
307,307,0,182be00000008500,11,05,2,00000015c9cb2cb7,1,0
308,308,0,1833e00000008600,11,05,2,00000015c9cb2cba,1,0
309,309,0,4807c00000008000,11,05,4,00000015c9cb2e8d,1,0
310,310,0,2000200000000000,01,0b,1,00000015c9cb3026,1,0
311,311,0,3807e00000008000,01,07,0,00000015c9cb326e,1,0
312,312,0,2800300000008100,01,07,0,00000015c9cb3282,1,0
313,313,0,2800300000008200,01,07,0,00000015c9cb3284,1,0
314,314,0,2800300000008300,01,07,0,00000015c9cb3286,1,0
315,315,0,2844300000008400,01,07,0,00000015c9cb3288,1,0
316,316,0,2840300000008500,01,07,0,00000015c9cb328a,1,0
317,317,0,2844300000008600,01,07,0,00000015c9cb328c,1,0
318,318,0,5004000000008000,01,0b,3,00000015c9cb32bd,1,0
319,319,0,5003c00000008100,11,05,4,00000015c9cb3328,1,0
320,320,0,5003c00000008200,11,05,4,00000015c9cb3351,1,0
321,321,0,5003c00000008300,11,05,4,00000015c9cb3374,1,0
322,322,0,5047c00000008400,11,05,4,00000015c9cb3398,1,0
323,323,0,5043c00000008500,11,05,4,00000015c9cb33bb,1,0
324,324,0,5047c00000008600,11,05,4,00000015c9cb33de,1,0
325,325,0,1803e00000008000,11,05,2,00000015c9cb352a,1,0
326,326,0,180be00000008100,11,05,2,00000015c9cb3666,1,0
327,327,0,1813e00000008200,11,05,2,00000015c9cb3669,1,0
328,328,0,181be00000008300,11,05,2,00000015c9cb366d,1,0
329,329,0,1823e00000008400,11,05,2,00000015c9cb3670,1,0
330,330,0,182be00000008500,11,05,2,00000015c9cb3675,1,0
331,331,0,1833e00000008600,11,05,2,00000015c9cb3677,1,0
332,332,0,0003e00000000000,01,07,0,00000015c9cb38ce,1,0
333,333,0,4803c00000000000,11,05,4,00000015c9cb3a96,1,0
334,334,0,2804300000008100,01,07,0,00000015c9cb3c46,1,0
335,335,0,2804300000008200,01,07,0,00000015c9cb3c48,1,0
336,336,0,2804300000008300,01,07,0,00000015c9cb3c4a,1,0
337,337,0,2840300000008400,01,07,0,00000015c9cb3c4c,1,0
338,338,0,2840300000008600,01,07,0,00000015c9cb3c4e,1,0
339,339,0,2840300000008500,01,07,0,00000015c9cb3c50,1,0
340,340,0,5007c00000008100,11,05,4,00000015c9cb3ced,1,0
341,341,0,5007c00000008200,11,05,4,00000015c9cb3d11,1,0
342,342,0,5007c00000008300,11,05,4,00000015c9cb3d34,1,0
343,343,0,5043c00000008400,11,05,4,00000015c9cb3d57,1,0
344,344,0,5043c00000008600,11,05,4,00000015c9cb3d7b,1,0
345,345,0,5043c00000008500,11,05,4,00000015c9cb3d9e,1,0
346,346,0,0003e00000008000,01,07,0,00000015c9cb3e05,1,0
347,347,0,180be00000008100,11,05,2,00000015c9cb402a,1,0
348,348,0,1813e00000008200,11,05,2,00000015c9cb402d,1,0
349,349,0,181be00000008300,11,05,2,00000015c9cb4031,1,0
350,350,0,1823e00000008400,11,05,2,00000015c9cb4035,1,0
351,351,0,182be00000008500,11,05,2,00000015c9cb403a,1,0
352,352,0,1833e00000008600,11,05,2,00000015c9cb403c,1,0
353,353,0,4803c00000008000,11,05,4,00000015c9cb4212,1,0
354,354,0,2000200000000000,01,0b,1,00000015c9cb43ac,1,0
355,355,0,3803e00000008000,01,07,0,00000015c9cb45f5,1,0
356,356,0,2800300000008100,01,07,0,00000015c9cb4609,1,0
357,357,0,2800300000008200,01,07,0,00000015c9cb460b,1,0
358,358,0,2800300000008300,01,07,0,00000015c9cb460d,1,0
359,359,0,2840300000008400,01,07,0,00000015c9cb460f,1,0
360,360,0,2840300000008600,01,07,0,00000015c9cb4611,1,0
361,361,0,2844300000008500,01,07,0,00000015c9cb4613,1,0
362,362,0,5000000000008000,01,0b,3,00000015c9cb4643,1,0
363,363,0,5003c00000008100,11,05,4,00000015c9cb46c2,1,0
364,364,0,5003c00000008200,11,05,4,00000015c9cb46e5,1,0
365,365,0,5003c00000008300,11,05,4,00000015c9cb4709,1,0
366,366,0,5043c00000008400,11,05,4,00000015c9cb472c,1,0
367,367,0,5043c00000008600,11,05,4,00000015c9cb4750,1,0
368,368,0,5047c00000008500,11,05,4,00000015c9cb4773,1,0
369,369,0,1803e00000008000,11,05,2,00000015c9cb48a6,1,0
370,370,0,180be00000008100,11,05,2,00000015c9cb49e0,1,0
371,371,0,1813e00000008200,11,05,2,00000015c9cb49e4,1,0
372,372,0,181be00000008300,11,05,2,00000015c9cb49e6,1,0
373,373,0,1823e00000008400,11,05,2,00000015c9cb49ec,1,0
374,374,0,182be00000008500,11,05,2,00000015c9cb49ef,1,0
375,375,0,1833e00000008600,11,05,2,00000015c9cb49f2,1,0
376,376,0,0003e00000000000,01,07,0,00000015c9cb4c4a,1,0
377,377,0,4803c00000000000,11,05,4,00000015c9cb4e07,1,0
378,378,0,2800300000008100,01,07,0,00000015c9cb4fa0,1,0
379,379,0,2800300000008200,01,07,0,00000015c9cb4fa2,1,0
380,380,0,2800300000008300,01,07,0,00000015c9cb4fa4,1,0
381,381,0,2844300000008400,01,07,0,00000015c9cb4fa6,1,0
382,382,0,2844300000008500,01,07,0,00000015c9cb4fa8,1,0
383,383,0,2840300000008600,01,07,0,00000015c9cb4faa,1,0
384,384,0,5003c00000008100,11,05,4,00000015c9cb5046,1,0
385,385,0,5003c00000008200,11,05,4,00000015c9cb506a,1,0
386,386,0,5003c00000008300,11,05,4,00000015c9cb508d,1,0
387,387,0,5047c00000008400,11,05,4,00000015c9cb50b1,1,0
388,388,0,5047c00000008500,11,05,4,00000015c9cb50d4,1,0
389,389,0,5043c00000008600,11,05,4,00000015c9cb50f8,1,0
390,390,0,0003e00000008000,01,07,0,00000015c9cb515a,1,0
391,391,0,180be00000008100,11,05,2,00000015c9cb5384,1,0
392,392,0,1813e00000008200,11,05,2,00000015c9cb5387,1,0
393,393,0,181be00000008300,11,05,2,00000015c9cb538b,1,0
394,394,0,1823e00000008400,11,05,2,00000015c9cb538e,1,0
395,395,0,182be00000008500,11,05,2,00000015c9cb5392,1,0
396,396,0,1833e00000008600,11,05,2,00000015c9cb5396,1,0
397,397,0,4803c00000008000,11,05,4,00000015c9cb556c,1,0
