index,raw,opcode,message,timestamp,aliased_addr,dirty,dmask,fillo,hreq_id,ns,nxm,rnode,rreq_id,src,unaliased_addr,vc,xb1,xb10,xb1_2,xb2,xb3,xb4,xb5
297,0x5803e40000008000,11,ECI_CMD_MFWD_FEVX_EH,43211346004,8000,,15,,0,1,,1,,5,8000,9,0,,,0,0,,
298,0x1803e00000008000,3,ECI_CMD_MRSP_VICDHI,43211346083,8000,,15,,0,1,,,,2,8000,5,,,,,0,,0
299,0x2800300000008100,5,ECI_CMD_MREQ_RLDX,43211346720,8100,,0,,,1,,,0,0,8100,7,,,,0,4,0,
300,0x2800300000008200,5,ECI_CMD_MREQ_RLDX,43211346722,8200,,0,,,1,,,0,0,8200,7,,,,0,4,0,
301,0x2800300000008300,5,ECI_CMD_MREQ_RLDX,43211346724,8300,,0,,,1,,,0,0,8300,7,,,,0,4,0,
302,0x2840300000008400,5,ECI_CMD_MREQ_RLDX,43211346726,8400,,0,,,1,,,16,0,8400,7,,,,0,4,0,
303,0x2840300000008500,5,ECI_CMD_MREQ_RLDX,43211346728,8500,,0,,,1,,,16,0,8500,7,,,,0,4,0,
304,0x2840300000008600,5,ECI_CMD_MREQ_RLDX,43211346730,8600,,0,,,1,,,16,0,8600,7,,,,0,4,0,
305,0x5003c00000008100,10,ECI_CMD_MRSP_PEMD,43211346796,8100,0,15,0,,,0,,0,4,8100,5,0,,0,,0,,0
306,0x5003c00000008200,10,ECI_CMD_MRSP_PEMD,43211346818,8200,0,15,0,,,0,,0,4,8200,5,0,,0,,0,,0
307,0x5003c00000008300,10,ECI_CMD_MRSP_PEMD,43211346840,8300,0,15,0,,,0,,0,4,8300,5,0,,0,,0,,0
308,0x5043c00000008400,10,ECI_CMD_MRSP_PEMD,43211346862,8400,0,15,0,,,0,,16,4,8400,5,0,,0,,0,,0
309,0x0007e00000008100,0,ECI_CMD_MRSP_VICD,43211346879,8100,,15,,,1,,,,2,8100,5,,1,,,,,0
310,0x5043c00000008500,10,ECI_CMD_MRSP_PEMD,43211346884,8500,0,15,0,,,0,,16,4,8500,5,0,,0,,0,,0
311,0x0007e00000008200,0,ECI_CMD_MRSP_VICD,43211346902,8200,,15,,,1,,,,2,8200,5,,1,,,,,0
312,0x5043c00000008600,10,ECI_CMD_MRSP_PEMD,43211346906,8600,0,15,0,,,0,,16,4,8600,5,0,,0,,0,,0
313,0x0007e00000008300,0,ECI_CMD_MRSP_VICD,43211346923,8300,,15,,,1,,,,2,8300,5,,1,,,,,0
314,0x0007e00000008400,0,ECI_CMD_MRSP_VICD,43211346945,8400,,15,,,1,,,,2,8400,5,,1,,,,,0
315,0x0007e00000008500,0,ECI_CMD_MRSP_VICD,43211346966,8500,,15,,,1,,,,2,8500,5,,1,,,,,0
316,0x0007e00000008600,0,ECI_CMD_MRSP_VICD,43211346990,8600,,15,,,1,,,,2,8600,5,,1,,,,,0
317,0x0007e00000008000,0,ECI_CMD_MREQ_RLDD,43211346998,8000,,15,,,1,,,1,0,8000,7,,,,0,0,0,
318,0x4807c00000008000,9,ECI_CMD_MRSP_PSHA,43211347336,8000,0,15,0,,,0,,1,4,8000,5,0,,0,,0,,0
319,0x3807e00000008000,7,ECI_CMD_MREQ_RC2D_S,43211347773,8000,,15,,,1,,,1,0,8000,7,,,,0,0,0,
320,0x2804300000008100,5,ECI_CMD_MREQ_RLDX,43211347786,8100,,0,,,1,,,1,0,8100,7,,,,0,4,0,
321,0x2804300000008200,5,ECI_CMD_MREQ_RLDX,43211347788,8200,,0,,,1,,,1,0,8200,7,,,,0,4,0,
322,0x2800300000008300,5,ECI_CMD_MREQ_RLDX,43211347790,8300,,0,,,1,,,0,0,8300,7,,,,0,4,0,
