Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_even/i_trace_app/traceOut_event_data[63:0],i_app/dcs_even/i_trace_app/traceOut_event_size[4:0],i_app/dcs_even/i_trace_app/traceOut_event_vc[4:0],i_app/dcs_even/i_trace_app/traceOut_src[2:0],i_app/dcs_even/i_trace_app/traceOut_ts[63:0],i_app/dcs_even/i_trace_app/dump_1,i_app/dcs_even/i_trace_app/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000000000000,00,00,0,0000000000000000,0,0
1,1,0,0000000000000000,00,00,0,0000000000000000,0,0
2,2,0,0000000000000000,00,00,0,0000000000000000,0,0
3,3,0,0000000000000000,00,00,0,0000000000000000,0,0
4,4,0,0000000000000000,00,00,0,0000000000000000,0,0
5,5,0,0000000000000000,00,00,0,0000000000000000,0,0
6,6,0,0000000000000000,00,00,0,0000000000000000,0,0
7,7,0,0000000000000000,00,00,0,0000000000000000,0,0
8,8,0,0000000000000000,00,00,0,0000000000000000,0,0
9,9,0,0000000000000000,00,00,0,0000000000000000,0,0
10,10,0,0000000000000000,00,00,0,0000000000000000,0,0
11,11,0,0000000000000000,00,00,0,0000000000000000,0,0
12,12,0,0000000000000000,00,00,0,0000000000000000,0,0
13,13,0,0000000000000000,00,00,0,0000000000000000,0,0
14,14,0,0000000000000000,00,00,0,0000000000000000,0,0
15,15,0,0000000000000000,00,00,0,0000000000000000,0,0
16,16,1,0000000000000000,00,00,0,0000000000000000,1,0
17,17,0,2843f00000008680,01,06,0,0000002073819a8b,1,0
18,18,0,5007c00000008180,11,04,4,0000002073819ada,1,0
19,19,0,5003c00000008280,11,04,4,0000002073819af0,1,0
20,20,0,5003c00000008380,11,04,4,0000002073819b06,1,0
21,21,0,5047c00000008480,11,04,4,0000002073819b1c,1,0
22,22,0,0007e00000008180,11,04,2,0000002073819b2e,1,0
23,23,0,5043c00000008580,11,04,4,0000002073819b32,1,0
24,24,0,0007e00000008280,11,04,2,0000002073819b44,1,0
25,25,0,5043c00000008680,11,04,4,0000002073819b48,1,0
26,26,0,0007e00000008380,11,04,2,0000002073819b5b,1,0
27,27,0,0007e00000008480,11,04,2,0000002073819b70,1,0
28,28,0,0007e00000008580,11,04,2,0000002073819b85,1,0
29,29,0,0007e00000008680,11,04,2,0000002073819b9d,1,0
30,30,0,2844300000008480,01,06,0,0000002073809517,1,0
31,31,0,2840300000008580,01,06,0,0000002073809519,1,0
32,32,0,2843f00000008680,01,06,0,000000207380951b,1,0
33,33,0,5007c00000008180,11,04,4,000000207380956a,1,0
34,34,0,5007c00000008280,11,04,4,0000002073809580,1,0
35,35,0,5003c00000008380,11,04,4,0000002073809596,1,0
36,36,0,5047c00000008480,11,04,4,00000020738095ac,1,0
37,37,0,0007e00000008180,11,04,2,00000020738095bf,1,0
38,38,0,5043c00000008580,11,04,4,00000020738095c2,1,0
39,39,0,0007e00000008280,11,04,2,00000020738095d5,1,0
40,40,0,5043c00000008680,11,04,4,00000020738095d8,1,0
41,41,0,0007e00000008380,11,04,2,00000020738095e9,1,0
42,42,0,0007e00000008480,11,04,2,0000002073809600,1,0
43,43,0,0007e00000008580,11,04,2,0000002073809616,1,0
44,44,0,0003e00000008080,01,06,0,0000002073809627,1,0
45,45,0,0007e00000008680,11,04,2,000000207380962d,1,0
46,46,0,4803c00000008080,11,04,4,0000002073809776,1,0
47,47,0,3803e00000008080,01,06,0,000000207380992b,1,0
48,48,0,2800300000008180,01,06,0,0000002073809939,1,0
49,49,0,2804300000008280,01,06,0,000000207380993b,1,0
50,50,0,2804300000008380,01,06,0,000000207380993d,1,0
51,51,0,2840300000008480,01,06,0,000000207380993f,1,0
52,52,0,2840300000008580,01,06,0,0000002073809941,1,0
53,53,0,2843f00000008680,01,06,0,0000002073809943,1,0
54,54,0,5000000000008080,01,0a,3,0000002073809945,1,0
55,55,0,5003c00000008180,11,04,4,0000002073809994,1,0
56,56,0,5007c00000008280,11,04,4,00000020738099aa,1,0
57,57,0,5007c00000008380,11,04,4,00000020738099c0,1,0
58,58,0,5043c00000008480,11,04,4,00000020738099d6,1,0
59,59,0,0007e00000008180,11,04,2,00000020738099e8,1,0
60,60,0,5043c00000008580,11,04,4,00000020738099ec,1,0
61,61,0,0007e00000008280,11,04,2,00000020738099fe,1,0
62,62,0,5043c00000008680,11,04,4,0000002073809a02,1,0
63,63,0,0007e00000008380,11,04,2,0000002073809a14,1,0
64,64,0,0007e00000008480,11,04,2,0000002073809a2b,1,0
65,65,0,0007e00000008580,11,04,2,0000002073809a3f,1,0
66,66,0,0007e00000008680,11,04,2,0000002073809a56,1,0
67,67,0,5807e40000008080,01,08,5,0000002073809a95,1,0
68,68,0,1807e00000008080,11,04,2,0000002073809ae2,1,0
69,69,0,2804300000008180,01,06,0,0000002073809d64,1,0
70,70,0,2800300000008280,01,06,0,0000002073809d66,1,0
71,71,0,2804300000008380,01,06,0,0000002073809d68,1,0
72,72,0,2840300000008480,01,06,0,0000002073809d6a,1,0
73,73,0,2840300000008580,01,06,0,0000002073809d6c,1,0
74,74,0,2847f00000008680,01,06,0,0000002073809d6e,1,0
75,75,0,5007c00000008180,11,04,4,0000002073809dbe,1,0
76,76,0,5003c00000008280,11,04,4,0000002073809dd4,1,0
77,77,0,5007c00000008380,11,04,4,0000002073809dea,1,0
78,78,0,5043c00000008480,11,04,4,0000002073809e00,1,0
79,79,0,0007e00000008180,11,04,2,0000002073809e13,1,0
80,80,0,5043c00000008580,11,04,4,0000002073809e16,1,0
81,81,0,0007e00000008280,11,04,2,0000002073809e27,1,0
82,82,0,5047c00000008680,11,04,4,0000002073809e2c,1,0
83,83,0,0007e00000008380,11,04,2,0000002073809e3f,1,0
84,84,0,0007e00000008480,11,04,2,0000002073809e55,1,0
85,85,0,0007e00000008580,11,04,2,0000002073809e6a,1,0
86,86,0,0007e00000008080,01,06,0,0000002073809e7a,1,0
87,87,0,0007e00000008680,11,04,2,0000002073809e80,1,0
88,88,0,4807c00000008080,11,04,4,0000002073809fc9,1,0
89,89,0,3807e00000008080,01,06,0,000000207380a1b8,1,0
90,90,0,2804300000008180,01,06,0,000000207380a1c4,1,0
91,91,0,2804300000008280,01,06,0,000000207380a1c6,1,0
92,92,0,2800300000008380,01,06,0,000000207380a1c8,1,0
93,93,0,2840300000008480,01,06,0,000000207380a1ca,1,0
94,94,0,2840300000008580,01,06,0,000000207380a1cc,1,0
95,95,0,2843f00000008680,01,06,0,000000207380a1ce,1,0
96,96,0,5004000000008080,01,0a,3,000000207380a1d0,1,0
97,97,0,5007c00000008180,11,04,4,000000207380a21d,1,0
98,98,0,5007c00000008280,11,04,4,000000207380a233,1,0
99,99,0,5003c00000008380,11,04,4,000000207380a249,1,0
100,100,0,5043c00000008480,11,04,4,000000207380a25f,1,0
101,101,0,0007e00000008180,11,04,2,000000207380a271,1,0
102,102,0,5043c00000008580,11,04,4,000000207380a275,1,0
103,103,0,0007e00000008280,11,04,2,000000207380a288,1,0
104,104,0,5043c00000008680,11,04,4,000000207380a28b,1,0
105,105,0,0007e00000008380,11,04,2,000000207380a29e,1,0
106,106,0,0007e00000008480,11,04,2,000000207380a2b2,1,0
107,107,0,0007e00000008580,11,04,2,000000207380a2ca,1,0
108,108,0,0007e00000008680,11,04,2,000000207380a2e0,1,0
109,109,0,5807e40000008080,01,08,5,000000207380a31f,1,0
110,110,0,1807e00000008080,11,04,2,000000207380a36d,1,0
111,111,0,2800300000008180,01,06,0,000000207380a60b,1,0
112,112,0,2800300000008280,01,06,0,000000207380a60d,1,0
113,113,0,2800300000008380,01,06,0,000000207380a60f,1,0
114,114,0,2840300000008480,01,06,0,000000207380a611,1,0
115,115,0,2844300000008580,01,06,0,000000207380a613,1,0
116,116,0,2847f00000008680,01,06,0,000000207380a615,1,0
117,117,0,5003c00000008180,11,04,4,000000207380a664,1,0
118,118,0,5003c00000008280,11,04,4,000000207380a67a,1,0
119,119,0,5003c00000008380,11,04,4,000000207380a690,1,0
120,120,0,5043c00000008480,11,04,4,000000207380a6a6,1,0
121,121,0,0007e00000008180,11,04,2,000000207380a6b7,1,0
122,122,0,5047c00000008580,11,04,4,000000207380a6bc,1,0
123,123,0,0007e00000008280,11,04,2,000000207380a6cd,1,0
124,124,0,5047c00000008680,11,04,4,000000207380a6d2,1,0
125,125,0,0007e00000008380,11,04,2,000000207380a6e5,1,0
126,126,0,0007e00000008480,11,04,2,000000207380a6f9,1,0
127,127,0,0007e00000008580,11,04,2,000000207380a710,1,0
128,128,0,0007e00000008080,01,06,0,000000207380a721,1,0
129,129,0,0007e00000008680,11,04,2,000000207380a726,1,0
130,130,0,4807c00000008080,11,04,4,000000207380a871,1,0
131,131,0,3803e00000008080,01,06,0,000000207380aa18,1,0
132,132,0,2800300000008180,01,06,0,000000207380aa25,1,0
133,133,0,2804300000008280,01,06,0,000000207380aa29,1,0
134,134,0,2800300000008380,01,06,0,000000207380aa2b,1,0
135,135,0,2844300000008480,01,06,0,000000207380aa2d,1,0
136,136,0,2840300000008580,01,06,0,000000207380aa2f,1,0
137,137,0,2843f00000008680,01,06,0,000000207380aa31,1,0
138,138,0,5000000000008080,01,0a,3,000000207380aa31,1,0
139,139,0,5003c00000008180,11,04,4,000000207380aa7e,1,0
140,140,0,5007c00000008280,11,04,4,000000207380aa94,1,0
141,141,0,5003c00000008380,11,04,4,000000207380aaaa,1,0
142,142,0,5047c00000008480,11,04,4,000000207380aac0,1,0
