Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_odd/i_trace_app/traceOut_event_data[63:0],i_app/dcs_odd/i_trace_app/traceOut_event_size[4:0],i_app/dcs_odd/i_trace_app/traceOut_event_vc[4:0],i_app/dcs_odd/i_trace_app/traceOut_src[2:0],i_app/dcs_odd/i_trace_app/traceOut_ts[63:0],i_app/dcs_odd/i_trace_app/dump_1,i_app/dcs_odd/i_trace_app/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
366,366,0,5043c00000008400,11,05,4,000000207380aec6,1,0
367,367,0,0007e00000008100,11,05,2,000000207380aed5,1,0
368,368,0,5043c00000008500,11,05,4,000000207380aedc,1,0
369,369,0,0007e00000008200,11,05,2,000000207380aeeb,1,0
370,370,0,5043c00000008600,11,05,4,000000207380aef2,1,0
371,371,0,0007e00000008300,11,05,2,000000207380af03,1,0
372,372,0,0007e00000008400,11,05,2,000000207380af18,1,0
373,373,0,0007e00000008500,11,05,2,000000207380af2d,1,0
374,374,0,0007e00000008600,11,05,2,000000207380af43,1,0
375,375,0,5803e40000008000,01,09,5,000000207380af96,1,0
376,376,0,1803e00000008000,11,05,2,000000207380afe3,1,0
377,377,0,2800300000008100,01,07,0,000000207380b24f,1,0
378,378,0,2800300000008200,01,07,0,000000207380b251,1,0
379,379,0,2804300000008300,01,07,0,000000207380b253,1,0
380,380,0,2840300000008400,01,07,0,000000207380b255,1,0
381,381,0,2840300000008500,01,07,0,000000207380b257,1,0
382,382,0,2844300000008600,01,07,0,000000207380b259,1,0
383,383,0,5003c00000008100,11,05,4,000000207380b29b,1,0
384,384,0,5003c00000008200,11,05,4,000000207380b2b4,1,0
385,385,0,5007c00000008300,11,05,4,000000207380b2ca,1,0
386,386,0,5043c00000008400,11,05,4,000000207380b2e0,1,0
387,387,0,0007e00000008100,11,05,2,000000207380b2ee,1,0
388,388,0,5043c00000008500,11,05,4,000000207380b2f6,1,0
