index,raw,opcode,message,timestamp,aliased_addr,cycles,dirty,dmask,fillo,ns,nxm,rreq_id,src,unaliased_addr,vc,xb1,xb10,xb1_2,xb2,xb3,xb4,xb5
17,0x0007e00000000000,0,ECI_CMD_MREQ_RLDD,2218441813.200000,0,443688362640,,15,,1,,1,0,0,7,,,,0,0,0,
18,0x4807c00000000000,9,ECI_CMD_MRSP_PSHA,2218441814.045000,0,443688362809,0,15,0,,0,1,4,0,5,0,,0,,0,,0
19,0x0007f00000000100,0,ECI_CMD_MREQ_RLDD,2218441815.755000,100,443688363151,,15,,1,,1,0,100,7,,,,0,4,0,
20,0x4807c00000000100,9,ECI_CMD_MRSP_PSHA,2218441816.590000,100,443688363318,0,15,0,,0,1,4,100,5,0,,0,,0,,0
21,0x1004200000000100,2,ECI_CMD_MRSP_VICS,2221123157.050000,100,444224631410,,0,,1,,,1,100,11,,1,,,,,0
