index,dcs_trace.event.req,dcs_trace.event.cli,dcs_trace.event.action,dcs_trace.event.state,timestamp
17,R12,0000000000,RDD,s1__2pRA2,1376778434.195000
18,RDDA,0000000000,SEND_RA2,s1__2,1376778434.460000
19,R12,0000000100,RDD,s1__2pRA2,1376778435.780000
20,RDDA,0000000100,SEND_RA2,s1__2,1376778436.040000
21,V21,0000000100,NO_ACTION,s1__1,1378442492.450000
