Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_even/i_trace_app/traceOut_event_data[63:0],i_app/dcs_even/i_trace_app/traceOut_event_size[4:0],i_app/dcs_even/i_trace_app/traceOut_event_vc[4:0],i_app/dcs_even/i_trace_app/traceOut_src[2:0],i_app/dcs_even/i_trace_app/traceOut_ts[63:0],i_app/dcs_even/i_trace_app/dump_1,i_app/dcs_even/i_trace_app/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0000000000000000,00,00,0,0000000000000000,0,0
1,1,0,0000000000000000,00,00,0,0000000000000000,0,0
2,2,0,0000000000000000,00,00,0,0000000000000000,0,0
3,3,0,0000000000000000,00,00,0,0000000000000000,0,0
4,4,0,0000000000000000,00,00,0,0000000000000000,0,0
5,5,0,0000000000000000,00,00,0,0000000000000000,0,0
6,6,0,0000000000000000,00,00,0,0000000000000000,0,0
7,7,0,0000000000000000,00,00,0,0000000000000000,0,0
8,8,0,0000000000000000,00,00,0,0000000000000000,0,0
9,9,0,0000000000000000,00,00,0,0000000000000000,0,0
10,10,0,0000000000000000,00,00,0,0000000000000000,0,0
11,11,0,0000000000000000,00,00,0,0000000000000000,0,0
12,12,0,0000000000000000,00,00,0,0000000000000000,0,0
13,13,0,0000000000000000,00,00,0,0000000000000000,0,0
14,14,0,0000000000000000,00,00,0,0000000000000000,0,0
15,15,0,0000000000000000,00,00,0,0000000000000000,0,0
16,16,1,0000000000000000,00,00,0,0000000000000000,1,0
17,17,0,5003c00000008180,11,04,4,00000052f4910386,1,0
18,18,0,5007c00000008280,11,04,4,00000052f491039c,1,0
19,19,0,5007c00000008380,11,04,4,00000052f49103b2,1,0
20,20,0,5043c00000008480,11,04,4,00000052f49103c8,1,0
21,21,0,0007e00000008180,11,04,2,00000052f49103d9,1,0
22,22,0,5043c00000008580,11,04,4,00000052f49103de,1,0
23,23,0,0007e00000008280,11,04,2,00000052f49103ef,1,0
24,24,0,5043c00000008680,11,04,4,00000052f49103f4,1,0
25,25,0,0007e00000008380,11,04,2,00000052f4910404,1,0
26,26,0,0007e00000008480,11,04,2,00000052f491041b,1,0
27,27,0,0007e00000008580,11,04,2,00000052f4910431,1,0
28,28,0,0007e00000008080,01,06,0,00000052f4910442,1,0
29,29,0,0007e00000008680,11,04,2,00000052f4910448,1,0
30,30,0,4807c00000008080,11,04,4,00000052f4910591,1,0
31,31,0,3803e00000008080,01,06,0,00000052f4910744,1,0
32,32,0,2804300000008180,01,06,0,00000052f4910751,1,0
33,33,0,2800300000008280,01,06,0,00000052f4910753,1,0
34,34,0,2800300000008380,01,06,0,00000052f4910755,1,0
35,35,0,2844300000008480,01,06,0,00000052f4910757,1,0
36,36,0,2844300000008580,01,06,0,00000052f4910759,1,0
37,37,0,2847f00000008680,01,06,0,00000052f491075b,1,0
38,38,0,5000000000008080,01,0a,3,00000052f491075d,1,0
39,39,0,5007c00000008180,11,04,4,00000052f49107aa,1,0
40,40,0,5003c00000008280,11,04,4,00000052f49107c0,1,0
41,41,0,5003c00000008380,11,04,4,00000052f49107d6,1,0
42,42,0,5047c00000008480,11,04,4,00000052f49107ec,1,0
43,43,0,0007e00000008180,11,04,2,00000052f49107fd,1,0
44,44,0,5047c00000008580,11,04,4,00000052f4910802,1,0
45,45,0,0007e00000008280,11,04,2,00000052f4910813,1,0
46,46,0,5047c00000008680,11,04,4,00000052f4910818,1,0
47,47,0,0007e00000008380,11,04,2,00000052f491082a,1,0
48,48,0,0007e00000008480,11,04,2,00000052f491083d,1,0
49,49,0,0007e00000008580,11,04,2,00000052f4910855,1,0
50,50,0,0007e00000008680,11,04,2,00000052f491086c,1,0
51,51,0,2847f00000008680,01,06,0,00000052f49009b1,1,0
52,52,0,5007c00000008180,11,04,4,00000052f4900a02,1,0
53,53,0,5003c00000008280,11,04,4,00000052f4900a18,1,0
54,54,0,5003c00000008380,11,04,4,00000052f4900a2e,1,0
55,55,0,5047c00000008480,11,04,4,00000052f4900a44,1,0
56,56,0,0007e00000008180,11,04,2,00000052f4900a56,1,0
57,57,0,5043c00000008580,11,04,4,00000052f4900a5a,1,0
58,58,0,0007e00000008280,11,04,2,00000052f4900a69,1,0
59,59,0,5047c00000008680,11,04,4,00000052f4900a70,1,0
60,60,0,0007e00000008380,11,04,2,00000052f4900a81,1,0
61,61,0,0007e00000008480,11,04,2,00000052f4900a97,1,0
62,62,0,0007e00000008580,11,04,2,00000052f4900aae,1,0
63,63,0,0003e00000008080,01,06,0,00000052f4900abe,1,0
64,64,0,0007e00000008680,11,04,2,00000052f4900ac3,1,0
65,65,0,4803c00000008080,11,04,4,00000052f4900c0d,1,0
66,66,0,3803e00000008080,01,06,0,00000052f4900dba,1,0
67,67,0,2800300000008180,01,06,0,00000052f4900dc8,1,0
68,68,0,2800300000008280,01,06,0,00000052f4900dca,1,0
69,69,0,2804300000008380,01,06,0,00000052f4900dcc,1,0
70,70,0,2844300000008480,01,06,0,00000052f4900dce,1,0
71,71,0,2844300000008580,01,06,0,00000052f4900dd0,1,0
72,72,0,2847f00000008680,01,06,0,00000052f4900dd2,1,0
73,73,0,5000000000008080,01,0a,3,00000052f4900dd4,1,0
74,74,0,5003c00000008180,11,04,4,00000052f4900e21,1,0
75,75,0,5003c00000008280,11,04,4,00000052f4900e37,1,0
76,76,0,5007c00000008380,11,04,4,00000052f4900e4d,1,0
77,77,0,5047c00000008480,11,04,4,00000052f4900e63,1,0
78,78,0,0007e00000008180,11,04,2,00000052f4900e75,1,0
79,79,0,5047c00000008580,11,04,4,00000052f4900e79,1,0
80,80,0,0007e00000008280,11,04,2,00000052f4900e89,1,0
81,81,0,5047c00000008680,11,04,4,00000052f4900e8f,1,0
82,82,0,0007e00000008380,11,04,2,00000052f4900ea0,1,0
83,83,0,0007e00000008480,11,04,2,00000052f4900eb6,1,0
84,84,0,0007e00000008580,11,04,2,00000052f4900ecd,1,0
85,85,0,0007e00000008680,11,04,2,00000052f4900ee3,1,0
86,86,0,5807e40000008080,01,08,5,00000052f4900f22,1,0
87,87,0,1807e00000008080,11,04,2,00000052f4900f6f,1,0
88,88,0,2800300000008180,01,06,0,00000052f49011e1,1,0
89,89,0,2804300000008280,01,06,0,00000052f49011e3,1,0
90,90,0,2804300000008380,01,06,0,00000052f49011e5,1,0
91,91,0,2844300000008480,01,06,0,00000052f49011e7,1,0
92,92,0,2840300000008580,01,06,0,00000052f49011e9,1,0
93,93,0,2843f00000008680,01,06,0,00000052f49011eb,1,0
94,94,0,5003c00000008180,11,04,4,00000052f490123c,1,0
95,95,0,5007c00000008280,11,04,4,00000052f4901252,1,0
96,96,0,5007c00000008380,11,04,4,00000052f4901268,1,0
97,97,0,5047c00000008480,11,04,4,00000052f490127e,1,0
98,98,0,0007e00000008180,11,04,2,00000052f490128d,1,0
99,99,0,5043c00000008580,11,04,4,00000052f4901294,1,0
100,100,0,0007e00000008280,11,04,2,00000052f49012a5,1,0
101,101,0,5043c00000008680,11,04,4,00000052f49012aa,1,0
102,102,0,0007e00000008380,11,04,2,00000052f49012bb,1,0
103,103,0,0007e00000008480,11,04,2,00000052f49012d2,1,0
104,104,0,0007e00000008580,11,04,2,00000052f49012e7,1,0
105,105,0,0003e00000008080,01,06,0,00000052f49012f9,1,0
106,106,0,0007e00000008680,11,04,2,00000052f49012fe,1,0
107,107,0,4803c00000008080,11,04,4,00000052f4901447,1,0
108,108,0,3803e00000008080,01,06,0,00000052f49015ee,1,0
109,109,0,2800300000008180,01,06,0,00000052f49015fd,1,0
110,110,0,2804300000008280,01,06,0,00000052f49015ff,1,0
111,111,0,2800300000008380,01,06,0,00000052f4901601,1,0
112,112,0,2844300000008480,01,06,0,00000052f4901603,1,0
113,113,0,2844300000008580,01,06,0,00000052f4901605,1,0
114,114,0,2843f00000008680,01,06,0,00000052f4901607,1,0
115,115,0,5000000000008080,01,0a,3,00000052f4901607,1,0
116,116,0,5003c00000008180,11,04,4,00000052f4901657,1,0
117,117,0,5007c00000008280,11,04,4,00000052f490166d,1,0
118,118,0,5003c00000008380,11,04,4,00000052f4901683,1,0
119,119,0,5047c00000008480,11,04,4,00000052f4901699,1,0
120,120,0,0007e00000008180,11,04,2,00000052f49016a9,1,0
121,121,0,5047c00000008580,11,04,4,00000052f49016af,1,0
122,122,0,0007e00000008280,11,04,2,00000052f49016c5,1,0
123,123,0,5043c00000008680,11,04,4,00000052f49016c5,1,0
124,124,0,0007e00000008380,11,04,2,00000052f49016d7,1,0
125,125,0,0007e00000008480,11,04,2,00000052f49016ec,1,0
126,126,0,0007e00000008580,11,04,2,00000052f4901702,1,0
127,127,0,0007e00000008680,11,04,2,00000052f4901717,1,0
128,128,0,5807e40000008080,01,08,5,00000052f4901758,1,0
129,129,0,1807e00000008080,11,04,2,00000052f49017a4,1,0
130,130,0,2800300000008180,01,06,0,00000052f4901a15,1,0
131,131,0,2804300000008280,01,06,0,00000052f4901a17,1,0
132,132,0,2804300000008380,01,06,0,00000052f4901a1a,1,0
133,133,0,2840300000008480,01,06,0,00000052f4901a1c,1,0
134,134,0,2840300000008580,01,06,0,00000052f4901a1e,1,0
135,135,0,2843f00000008680,01,06,0,00000052f4901a20,1,0
136,136,0,5003c00000008180,11,04,4,00000052f4901a6e,1,0
137,137,0,5007c00000008280,11,04,4,00000052f4901a84,1,0
138,138,0,5007c00000008380,11,04,4,00000052f4901a9a,1,0
139,139,0,5043c00000008480,11,04,4,00000052f4901ab0,1,0
