size,acquire_cyc,after_tx_commit_cyc,after_dma_read_cyc,exit_cyc,host_got_tx_buf_cyc,entry_cyc,after_rx_queue_cyc,after_dma_write_cyc,read_start_cyc,after_read_cyc,after_rx_commit_cyc,host_read_complete_cyc
4352,278881030,278881281,278881426,278881491,278880259,278881589,278881669,278881675,278881423,278881679,278881424,278886116
4352,279056066,279056316,279056461,279056526,279055275,279056624,279056704,279056710,279056458,279056714,279056459,279061143
4352,279234661,279234911,279235056,279235123,279233825,279235219,279235299,279235305,279235053,279235309,279235054,279239762
4352,279409925,279410175,279410320,279410385,279409105,279410483,279410563,279410569,279410316,279410573,279410317,279415014
4352,279585041,279585292,279585437,279585502,279584228,279585600,279585679,279585685,279585434,279585689,279585435,279590138
4352,279760120,279760371,279760516,279760583,279759311,279760678,279760758,279760764,279760512,279760768,279760513,279765210
4352,279935180,279935431,279935576,279935641,279934375,279935739,279935820,279935826,279935571,279935830,279935572,279940273
4352,280110223,280110474,280110619,280110687,280109432,280110781,280110861,280110867,280110614,280110871,280110615,280115302
4352,280288588,280288839,280288984,280289049,280287736,280289147,280289227,280289233,280288981,280289237,280288982,280293696
4352,280463846,280464096,280464241,280464306,280463051,280464405,280464485,280464491,280464238,280464495,280464239,280468927
4352,280638974,280639225,280639370,280639435,280638193,280639533,280639612,280639618,280639367,280639622,280639368,280644066
4352,280814065,280814316,280814461,280814526,280813295,280814625,280814704,280814710,280814457,280814714,280814458,280819150
4416,280994459,280994711,280994858,280994924,280993688,280995022,280995104,280995110,280994854,280995114,280994855,280999556
4416,281173544,281173794,281173941,281174009,281172769,281174105,281174186,281174192,281173934,281174196,281173935,281178627
4416,281354211,281354463,281354610,281354676,281353339,281354776,281354856,281354862,281354605,281354866,281354606,281359331
4416,281531805,281532055,281532202,281532268,281530969,281532366,281532448,281532454,281532195,281532458,281532196,281536919
4416,281709345,281709595,281709742,281709807,281708539,281709907,281709988,281709994,281709738,281709998,281709739,281714464
4416,281886816,281887068,281887215,281887280,281886049,281887379,281887460,281887466,281887210,281887470,281887211,281891909
4416,282064249,282064500,282064647,282064713,282063464,282064812,282064894,282064900,282064642,282064904,282064643,282069334
4416,282245002,282245253,282245400,282245467,282244171,282245565,282245645,282245651,282245394,282245655,282245395,282250111
4416,282422677,282422928,282423075,282423140,282421876,282423239,282423320,282423326,282423071,282423330,282423072,282427786
4416,282600214,282600465,282600612,282600678,282599406,282600777,282600859,282600865,282600606,282600869,282600607,282605319
4416,282777682,282777933,282778080,282778145,282776903,282778245,282778326,282778332,282778077,282778336,282778078,282782774
4416,282955090,282955341,282955488,282955554,282954297,282955653,282955734,282955740,282955482,282955744,282955483,282960171
4416,283132543,283132794,283132941,283133007,283131755,283133106,283133188,283133194,283132936,283133198,283132937,283137637
4416,283313328,283313578,283313725,283313791,283312491,283313890,283313971,283313977,283313721,283313981,283313722,283318445
4416,283499028,283499278,283499425,283499490,283498073,283499590,283499671,283499677,283499419,283499681,283499420,283504161
4416,283676683,283676934,283677081,283677146,283675824,283677245,283677327,283677333,283677074,283677337,283677075,283681801
4416,283854212,283854462,283854609,283854674,283853418,283854774,283854855,283854861,283854605,283854865,283854606,283859316
4416,284031677,284031928,284032075,284032143,284030888,284032238,284032319,284032325,284032069,284032329,284032070,284036776
4416,284212469,284212720,284212867,284212934,284211627,284213032,284213113,284213119,284212868,284213123,284212869,284217599
4416,284390138,284390389,284390536,284390601,284389323,284390700,284390781,284390787,284390531,284390791,284390532,284395249
4416,284567692,284567944,284568091,284568159,284566887,284568254,284568335,284568341,284568087,284568345,284568088,284572793
4416,284745187,284745438,284745585,284745650,284744406,284745750,284745832,284745838,284745579,284745842,284745580,284750288
4416,284922637,284922888,284923035,284923101,284921853,284923200,284923281,284923287,284923030,284923291,284923031,284927722
4416,285100121,285100372,285100519,285100587,285099325,285100683,285100763,285100769,285100514,285100773,285100515,285105203
4416,285281137,285281388,285281535,285281601,285280262,285281699,285281781,285281787,285281530,285281791,285281531,285286268
4416,285458755,285459005,285459152,285459218,285457957,285459317,285459398,285459404,285459147,285459408,285459148,285463876
4416,285636289,285636540,285636687,285636754,285635496,285636852,285636932,285636938,285636682,285636942,285636683,285641390
4416,285813737,285813988,285814135,285814201,285812960,285814300,285814382,285814388,285814128,285814392,285814129,285818823
4416,285991140,285991391,285991538,285991603,285990367,285991703,285991783,285991789,285991533,285991793,285991534,285996234
